compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
oleandrin,0.83,-0.17,118.5,Vero E6,CHEMBL4285883,False,False,,False,False,N,N,N,False,False,1.0,-3.22
oleanolic-acid,10.0,0.05,109.5,Vero E6,CHEMBL168,False,False,,False,False,N,N,N,False,False,100.0,0.47
oleoylethanolamide,10.0,0.06,102.5,Vero E6,CHEMBL280065,False,False,,False,False,N,N,N,False,False,1.0,1.05
olesoxime,10.0,-0.09,106.5,Vero E6,CHEMBL3545254,False,False,,False,False,N,N,N,False,False,10000.0,3.9
oleuropein,10.0,-0.02,112.5,Vero E6,CHEMBL1911053,False,False,,False,False,N,N,N,False,False,1.0,0.9
olmesartan,10.0,0.02,101.5,Vero E6,CHEMBL1516,False,False,,False,False,N,N,N,False,False,1.0,1.89
olmesartan-medoxomil,10.0,-0.03,116.0,Vero E6,CHEMBL1200692,False,False,,False,False,N,N,N,False,False,833.33,1.87
olmutinib,0.83,-0.1,94.5,Vero E6,CHEMBL3786343,False,False,,False,False,N,N,N,False,False,100.0,11.62
olomoucine,10.0,0.02,98.5,Vero E6,CHEMBL280074,False,False,,False,False,N,N,N,False,False,8.33,1.88
olprinone,10.0,0.1,104.5,Vero E6,CHEMBL1474900,False,False,,False,False,N,N,N,False,False,8.33,1.36
olsalazine,10.0,0.06,103.5,Vero E6,CHEMBL425,False,False,,False,False,N,N,N,False,False,833.33,2.78
oltipraz,10.0,-0.04,109.0,Vero E6,CHEMBL178459,False,False,,False,False,N,N,N,False,False,833.33,5.97
olvanil,10.0,0.22,96.0,Vero E6,CHEMBL76903,False,False,,False,False,N,N,N,False,False,100.0,4.43
omadacycline,10.0,0.18,97.5,Vero E6,CHEMBL1689772,False,False,,False,False,N,N,N,False,False,100.0,1.58
omarigliptin,10.0,0.2,107.0,Vero E6,CHEMBL2105762,False,False,,False,False,N,N,N,False,False,833.33,1.96
ombitasvir,10.0,0.12,113.0,Vero E6,CHEMBL3127326,False,False,,False,False,N,N,N,False,False,8.33,-0.6
omecamtiv-mecarbil,10.0,0.27,99.0,Vero E6,CHEMBL1800955,False,False,,False,False,N,N,N,False,False,10000.0,3.03
omeprazole,10.0,0.09,103.5,Vero E6,CHEMBL1503,False,False,,False,False,N,N,N,False,False,833.33,3.07
omeprazole-magnesium,10.0,-0.14,116.0,Vero E6,CHEMBL1567328,False,False,,False,False,N,N,N,False,False,10000.0,6.97
omeprazole-sulfide,10.0,0.19,104.0,Vero E6,CHEMBL892,False,False,,False,False,N,N,N,False,False,10000.0,-13.67
oncrasin-1,10.0,0.11,110.0,Vero E6,CHEMBL1775048,False,False,,False,False,N,N,N,False,False,100.0,2.77
ondansetron,10.0,0.25,90.0,Vero E6,CHEMBL46,False,False,,False,False,N,N,N,False,False,10000.0,3.44
opicapone,10.0,0.12,101.5,Vero E6,CHEMBL1089318,False,False,,False,False,N,N,N,False,False,1.0,2.55
opipramol,10.0,0.24,102.0,Vero E6,CHEMBL370753,False,False,,False,False,N,N,N,False,False,1.0,2.92
oprozomib,0.83,-0.31,108.0,Vero E6,CHEMBL2103884,False,True,,False,False,N,Y,N,False,True,100.0,38.6
orantinib,10.0,0.12,92.5,Vero E6,CHEMBL274654,False,False,,False,False,N,N,N,False,False,8.33,2.48
orbifloxacin,10.0,0.15,96.5,Vero E6,CHEMBL295433,False,False,,False,False,N,N,N,False,False,8.33,-2.82
oritavancin,10.0,0.04,92.0,Vero E6,CHEMBL1688530,False,False,,False,False,N,N,N,False,False,8.33,3.58
orlistat,10.0,0.23,100.0,Vero E6,CHEMBL175247,False,False,,False,False,N,N,N,False,False,8.33,3.04
ornidazole,10.0,0.08,107.0,Vero E6,CHEMBL1449676,False,False,,False,False,N,N,N,False,False,10000.0,1.51
ornithine,10.0,0.1,96.5,Vero E6,CHEMBL446143,False,False,,False,False,N,N,N,False,False,10000.0,2.35
orotic-acid,10.0,0.1,104.5,Vero E6,CHEMBL1235017,False,False,,False,False,N,N,N,False,False,8.33,1.49
orphanin-fq,10.0,0.05,111.5,Vero E6,CHEMBL396460,False,False,,False,False,N,N,N,False,False,1.0,1.63
orphenadrine,10.0,0.32,87.0,Vero E6,CHEMBL900,False,False,,False,False,N,N,N,False,False,833.33,1.65
orteronel,10.0,0.08,105.5,Vero E6,CHEMBL1921976,False,False,,False,False,N,N,N,False,False,100.0,4.35
oseltamivir-carboxylate,10.0,-0.05,102.5,Vero E6,CHEMBL674,False,False,,False,False,N,N,N,False,False,833.33,1.32
oseltamivir-phosphate,10.0,0.24,85.5,Vero E6,CHEMBL1229,False,False,,False,False,N,N,N,False,False,10000.0,0.67
osemozotan,10.0,0.1,106.5,Vero E6,CHEMBL1742408,False,False,,False,False,N,N,N,False,False,100.0,3.35
osimertinib,10.0,-0.27,110.5,Vero E6,CHEMBL3353410,False,False,,False,False,N,N,N,False,False,1.0,1.08
ospemifene,10.0,0.19,97.5,Vero E6,CHEMBL2105395,False,False,,False,False,N,N,N,False,False,10000.0,8.11
ostarine,10.0,0.07,112.5,Vero E6,CHEMBL1738889,False,False,,False,False,N,N,N,False,False,10000.0,1.37
osthol,10.0,0.24,107.0,Vero E6,CHEMBL52229,False,False,,False,False,N,N,N,False,False,8.33,6.22
otamixaban,10.0,-0.08,100.5,Vero E6,CHEMBL46618,False,False,,False,False,N,N,N,False,False,833.33,-0.51
otenzepad,10.0,0.17,94.5,Vero E6,CHEMBL17045,False,False,,False,False,N,N,N,False,False,833.33,5.55
otilonium,10.0,0.3,101.0,Vero E6,CHEMBL1433361,False,False,,False,False,N,N,N,False,False,1.0,2.76
oxacillin,10.0,-0.01,110.0,Vero E6,CHEMBL819,False,False,,False,False,N,N,N,False,False,833.33,3.32
oxacyclohexadecan-2-one,10.0,-0.05,105.5,Vero E6,CHEMBL3560504,False,False,,False,False,N,N,N,False,False,833.33,1.81
oxaliplatin,10.0,-0.09,111.5,Vero E6,CHEMBL414804,False,False,,False,False,N,N,N,False,False,100.0,10.32
oxaprozin,10.0,-0.01,115.5,Vero E6,CHEMBL1071,False,False,,False,False,N,N,N,False,False,10000.0,0.84
oxatomide,10.0,-0.05,106.5,Vero E6,CHEMBL13828,False,False,,False,False,N,N,N,False,False,8.33,2.61
oxcarbazepine,10.0,0.09,107.5,Vero E6,CHEMBL1068,False,False,,False,False,N,N,N,False,False,10000.0,4.57
oxelaidin,10.0,0.42,73.5,Vero E6,CHEMBL1500276,False,False,,False,False,N,N,N,False,False,100.0,0.38
oxethazaine,10.0,-0.17,102.5,Vero E6,CHEMBL127592,False,False,,False,False,N,N,N,False,False,100.0,0.87
oxfendazole,10.0,0.15,101.0,Vero E6,CHEMBL42442,False,False,,False,False,N,N,N,False,False,100.0,6.94
oxfenicine,10.0,0.25,103.0,Vero E6,CHEMBL1232077,False,False,,False,False,N,N,N,False,False,8.33,3.82
oxibendazole,10.0,-0.16,117.5,Vero E6,CHEMBL1087630,False,False,,False,False,N,N,N,False,False,10000.0,-0.04
oxiconazole,10.0,-0.08,114.5,Vero E6,CHEMBL1262,False,False,,False,False,N,N,N,False,False,100.0,1.05
oxidopamine,10.0,0.1,102.0,Vero E6,CHEMBL337702,False,False,,False,False,N,N,N,False,False,8.33,0.45
oxiperomide,0.83,-0.01,104.5,Vero E6,CHEMBL2059304,False,False,,False,False,N,N,N,False,False,10000.0,2.21
oxiracetam,10.0,-0.0,107.0,Vero E6,CHEMBL36633,False,False,,False,False,N,N,N,False,False,833.33,4.22
oxolinic-acid,10.0,0.16,96.0,Vero E6,CHEMBL416755,False,False,,False,False,N,N,N,False,False,8.33,0.26
oxonic-acid,10.0,-0.06,115.0,Vero E6,CHEMBL181932,False,False,,False,False,N,N,N,False,False,100.0,1.25
oxotremorine-M,10.0,0.06,89.5,Vero E6,CHEMBL44674,False,False,,False,False,N,N,N,False,False,100.0,2.23
oxotremorine-sesquifumarate,10.0,0.06,100.5,Vero E6,CHEMBL7634,False,False,,False,False,N,N,N,False,False,100.0,4.01
oxprenolol,10.0,-0.18,114.0,Vero E6,CHEMBL546,False,False,,False,False,N,N,N,False,False,1.0,1.58
oxybenzone,10.0,0.13,102.5,Vero E6,CHEMBL1625,False,False,,False,False,N,N,N,False,False,8.33,2.31
oxybuprocaine,10.0,0.09,113.5,Vero E6,CHEMBL1200,False,False,,False,False,N,N,N,False,False,100.0,5.2
oxybutynin,10.0,0.3,98.0,Vero E6,CHEMBL1231,False,False,,False,False,N,N,N,False,False,10000.0,8.9
oxyclozanide,10.0,0.03,113.0,Vero E6,CHEMBL2105450,False,False,,False,False,N,N,N,False,False,100.0,0.71
oxyfedrine,10.0,0.22,102.0,Vero E6,CHEMBL1651913,False,False,,False,False,N,N,N,False,False,10000.0,1.77
oxymatrine,10.0,-0.0,100.0,Vero E6,CHEMBL458337,False,False,,False,False,N,N,N,False,False,1.0,2.76
oxymetazoline,10.0,0.23,100.0,Vero E6,CHEMBL762,False,False,,False,False,N,N,N,False,False,100.0,1.85
oxyphenbutazone,0.83,0.13,102.5,Vero E6,CHEMBL1228,False,False,,False,False,N,N,N,False,False,10000.0,10.95
oxyphencyclimine,10.0,0.02,101.0,Vero E6,CHEMBL1495,False,False,,False,False,N,N,N,False,False,833.33,2.86
oxyphenonium,10.0,0.0,102.0,Vero E6,CHEMBL1201286,False,False,,False,False,N,N,N,False,False,833.33,0.58
oxypurinol,10.0,-0.16,111.0,Vero E6,CHEMBL859,False,False,,False,False,N,N,N,False,False,10000.0,1.11
oxyquinoline,10.0,0.2,93.5,Vero E6,CHEMBL310555,False,False,,False,False,N,N,N,False,False,833.33,2.84
oxytetracycline,10.0,-0.04,105.5,Vero E6,CHEMBL1401333,False,False,,False,False,N,N,N,False,False,1.0,-0.32
oxytocin,10.0,-0.06,110.0,Vero E6,CHEMBL395429,False,False,,False,False,N,N,N,False,False,1.0,5.14
ozagrel,10.0,0.12,92.0,Vero E6,CHEMBL11662,False,False,,False,False,N,N,N,False,False,8.33,3.28
ozanimod,0.83,0.26,101.0,Vero E6,CHEMBL3707247,False,True,,False,False,N,Y,N,False,True,10000.0,59.17
ozolinone,10.0,0.01,107.5,Vero E6,CHEMBL3989840,False,False,,False,False,N,N,N,False,False,100.0,4.18
paclitaxel,10.0,0.01,107.5,Vero E6,CHEMBL428647,False,False,,False,False,N,N,N,False,False,8.33,-0.27
pacritinib,0.83,0.29,80.0,Vero E6,CHEMBL2035187,False,False,,False,False,N,N,N,False,False,100.0,0.95
paeoniflorin,10.0,0.19,92.5,Vero E6,CHEMBL4303209,False,False,,False,False,N,N,N,False,False,833.33,0.8
paeonol,10.0,0.05,100.5,Vero E6,CHEMBL1079227,False,False,,False,False,N,N,N,False,False,100.0,2.76
pafuramidine,10.0,0.07,106.0,Vero E6,CHEMBL319669,False,False,,False,False,N,N,N,False,False,10000.0,2.7
palbociclib,10.0,0.09,108.5,Vero E6,CHEMBL189963,False,False,,False,False,N,N,N,False,False,10000.0,5.01
palifosfamide,10.0,-0.03,107.0,Vero E6,CHEMBL889,False,False,,False,False,N,N,N,False,False,100.0,3.57
paliperidone,10.0,0.08,107.5,Vero E6,CHEMBL1621,False,False,,False,False,N,N,N,False,False,1.0,-1.5
palmatine-chloride,10.0,0.19,92.0,Vero E6,CHEMBL206106,False,False,,False,False,N,N,N,False,False,10000.0,2.04
palmitoylcarnitine,0.83,-0.02,106.5,Vero E6,CHEMBL301722,False,False,,False,False,N,N,N,False,False,8.33,0.65
palomid-529,10.0,0.07,113.0,Vero E6,CHEMBL2141712,False,False,,False,False,N,N,N,False,False,10000.0,1.22
palonosetron,10.0,0.32,91.5,Vero E6,CHEMBL1189679,False,False,,False,False,N,N,N,False,False,833.33,-0.13
palosuran,10.0,-0.0,112.5,Vero E6,CHEMBL567303,False,False,,False,False,N,N,N,False,False,833.33,2.2
palovarotene,10.0,-0.13,108.0,Vero E6,CHEMBL2105648,False,False,,False,False,N,N,N,False,False,1.0,3.77
pamabrom,10.0,0.05,101.0,Vero E6,CHEMBL2104825,False,False,,False,False,N,N,N,False,False,833.33,1.95
pamidronate,10.0,0.09,113.5,Vero E6,CHEMBL834,False,False,,False,False,N,N,N,False,False,8.33,2.17
pancuronium,10.0,0.25,102.0,Vero E6,CHEMBL185073,False,False,,False,False,N,N,N,False,False,100.0,-0.15
panobinostat,0.83,-0.1,105.0,Vero E6,CHEMBL483254,False,False,,False,False,N,N,N,False,False,8.33,-0.99
pantoprazole,10.0,-0.14,103.5,Vero E6,CHEMBL1502,False,False,,False,False,N,N,N,False,False,10000.0,0.79
pantothenic-acid,10.0,0.03,109.5,Vero E6,CHEMBL1594,False,False,,False,False,N,N,N,False,False,10000.0,2.81
papaverine,10.0,0.17,105.0,Vero E6,CHEMBL19224,False,False,,False,False,N,N,N,False,False,8.33,0.26
para-toluenesulfonamide,10.0,-0.04,105.5,Vero E6,CHEMBL574,False,False,,False,False,N,N,N,False,False,1.0,3.73
paracetamol,10.0,-0.07,103.0,Vero E6,CHEMBL112,False,False,,False,False,N,N,N,False,False,8.33,1.77
parachlorophenol,10.0,0.06,98.0,Vero E6,CHEMBL57053,False,False,,False,False,N,N,N,False,False,833.33,2.25
paraxanthine,10.0,0.14,109.5,Vero E6,CHEMBL1158,False,False,,False,False,N,N,N,False,False,833.33,2.99
parbendazole,10.0,-0.11,111.0,Vero E6,CHEMBL528271,False,False,,False,False,N,N,N,False,False,8.33,0.63
pardoprunox,10.0,-0.1,103.0,Vero E6,CHEMBL2103832,False,False,,False,False,N,N,N,False,False,100.0,3.14
parecoxib,10.0,0.09,105.5,Vero E6,CHEMBL1206690,False,False,,False,False,N,N,N,False,False,100.0,1.66
parethoxycaine,10.0,0.16,108.0,Vero E6,CHEMBL421669,False,False,,False,False,N,N,N,False,False,1.0,0.82
pargyline,10.0,0.08,108.0,Vero E6,CHEMBL673,False,False,,False,False,N,N,N,False,False,10000.0,2.9
paricalcitol,10.0,0.1,104.0,Vero E6,CHEMBL1200622,False,False,,False,False,N,N,N,False,False,8.33,3.37
paritaprevir,10.0,0.3,98.0,Vero E6,CHEMBL3391662,False,False,,False,False,N,N,N,False,False,10000.0,1.71
paroxetine,10.0,-0.08,117.0,Vero E6,CHEMBL490,False,False,,False,False,N,N,N,False,False,833.33,-1.89
parthenolide-(alternate-stereo),0.83,0.11,107.5,Vero E6,CHEMBL465158,False,True,,False,False,N,Y,N,False,True,10000.0,27.39
parthenolide-(alternate-stereo),0.83,0.02,99.0,Vero E6,CHEMBL465158,False,True,,False,False,N,Y,N,False,True,10000.0,27.39
parthenolide-(alternate-stereo),0.83,-0.11,111.0,Vero E6,CHEMBL465158,False,True,,False,False,N,Y,N,False,True,10000.0,27.39
pasireotide,10.0,-0.05,103.5,Vero E6,CHEMBL3349607,False,False,,False,False,N,N,N,False,False,833.33,-4.91
pazufloxacin,10.0,0.2,103.0,Vero E6,CHEMBL240163,False,False,,False,False,N,N,N,False,False,100.0,2.15
pefloxacin,10.0,0.16,91.5,Vero E6,CHEMBL267648,False,False,,False,False,N,N,N,False,False,100.0,2.84
pelanserin,10.0,0.04,104.0,Vero E6,CHEMBL2110706,False,False,,False,False,N,N,N,False,False,8.33,1.75
pelitinib,10.0,-0.19,110.5,Vero E6,CHEMBL607707,False,False,,False,False,N,N,N,False,False,10000.0,2.95
pemetrexed,10.0,-0.15,121.0,Vero E6,CHEMBL225072,False,False,,False,False,N,N,N,False,False,100.0,1.39
pemirolast,10.0,0.11,94.5,Vero E6,CHEMBL1201198,False,False,,False,False,N,N,N,False,False,833.33,3.15
pempidine,10.0,0.09,96.0,Vero E6,CHEMBL1617409,False,False,,False,False,N,N,N,False,False,8.33,-0.7
penciclovir,10.0,0.07,93.5,Vero E6,CHEMBL1540,False,False,,False,False,N,N,N,False,False,833.33,0.81
penfluridol,0.83,0.17,79.0,Vero E6,CHEMBL47050,False,True,,False,False,N,Y,N,False,True,10000.0,33.87
penicillamine-(racemic),10.0,0.1,97.0,Vero E6,CHEMBL1430,False,False,,False,False,N,N,N,False,False,1.0,2.12
penicillamine-(racemic),10.0,0.07,104.0,Vero E6,CHEMBL1430,False,False,,False,False,N,N,N,False,False,1.0,2.12
penicillin-v-potassium,10.0,-0.02,116.0,Vero E6,CHEMBL615,False,False,,False,False,N,N,N,False,False,8.33,1.87
pentacosanoic-acid,10.0,0.21,96.0,Vero E6,CHEMBL4303190,False,False,,False,False,N,N,N,False,False,100.0,-0.07
pentamidine,10.0,0.1,109.0,Vero E6,CHEMBL55,False,False,,False,False,N,N,N,False,False,10000.0,1.08
pentobarbital,10.0,0.03,100.0,Vero E6,CHEMBL448,False,False,,False,False,N,N,N,False,False,1.0,2.05
pentolinium,10.0,-0.02,101.5,Vero E6,CHEMBL1271,False,False,,False,False,N,N,N,False,False,100.0,5.22
pentoxifylline,10.0,0.03,104.5,Vero E6,CHEMBL628,False,False,,False,False,N,N,N,False,False,1.0,3.31
peramivir,10.0,0.01,101.5,Vero E6,CHEMBL139367,False,False,,False,False,N,N,N,False,False,100.0,0.34
perchlozone,10.0,-0.06,114.5,Vero E6,CHEMBL4760928,False,False,,False,False,N,N,N,False,False,10000.0,3.63
peretinoin,10.0,-0.0,108.0,Vero E6,CHEMBL4303228,False,False,,False,False,N,N,N,False,False,1.0,0.75
perfluamine,10.0,0.16,92.5,Vero E6,CHEMBL2104877,False,False,,False,False,N,N,N,False,False,8.33,-1.58
perflubron,10.0,0.09,101.5,Vero E6,CHEMBL1200866,False,False,,False,False,N,N,N,False,False,8.33,1.61
pergolide,10.0,0.34,78.0,Vero E6,CHEMBL531,False,False,,False,False,N,N,N,False,False,100.0,0.68
perhexiline,0.83,-0.22,113.5,Vero E6,CHEMBL75880,False,True,,False,False,N,Y,N,False,True,10000.0,48.55
perifosine,10.0,0.12,104.0,Vero E6,CHEMBL372764,False,False,,False,False,N,N,N,False,False,1.0,0.3
perillyl-alcohol,10.0,0.04,100.0,Vero E6,CHEMBL236687,False,False,,False,False,N,N,N,False,False,100.0,2.99
perindopril,10.0,0.1,95.0,Vero E6,CHEMBL1581,False,False,,False,False,N,N,N,False,False,8.33,1.32
perindoprilat,10.0,0.28,104.5,Vero E6,CHEMBL1201368,False,False,,False,False,N,N,N,False,False,1.0,4.13
perospirone,10.0,0.05,115.0,Vero E6,CHEMBL1472975,False,False,,False,False,N,N,N,False,False,8.33,3.93
perphenazine,0.83,-0.02,109.0,Vero E6,CHEMBL567,False,False,,False,False,N,N,N,False,False,10000.0,2.67
pevonedistat,0.83,-0.4,109.5,Vero E6,CHEMBL1231160,False,False,,False,False,N,N,N,False,False,100.0,2.73
pexidartinib,10.0,0.47,77.5,Vero E6,CHEMBL3813873,True,True,,False,False,N,N,Y,False,False,10000.0,11.64
pexmetinib,0.83,0.23,105.0,Vero E6,CHEMBL3991932,False,False,,False,False,N,N,N,False,False,833.33,5.81
phenacemide,10.0,0.08,113.5,Vero E6,CHEMBL918,False,False,,False,False,N,N,N,False,False,833.33,0.89
phenacetin,10.0,-0.13,116.0,Vero E6,CHEMBL16073,False,False,,False,False,N,N,N,False,False,100.0,1.64
phenazone,10.0,-0.05,107.5,Vero E6,CHEMBL277474,False,False,,False,False,N,N,N,False,False,1.0,1.97
phenazopyridine,10.0,0.34,87.5,Vero E6,CHEMBL1242,False,False,,False,False,N,N,N,False,False,1.0,1.34
phenelzine,10.0,0.11,101.5,Vero E6,CHEMBL1089,False,False,,False,False,N,N,N,False,False,10000.0,3.0
phenformin,10.0,0.03,110.0,Vero E6,CHEMBL170988,False,False,,False,False,N,N,N,False,False,8.33,0.38
phenindamine,10.0,-0.17,112.5,Vero E6,CHEMBL278398,False,False,,False,False,N,N,N,False,False,833.33,2.57
phenindione,10.0,-0.0,106.5,Vero E6,CHEMBL711,False,False,,False,False,N,N,N,False,False,100.0,-1.06
pheniramine,10.0,-0.13,110.0,Vero E6,CHEMBL1193,False,False,,False,False,N,N,N,False,False,8.33,3.08
phenolphthalein,10.0,0.04,110.5,Vero E6,CHEMBL63857,False,False,,False,False,N,N,N,False,False,8.33,2.66
phenolsulfonphthalein,10.0,0.1,105.0,Vero E6,CHEMBL258921,False,False,,False,False,N,N,N,False,False,10000.0,3.89
phenoxybenzamine,10.0,0.15,105.5,Vero E6,CHEMBL753,False,False,,False,False,N,N,N,False,False,8.33,2.51
phenprobamate,10.0,0.04,101.5,Vero E6,CHEMBL1079576,False,False,,False,False,N,N,N,False,False,8.33,0.93
phenprocoumon,10.0,0.09,101.5,Vero E6,CHEMBL1465,False,False,,False,False,N,N,N,False,False,100.0,1.1
phensuximide,10.0,0.08,112.5,Vero E6,CHEMBL797,False,False,,False,False,N,N,N,False,False,8.33,3.13
phentermine,10.0,-0.15,117.5,Vero E6,CHEMBL1574,False,False,,False,False,N,N,N,False,False,833.33,3.73
phentolamine,10.0,-0.0,98.0,Vero E6,CHEMBL597,False,False,,False,False,N,N,N,False,False,833.33,1.86
phenyl-aminosalicylate,10.0,0.1,104.0,Vero E6,CHEMBL1200868,False,False,,False,False,N,N,N,False,False,8.33,-5.77
phenyl-salicylate,10.0,-0.03,103.0,Vero E6,CHEMBL1339216,False,False,,False,False,N,N,N,False,False,10000.0,5.08
phenylacetylglutamine,10.0,0.07,96.0,Vero E6,CHEMBL4303372,False,False,,False,False,N,N,N,False,False,833.33,-3.21
phenylbenzimidazole-sulfonic-acid,10.0,0.09,104.0,Vero E6,CHEMBL1987518,False,False,,False,False,N,N,N,False,False,833.33,4.9
phenylbutazone,10.0,0.21,97.5,Vero E6,CHEMBL101,False,False,,False,False,N,N,N,False,False,8.33,0.89
phenylbutyrate,10.0,-0.02,111.0,Vero E6,CHEMBL1469,False,False,,False,False,N,N,N,False,False,1.0,-7.85
phenylephrine,10.0,-0.01,110.5,Vero E6,CHEMBL1215,False,False,,False,False,N,N,N,False,False,8.33,1.75
phenylmethylsulfonyl-fluoride,10.0,0.19,95.0,Vero E6,CHEMBL190503,False,False,,False,False,N,N,N,False,False,100.0,2.93
phenylpiracetam,10.0,0.17,94.0,Vero E6,CHEMBL348639,False,False,,False,False,N,N,N,False,False,100.0,2.27
phenytoin,10.0,0.17,97.0,Vero E6,CHEMBL16,False,False,,False,False,N,N,N,False,False,8.33,0.49
phloretin,10.0,0.24,103.5,Vero E6,CHEMBL45068,False,False,,False,False,N,N,N,False,False,100.0,6.09
phlorizin,10.0,0.17,112.5,Vero E6,CHEMBL245067,False,False,,False,False,N,N,N,False,False,10000.0,1.43
phloroglucin,10.0,-0.08,114.0,Vero E6,CHEMBL473159,False,False,,False,False,N,N,N,False,False,1.0,3.42
phortress,10.0,-0.32,120.0,Vero E6,CHEMBL1793884,False,False,,False,False,N,N,N,False,False,100.0,-0.54
phthalylsulfacetamide,10.0,0.21,99.5,Vero E6,CHEMBL2106951,False,False,,False,False,N,N,N,False,False,833.33,0.53
phthalylsulfathiazole,10.0,0.16,101.5,Vero E6,CHEMBL1524273,False,False,,False,False,N,N,N,False,False,8.33,1.91
phytosphingosine,10.0,-0.08,108.0,Vero E6,CHEMBL236036,False,False,,False,False,N,N,N,False,False,8.33,-0.27
pibenzimol,10.0,0.0,110.5,Vero E6,CHEMBL301735,False,False,,False,False,N,N,N,False,False,10000.0,4.07
piboserod,10.0,0.13,92.5,Vero E6,CHEMBL356359,False,False,,False,False,N,N,N,False,False,8.33,1.75
picartamide,10.0,-0.02,105.5,Vero E6,CHEMBL100424,False,False,,False,False,N,N,N,False,False,10000.0,6.75
piceatannol,10.0,-0.21,112.5,Vero E6,CHEMBL69863,False,False,,False,False,N,N,N,False,False,1.0,2.41
piclamilast,10.0,0.36,107.0,Vero E6,CHEMBL42126,False,False,,False,False,N,N,N,False,False,100.0,0.16
picotamide,10.0,-0.08,115.0,Vero E6,CHEMBL1257015,False,False,,False,False,N,N,N,False,False,8.33,2.62
picrotin,10.0,0.03,111.0,Vero E6,CHEMBL478523,False,False,,False,False,N,N,N,False,False,10000.0,3.22
picrotoxinin,10.0,0.07,116.0,Vero E6,CHEMBL47244,False,False,,False,False,N,N,N,False,False,8.33,-1.67
pidotimod,10.0,-0.15,116.5,Vero E6,CHEMBL1488165,False,False,,False,False,N,N,N,False,False,833.33,2.73
pifithrin-alpha,10.0,-0.22,108.5,Vero E6,CHEMBL556353,False,False,,False,False,N,N,N,False,False,8.33,-0.83
pifithrin-cyclic,10.0,-0.12,106.5,Vero E6,CHEMBL193504,False,False,,False,False,N,N,N,False,False,100.0,1.98
pifithrin-mu,0.83,0.17,92.0,Vero E6,CHEMBL1241268,False,True,,False,False,N,Y,N,False,True,10000.0,22.54
pikamilone,10.0,0.07,100.5,Vero E6,CHEMBL4303255,False,False,,False,False,N,N,N,False,False,833.33,0.63
piketoprofen,10.0,-0.11,107.0,Vero E6,CHEMBL2106966,False,False,,False,False,N,N,N,False,False,10000.0,3.81
pilaralisib,10.0,0.04,103.0,Vero E6,CHEMBL3360203,False,False,,False,False,N,N,N,False,False,100.0,1.1
pilocarpine,10.0,-0.11,109.5,Vero E6,CHEMBL550,False,False,,False,False,N,N,N,False,False,833.33,3.49
pilsicainide,10.0,-0.22,115.0,Vero E6,CHEMBL163238,False,False,,False,False,N,N,N,False,False,833.33,6.65
pimavanserin,10.0,0.71,23.0,Vero E6,CHEMBL2111101,True,True,,False,False,Y,Y,Y,True,True,10000.0,23.99
pimethixene,10.0,0.37,85.5,Vero E6,CHEMBL152408,False,False,,False,False,N,N,N,False,False,1.0,1.38
pimobendan,10.0,0.13,94.0,Vero E6,CHEMBL24646,False,False,,False,False,N,N,N,False,False,1.0,2.75
pimonidazole,10.0,0.06,108.0,Vero E6,CHEMBL58752,False,False,,False,False,N,N,N,False,False,833.33,2.08
pimozide,10.0,0.48,66.5,Vero E6,CHEMBL1423,True,True,,False,False,N,N,Y,False,False,8.33,1.6
pinaverium,10.0,-0.14,112.5,Vero E6,CHEMBL1909324,False,False,,False,False,N,N,N,False,False,1.0,1.66
pincainide,10.0,0.01,105.5,Vero E6,CHEMBL1867802,False,False,,False,False,N,N,N,False,False,10000.0,0.04
pindolol,10.0,0.09,99.0,Vero E6,CHEMBL500,False,False,,False,False,N,N,N,False,False,8.33,1.72
pindolol,10.0,-0.12,110.0,Vero E6,CHEMBL500,False,False,,False,False,N,N,N,False,False,8.33,1.72
pinitol,10.0,-0.03,114.5,Vero E6,CHEMBL4303180,False,False,,False,False,N,N,N,False,False,10000.0,1.55
pioglitazone,10.0,0.08,109.5,Vero E6,CHEMBL595,False,False,,False,False,N,N,N,False,False,100.0,1.49
pipecuronium,10.0,0.05,105.5,Vero E6,CHEMBL1201206,False,False,,False,False,N,N,N,False,False,100.0,-0.11
pipemidic-acid,10.0,0.14,101.5,Vero E6,CHEMBL30116,False,False,,False,False,N,N,N,False,False,8.33,2.63
pipenzolate,10.0,0.15,98.0,Vero E6,CHEMBL1619528,False,False,,False,False,N,N,N,False,False,8.33,-0.02
piperacetazine,10.0,0.38,75.0,Vero E6,CHEMBL1584,False,False,,False,False,N,N,N,False,False,1.0,4.15
piperacillin,10.0,0.11,96.0,Vero E6,CHEMBL702,False,False,,False,False,N,N,N,False,False,8.33,0.86
piperazinedione,0.83,0.08,105.5,Vero E6,CHEMBL125229,False,False,,False,False,N,N,N,False,False,8.33,-0.79
piperidolate,10.0,0.17,105.5,Vero E6,CHEMBL1623992,False,False,,False,False,N,N,N,False,False,833.33,-6.63
piperine,10.0,0.03,97.5,Vero E6,CHEMBL43185,False,False,,False,False,N,N,N,False,False,10000.0,5.15
