compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
AA-29504,10.0,-0.02,108.0,Vero E6,CHEMBL4303215,False,False,,False,False,N,N,N,False,False,10000.0,2.16
ABACAVIR SULFATE,10.0,0.04,101.5,Vero E6,CHEMBL4303288,False,False,,False,False,N,N,N,False,False,833.33,0.84
ABC-294640,10.0,0.01,97.0,Vero E6,CHEMBL2158685,False,False,,False,False,N,N,N,False,False,1.0,2.05
ABT-202,10.0,0.02,102.5,Vero E6,CHEMBL5498530,False,False,,False,False,N,N,N,False,False,10000.0,3.85
ABT-239,10.0,0.44,80.5,Vero E6,CHEMBL351231,False,False,,False,False,N,N,N,False,False,10000.0,4.34
ABT-491,10.0,0.16,105.5,Vero E6,CHEMBL369225,False,False,,False,False,N,N,N,False,False,100.0,0.63
ABT-639,10.0,0.06,104.0,Vero E6,CHEMBL3590674,False,False,,False,False,N,N,N,False,False,833.33,8.06
ABT-702,10.0,0.05,107.5,Vero E6,CHEMBL66089,False,False,,False,False,N,N,N,False,False,833.33,-0.05
ABT-724,10.0,0.14,103.5,Vero E6,CHEMBL440687,False,False,,False,False,N,N,N,False,False,1.0,3.44
ABT-737,10.0,0.1,107.5,Vero E6,CHEMBL376408,False,False,,False,False,N,N,N,False,False,8.33,-0.39
ABT-751,10.0,-0.21,106.0,Vero E6,CHEMBL20684,False,False,,False,False,N,N,N,False,False,8.33,4.25
AC-186,10.0,0.09,93.0,Vero E6,CHEMBL4303689,False,False,,False,False,N,N,N,False,False,1.0,1.54
AC-261066,10.0,-0.13,108.0,Vero E6,CHEMBL198997,False,False,,False,False,N,N,N,False,False,10000.0,2.1
AC-264613,10.0,-0.16,112.0,Vero E6,CHEMBL494502,False,False,,False,False,N,N,N,False,False,100.0,1.69
AC-55541,10.0,0.03,98.5,Vero E6,CHEMBL493076,False,False,,False,False,N,N,N,False,False,10000.0,4.46
AC-55649,10.0,-0.01,96.0,Vero E6,CHEMBL425027,False,False,,False,False,N,N,N,False,False,833.33,3.77
AC-710,10.0,-0.02,101.0,Vero E6,CHEMBL2206278,False,False,,False,False,N,N,N,False,False,8.33,-0.55
AC-7954-(+/-),10.0,-0.1,106.5,Vero E6,CHEMBL192359,False,False,,False,False,N,N,N,False,False,100.0,-1.71
ACDPP,10.0,0.23,79.0,Vero E6,CHEMBL1616372,False,False,,False,False,N,N,N,False,False,8.33,4.72
ACPC,10.0,0.18,109.0,Vero E6,CHEMBL265325,False,False,,False,False,N,N,N,False,False,10000.0,1.36
ACT-132577,10.0,0.07,120.0,Vero E6,CHEMBL2165326,False,False,,False,False,N,N,N,False,False,100.0,-0.65
ACT-462206,10.0,-0.09,113.0,Vero E6,CHEMBL3597952,False,False,,False,False,N,N,N,False,False,10000.0,1.64
ACTB-1003,0.83,0.23,96.5,Vero E6,CHEMBL3991934,False,False,,False,False,N,N,N,False,False,10000.0,-0.16
ACY-1215,0.83,-0.13,106.5,Vero E6,CHEMBL2364628,False,False,,False,False,N,N,N,False,False,100.0,2.13
AD-5467,10.0,0.02,101.5,Vero E6,CHEMBL164603,False,False,,False,False,N,N,N,False,False,8.33,3.31
ADD-233089,10.0,0.02,98.5,Vero E6,CHEMBL1516308,False,False,,False,False,N,N,N,False,False,1.0,1.63
ADENOSINE TRIPHOSPHATE DISODIUM,10.0,-0.01,99.5,Vero E6,CHEMBL2106579,False,False,,False,False,N,N,N,False,False,833.33,2.57
ADL5859,10.0,0.01,121.5,Vero E6,CHEMBL494480,False,False,,False,False,N,N,N,False,False,8.33,-0.47
ADX-10059,10.0,0.22,97.5,Vero E6,CHEMBL3545036,False,False,,False,False,N,N,N,False,False,833.33,3.1
ADX-47273,10.0,0.24,93.5,Vero E6,CHEMBL381055,False,False,,False,False,N,N,N,False,False,10000.0,2.44
AEE788,10.0,-0.14,124.5,Vero E6,CHEMBL587723,False,False,,False,False,N,N,N,False,False,1.0,1.55
AEG3482,10.0,0.29,97.5,Vero E6,CHEMBL19231,False,False,,False,False,N,N,N,False,False,1.0,8.11
AF38469,10.0,-0.21,109.0,Vero E6,CHEMBL3098745,False,False,,False,False,N,N,N,False,False,10000.0,2.54
AFN-1252,10.0,0.18,94.0,Vero E6,CHEMBL1652621,False,False,,False,False,N,N,N,False,False,100.0,1.59
AG-1024,10.0,0.14,107.5,Vero E6,CHEMBL2218926,False,False,,False,False,N,N,N,False,False,10000.0,4.93
AG-14361,10.0,0.09,97.5,Vero E6,CHEMBL65892,False,False,,False,False,N,N,N,False,False,10000.0,6.38
AG-490,10.0,0.21,98.0,Vero E6,CHEMBL56543,False,False,,False,False,N,N,N,False,False,100.0,7.47
AG-555,0.83,-0.07,119.0,Vero E6,CHEMBL53898,False,False,,False,False,N,N,N,False,False,10000.0,0.75
AG-556,0.83,0.17,89.5,Vero E6,CHEMBL440298,False,False,,False,False,N,N,N,False,False,100.0,1.91
AGI-5198,10.0,0.18,107.5,Vero E6,CHEMBL2180727,False,False,,False,False,N,N,N,False,False,833.33,1.79
AGI-6780,10.0,0.2,101.5,Vero E6,CHEMBL3392845,False,False,,False,False,N,N,N,False,False,10000.0,0.46
AGN-192403,10.0,0.11,82.0,Vero E6,CHEMBL430112,False,False,,False,False,N,N,N,False,False,833.33,6.62
AGN-194310,10.0,-0.01,111.0,Vero E6,CHEMBL4303670,False,False,,False,False,N,N,N,False,False,10000.0,3.68
AGN-195183,10.0,-0.14,110.5,Vero E6,CHEMBL107430,False,False,,False,False,N,N,N,False,False,10000.0,3.26
AGP-103,10.0,0.06,108.0,Vero E6,CHEMBL1173474,False,False,,False,False,N,N,N,False,False,1.0,2.81
AH-7614,10.0,0.17,95.5,Vero E6,CHEMBL3311302,False,False,,False,False,N,N,N,False,False,8.33,-2.13
AH11110,10.0,0.08,104.5,Vero E6,CHEMBL1356346,False,False,,False,False,N,N,N,False,False,100.0,0.04
AH6809,10.0,0.1,100.5,Vero E6,CHEMBL1317823,False,False,,False,False,N,N,N,False,False,10000.0,-1.0
AI-10-49,10.0,-0.25,116.5,Vero E6,CHEMBL4303677,False,False,,False,False,N,N,N,False,False,833.33,3.47
AIM-100,10.0,0.0,105.5,Vero E6,CHEMBL247070,False,False,,False,False,N,N,N,False,False,10000.0,1.78
AJ76-(+),10.0,0.05,100.5,Vero E6,CHEMBL27441,False,False,,False,False,N,N,N,False,False,100.0,-0.05
AK-7,10.0,0.06,107.0,Vero E6,CHEMBL3222141,False,False,,False,False,N,N,N,False,False,8.33,1.59
AL-8697,10.0,-0.2,107.5,Vero E6,CHEMBL2087742,False,False,,False,False,N,N,N,False,False,833.33,0.89
ALS-8112,10.0,-0.01,103.5,Vero E6,CHEMBL3417243,False,False,,False,False,N,N,N,False,False,1.0,3.35
ALX-5407,10.0,0.04,108.5,Vero E6,CHEMBL180966,False,False,,False,False,N,N,N,False,False,8.33,1.55
AM-1241,10.0,0.61,72.5,Vero E6,CHEMBL408430,True,True,71.0,True,False,N,N,Y,False,False,10000.0,4.92
AM-24,10.0,-0.08,112.0,Vero E6,CHEMBL81721,False,False,,False,False,N,N,N,False,False,8.33,0.4
AM-251,10.0,0.25,93.0,Vero E6,CHEMBL285932,False,False,,False,False,N,N,N,False,False,100.0,3.18
AM-281,10.0,0.11,87.5,Vero E6,CHEMBL476833,False,False,,False,False,N,N,N,False,False,8.33,1.48
AM-404,10.0,0.01,106.0,Vero E6,CHEMBL39878,False,False,,False,False,N,N,N,False,False,100.0,3.11
AM-580,10.0,-0.33,112.0,Vero E6,CHEMBL69367,False,False,,False,False,N,N,N,False,False,10000.0,3.21
AM-630,10.0,0.12,102.0,Vero E6,CHEMBL181633,False,False,,False,False,N,N,N,False,False,10000.0,2.05
AM095,0.83,0.15,111.5,Vero E6,CHEMBL2182052,False,False,,False,False,N,N,N,False,False,1.0,0.92
AM679,10.0,-0.1,111.5,Vero E6,CHEMBL595092,False,False,,False,False,N,N,N,False,False,8.33,1.81
AMD-3465,10.0,0.13,100.5,Vero E6,CHEMBL477121,False,False,,False,False,N,N,N,False,False,100.0,3.41
AMD11070,10.0,0.04,102.5,Vero E6,CHEMBL518924,False,False,,False,False,N,N,N,False,False,100.0,0.37
AMG-208,10.0,0.03,109.5,Vero E6,CHEMBL496102,False,False,,False,False,N,N,N,False,False,10000.0,1.81
AMG-232,10.0,-0.12,114.0,Vero E6,CHEMBL3125702,False,False,,False,False,N,N,N,False,False,833.33,4.65
AMG-337,10.0,0.08,105.0,Vero E6,CHEMBL3785909,False,False,,False,False,N,N,N,False,False,100.0,0.19
AMG-487-(+/-),10.0,0.18,91.5,Vero E6,CHEMBL397983,False,False,,False,False,N,N,N,False,False,100.0,3.44
AMG-487-(+/-),10.0,0.14,106.0,Vero E6,CHEMBL397983,False,False,,False,False,N,N,N,False,False,100.0,3.44
AMG-517,10.0,0.16,108.5,Vero E6,CHEMBL229430,False,False,,False,False,N,N,N,False,False,833.33,2.31
AMG-548,10.0,0.65,35.0,Vero E6,CHEMBL585902,True,True,,False,False,Y,Y,Y,True,True,10000.0,32.89
AMG-837,10.0,0.08,108.5,Vero E6,CHEMBL1829173,False,False,,False,False,N,N,N,False,False,10000.0,4.27
AMG-925,10.0,0.0,110.0,Vero E6,CHEMBL3237719,False,False,,False,False,N,N,N,False,False,8.33,-0.1
AMG-9810,10.0,-0.07,109.5,Vero E6,CHEMBL195789,False,False,,False,False,N,N,N,False,False,100.0,1.24
AMG-PERK-44,10.0,0.06,76.0,Vero E6,CHEMBL3407862,False,True,,False,False,N,Y,N,False,True,10000.0,43.44
AMG319,10.0,0.06,109.0,Vero E6,CHEMBL4303596,False,False,,False,False,N,N,N,False,False,100.0,11.01
AMG319,10.0,-0.09,118.5,Vero E6,CHEMBL4303596,False,False,,False,False,N,N,N,False,False,100.0,11.01
AMG458,10.0,0.32,98.0,Vero E6,CHEMBL460472,False,False,,False,False,N,N,N,False,False,1.0,2.46
AMG900,0.83,0.2,19.5,Vero E6,CHEMBL2140408,False,True,,False,False,Y,N,N,True,False,1.0,-1.03
AMI-1,10.0,0.02,101.5,Vero E6,CHEMBL3109656,False,False,,False,False,N,N,N,False,False,100.0,2.19
AMN-082,10.0,0.14,101.0,Vero E6,CHEMBL1387826,False,False,,False,False,N,N,N,False,False,100.0,3.81
AMPA-(RS),10.0,0.03,109.5,Vero E6,CHEMBL14815,False,False,,False,False,N,N,N,False,False,100.0,4.04
AMPA-(RS),10.0,0.04,99.5,Vero E6,CHEMBL14815,False,False,,False,False,N,N,N,False,False,100.0,4.04
AMZ30,10.0,-0.18,109.0,Vero E6,CHEMBL1550905,False,False,,False,False,N,N,N,False,False,8.33,-0.34
AN2718,10.0,-0.1,106.5,Vero E6,CHEMBL211538,False,False,,False,False,N,N,N,False,False,100.0,2.68
ANA-12,10.0,0.02,99.5,Vero E6,CHEMBL4303548,False,False,,False,False,N,N,N,False,False,10000.0,-0.14
ANR-94,10.0,0.24,88.0,Vero E6,CHEMBL4303273,False,False,,False,False,N,N,N,False,False,8.33,2.22
AP-18,10.0,0.11,97.5,Vero E6,CHEMBL593902,False,False,,False,False,N,N,N,False,False,100.0,3.91
AP26113,0.83,-0.07,120.0,Vero E6,CHEMBL3397300,False,False,,False,False,N,N,N,False,False,8.33,0.01
APC-100,10.0,-0.08,115.5,Vero E6,CHEMBL37676,False,False,,False,False,N,N,N,False,False,833.33,4.37
APD597,10.0,-0.01,100.5,Vero E6,CHEMBL1951032,False,False,,False,False,N,N,N,False,False,8.33,0.8
APD668,10.0,0.08,98.0,Vero E6,CHEMBL1775179,False,False,,False,False,N,N,N,False,False,100.0,2.78
API-001,10.0,0.05,99.5,Vero E6,CHEMBL2170062,False,False,,False,False,N,N,N,False,False,10000.0,1.91
API-1,0.83,-0.04,105.5,Vero E6,CHEMBL4303566,False,False,,False,False,N,N,N,False,False,1.0,7.05
APR-246,10.0,0.21,80.5,Vero E6,CHEMBL3186011,False,False,,False,False,N,N,N,False,False,10000.0,4.84
APTO-253,10.0,0.21,102.5,Vero E6,CHEMBL4297261,False,False,,False,False,N,N,N,False,False,10000.0,2.7
APY-29,0.83,-0.28,110.0,Vero E6,CHEMBL1231018,False,False,,False,False,N,N,N,False,False,10000.0,5.62
APY0201,10.0,0.26,50.5,Vero E6,CHEMBL4303292,False,True,,False,False,Y,Y,N,True,True,100.0,27.32
APcK-110,10.0,0.1,105.5,Vero E6,CHEMBL4303655,False,False,,False,False,N,N,N,False,False,1.0,12.02
AQ-RA741,10.0,0.07,108.0,Vero E6,CHEMBL43383,False,False,,False,False,N,N,N,False,False,8.33,0.18
AR-12,0.83,-0.09,99.5,Vero E6,CHEMBL1650595,False,False,,False,False,N,N,N,False,False,8.33,2.22
AR-42,10.0,0.06,103.5,Vero E6,CHEMBL191482,False,False,,False,False,N,N,N,False,False,1.0,3.84
AR-A014418,10.0,-0.14,106.5,Vero E6,CHEMBL259850,False,False,,False,False,N,N,N,False,False,8.33,2.48
AR-C155858,10.0,0.07,106.0,Vero E6,CHEMBL375166,False,False,,False,False,N,N,N,False,False,8.33,3.88
ARC-239,10.0,0.21,100.0,Vero E6,CHEMBL362051,False,False,,False,False,N,N,N,False,False,100.0,2.69
ARQ-092,10.0,0.7,29.5,Vero E6,CHEMBL4297188,True,True,,False,False,Y,N,Y,True,False,10000.0,11.99
ARQ-621,0.83,-0.02,112.5,Vero E6,CHEMBL4303449,False,False,,False,False,N,N,N,False,False,833.33,1.38
ARRY-334543,10.0,-0.16,97.0,Vero E6,CHEMBL2103842,False,False,,False,False,N,N,N,False,False,1.0,2.68
ARTENIMOL,10.0,0.23,84.0,Vero E6,CHEMBL307261,False,False,,False,False,N,N,N,False,False,833.33,1.43
ARV-825,10.0,-0.07,100.5,Vero E6,CHEMBL4226052,False,False,,False,False,N,N,N,False,False,833.33,1.39
AS-1269574,10.0,0.27,101.0,Vero E6,CHEMBL1956589,False,False,,False,False,N,N,N,False,False,1.0,1.81
AS-1892802,0.83,0.49,94.0,Vero E6,CHEMBL2023158,True,True,,False,False,N,N,Y,False,False,8.33,2.37
AS-1949490,10.0,0.08,94.5,Vero E6,CHEMBL2337806,False,False,,False,False,N,N,N,False,False,10000.0,-0.53
AS-2034178,10.0,-0.01,109.5,Vero E6,CHEMBL4303234,False,False,,False,False,N,N,N,False,False,8.33,4.34
AS-2444697,10.0,-0.17,117.5,Vero E6,CHEMBL3546136,False,False,,False,False,N,N,N,False,False,100.0,-0.57
AS-252424,10.0,0.15,108.0,Vero E6,CHEMBL379156,False,False,,False,False,N,N,N,False,False,100.0,-0.46
AS-604850,10.0,-0.1,105.5,Vero E6,CHEMBL1231533,False,False,,False,False,N,N,N,False,False,1.0,2.29
AS-703026,0.83,-0.14,113.5,Vero E6,CHEMBL2107832,False,False,,False,False,N,N,N,False,False,1.0,-1.62
AS-77,10.0,0.2,98.5,Vero E6,CHEMBL444449,False,False,,False,False,N,N,N,False,False,10000.0,5.41
ASA-404,10.0,-0.09,114.0,Vero E6,CHEMBL71263,False,False,,False,False,N,N,N,False,False,1.0,4.48
ASC-J9,10.0,0.33,80.5,Vero E6,CHEMBL128748,False,True,,False,False,N,Y,N,False,True,10000.0,19.73
ASCORBIC ACID,10.0,0.1,111.0,Vero E6,CHEMBL196,False,False,,False,False,N,N,N,False,False,8.33,-0.03
ASP-2535,10.0,-0.1,103.0,Vero E6,CHEMBL4303475,False,False,,False,False,N,N,N,False,False,833.33,0.55
ASP3026,0.83,-0.03,71.0,Vero E6,CHEMBL3545360,False,False,,False,False,N,N,N,False,False,833.33,2.18
AST-1306,10.0,-0.05,101.5,Vero E6,CHEMBL1947204,False,False,,False,False,N,N,N,False,False,8.33,1.55
AT-1015,10.0,0.01,100.0,Vero E6,CHEMBL4303347,False,False,,False,False,N,N,N,False,False,10000.0,1.23
AT-7519,10.0,-0.28,109.0,Vero E6,CHEMBL445813,False,False,,False,False,N,N,N,False,False,10000.0,2.5
AT-9283,0.83,0.03,118.5,Vero E6,CHEMBL495727,False,False,,False,False,N,N,N,False,False,833.33,0.87
AT13148,10.0,0.17,108.5,Vero E6,CHEMBL3544960,False,False,,False,False,N,N,N,False,False,8.33,1.0
AT13387,10.0,0.19,118.0,Vero E6,CHEMBL1214827,False,False,,False,False,N,N,N,False,False,10000.0,0.31
AT7867,0.83,0.29,112.5,Vero E6,CHEMBL428462,False,False,,False,False,N,N,N,False,False,100.0,1.96
ATB-346,10.0,0.12,97.0,Vero E6,CHEMBL4211107,False,False,,False,False,N,N,N,False,False,10000.0,4.55
ATN-161,10.0,0.1,93.0,Vero E6,CHEMBL4297456,False,False,,False,False,N,N,N,False,False,10000.0,3.86
ATPA,10.0,0.1,106.0,Vero E6,CHEMBL113180,False,False,,False,False,N,N,N,False,False,10000.0,2.14
ATROPINE SULFATE,10.0,-0.21,105.5,Vero E6,CHEMBL3185794,False,False,,False,False,N,N,N,False,False,100.0,1.96
AV-608,10.0,0.19,81.5,Vero E6,CHEMBL1765508,False,False,,False,False,N,N,N,False,False,833.33,2.87
AVE-0991,10.0,0.16,97.0,Vero E6,CHEMBL4303593,False,False,,False,False,N,N,N,False,False,100.0,2.26
AVL-292,0.83,-0.02,116.0,Vero E6,CHEMBL3301625,False,False,,False,False,N,N,N,False,False,8.33,2.81
AVN-944,10.0,-0.0,97.0,Vero E6,CHEMBL3349001,False,False,,False,False,N,N,N,False,False,10000.0,13.17
AY-9944,10.0,0.52,49.0,Vero E6,CHEMBL3775982,True,True,,False,False,Y,Y,Y,True,True,10000.0,16.37
AZ-10417808,10.0,-0.14,108.5,Vero E6,CHEMBL586058,False,False,,False,False,N,N,N,False,False,833.33,9.51
AZ-10606120,10.0,-0.13,115.5,Vero E6,CHEMBL562308,False,False,,False,False,N,N,N,False,False,8.33,8.07
AZ-12080282,10.0,0.06,97.0,Vero E6,CHEMBL2059865,False,False,,False,False,N,N,N,False,False,8.33,-0.95
AZ-628,0.83,-0.06,93.5,Vero E6,CHEMBL2144069,False,False,,False,False,N,N,N,False,False,8.33,2.77
AZ191,0.83,0.38,100.5,Vero E6,CHEMBL3421968,False,True,21.0,True,False,N,Y,N,False,True,10000.0,40.71
AZ20,0.83,0.12,105.5,Vero E6,CHEMBL2325697,False,False,,False,False,N,N,N,False,False,1.0,1.08
AZ3146,0.83,0.13,98.0,Vero E6,CHEMBL2140523,False,False,,False,False,N,N,N,False,False,10000.0,11.09
AZ505,10.0,-0.23,100.0,Vero E6,CHEMBL2169920,False,False,,False,False,N,N,N,False,False,833.33,-1.32
AZ5104,0.83,-0.25,112.5,Vero E6,CHEMBL3353411,False,False,,False,False,N,N,N,False,False,1.0,-3.07
AZ960,10.0,-0.05,110.0,Vero E6,CHEMBL1774055,False,False,,False,False,N,N,N,False,False,8.33,0.82
AZD1080,10.0,-0.24,100.0,Vero E6,CHEMBL1969664,False,False,,False,False,N,N,N,False,False,10000.0,11.44
AZD1208,10.0,-0.08,109.5,Vero E6,CHEMBL2048872,False,False,,False,False,N,N,N,False,False,1.0,3.5
AZD1283,10.0,0.13,108.0,Vero E6,CHEMBL2419490,False,False,,False,False,N,N,N,False,False,1.0,3.08
AZD1446,10.0,0.19,105.0,Vero E6,CHEMBL2179529,False,False,,False,False,N,N,N,False,False,100.0,2.2
AZD1480,10.0,0.05,108.5,Vero E6,CHEMBL1231124,False,False,,False,False,N,N,N,False,False,833.33,0.25
AZD1981,10.0,0.19,97.0,Vero E6,CHEMBL1914489,False,False,,False,False,N,N,N,False,False,833.33,-0.59
AZD2014,10.0,-0.22,108.5,Vero E6,CHEMBL2336325,False,False,,False,False,N,N,N,False,False,1.0,0.89
AZD2461,10.0,0.12,103.0,Vero E6,CHEMBL4098253,False,False,,False,False,N,N,N,False,False,8.33,7.33
AZD2858,0.83,0.22,99.0,Vero E6,CHEMBL2177161,False,True,,False,False,N,Y,N,False,True,10000.0,36.04
AZD3264,10.0,0.03,104.0,Vero E6,CHEMBL4303437,False,False,,False,False,N,N,N,False,False,100.0,2.46
AZD3463,0.83,0.21,102.5,Vero E6,CHEMBL4203266,False,False,,False,False,N,N,N,False,False,8.33,0.49
AZD3514,0.83,0.02,98.5,Vero E6,CHEMBL2346976,False,False,,False,False,N,N,N,False,False,10000.0,1.88
AZD3759,10.0,-0.18,113.5,Vero E6,CHEMBL3623290,False,False,,False,False,N,N,N,False,False,8.33,2.48
AZD3839,10.0,0.16,92.5,Vero E6,CHEMBL2177913,False,False,,False,False,N,N,N,False,False,1.0,0.77
AZD3965,10.0,0.04,101.0,Vero E6,CHEMBL3335793,False,False,,False,False,N,N,N,False,False,10000.0,2.23
AZD3988,10.0,0.11,91.0,Vero E6,CHEMBL2036730,False,False,,False,False,N,N,N,False,False,100.0,0.13
AZD4282,10.0,0.15,103.5,Vero E6,CHEMBL773,False,False,,False,False,N,N,N,False,False,1.0,1.39
AZD4547,10.0,0.37,79.5,Vero E6,CHEMBL3348846,False,False,,False,False,N,N,N,False,False,8.33,1.81
AZD5363,10.0,0.22,120.5,Vero E6,CHEMBL2325741,False,False,,False,False,N,N,N,False,False,833.33,1.15
AZD5438,0.83,-0.17,99.5,Vero E6,CHEMBL488436,False,False,,False,False,N,N,N,False,False,833.33,6.02
AZD5582,10.0,-0.16,112.5,Vero E6,CHEMBL3108827,False,False,,False,False,N,N,N,False,False,8.33,4.06
AZD6482,10.0,-0.07,105.0,Vero E6,CHEMBL2165191,False,False,,False,False,N,N,N,False,False,1.0,-0.68
AZD6738,0.83,0.02,90.0,Vero E6,CHEMBL3648328,False,False,,False,False,N,N,N,False,False,10000.0,1.76
AZD7545,10.0,0.28,104.5,Vero E6,CHEMBL1231132,False,False,,False,False,N,N,N,False,False,833.33,0.59
AZD7687,10.0,0.13,89.5,Vero E6,CHEMBL2178944,False,False,,False,False,N,N,N,False,False,1.0,5.02
AZD7762,0.83,0.11,106.0,Vero E6,CHEMBL2041933,False,False,,False,False,N,N,N,False,False,8.33,0.53
AZD8055,0.83,-0.07,105.0,Vero E6,CHEMBL1801204,False,False,,False,False,N,N,N,False,False,1.0,-1.08
AZD8186,10.0,-0.22,122.0,Vero E6,CHEMBL3408248,False,False,,False,False,N,N,N,False,False,833.33,1.19
AZD8330,10.0,-0.1,107.0,Vero E6,CHEMBL3182621,False,False,,False,False,N,N,N,False,False,1.0,-2.17
AZD8835,0.83,0.2,94.0,Vero E6,CHEMBL3894518,False,False,,False,False,N,N,N,False,False,100.0,1.87
AZD8931,0.83,-0.19,107.0,Vero E6,CHEMBL2408045,False,False,,False,False,N,N,N,False,False,8.33,0.66
AZD9272,10.0,0.14,89.0,Vero E6,CHEMBL2164551,False,False,,False,False,N,N,N,False,False,10000.0,2.97
AZD9496,10.0,-0.07,105.0,Vero E6,CHEMBL3623004,False,False,,False,False,N,N,N,False,False,8.33,1.08
AZD9668,10.0,0.1,106.0,Vero E6,CHEMBL3617964,False,False,,False,False,N,N,N,False,False,100.0,-0.79
AZM-475271,10.0,-0.11,114.0,Vero E6,CHEMBL426161,False,False,,False,False,N,N,N,False,False,8.33,-0.25
Abiraterone (CB-7598),10.0,-0.03,115.0,Vero E6,CHEMBL254328,False,False,,False,False,N,N,N,False,False,8.33,5.09
BAG-956,10.0,0.11,109.0,Vero E6,CHEMBL2134545,False,False,,False,False,N,N,N,False,False,8.33,8.23
BAM7,10.0,0.05,91.5,Vero E6,CHEMBL3187660,False,False,,False,False,N,N,N,False,False,10000.0,2.33
BAN-ORL-24,10.0,0.51,63.5,Vero E6,CHEMBL201945,True,True,,False,False,N,N,Y,False,False,10000.0,0.56
BAX-channel-blocker,0.83,0.12,104.5,Vero E6,CHEMBL1402326,False,False,,False,False,N,N,N,False,False,1.0,10.2
BAY-11-7082,0.83,0.17,112.5,Vero E6,CHEMBL403183,False,True,,False,False,N,Y,N,False,True,10000.0,18.79
BAY-11-7085,0.83,0.17,89.5,Vero E6,CHEMBL270299,False,False,,False,False,N,N,N,False,False,833.33,5.32
BAY-41-2272,0.83,-0.06,102.0,Vero E6,CHEMBL353759,False,False,,False,False,N,N,N,False,False,8.33,2.15
BAY-60-6583,10.0,-0.03,107.5,Vero E6,CHEMBL4202825,False,False,,False,False,N,N,N,False,False,10000.0,12.12
BAY-60-7550,10.0,0.15,100.0,Vero E6,CHEMBL370962,False,False,,False,False,N,N,N,False,False,10000.0,4.77
BAY-61-3606,0.83,0.46,27.0,Vero E6,CHEMBL541400,False,True,,False,False,Y,N,N,True,False,8.33,-0.9
BAY-85-8050,10.0,0.03,110.0,Vero E6,CHEMBL1650467,False,False,,False,False,N,N,N,False,False,100.0,2.09
BAY-87-2243,10.0,0.08,98.5,Vero E6,CHEMBL4303384,False,False,,False,False,N,N,N,False,False,833.33,0.7
BAY-K-8644-(+/-),10.0,0.19,93.5,Vero E6,CHEMBL513599,False,False,,False,False,N,N,N,False,False,10000.0,5.16
BAY-K-8644-(+/-),10.0,-0.09,90.0,Vero E6,CHEMBL513599,False,False,,False,False,N,N,N,False,False,10000.0,5.16
BAY-W-9798,10.0,-0.13,113.5,Vero E6,CHEMBL4303598,False,False,,False,False,N,N,N,False,False,10000.0,8.02
BAZ2-ICR,10.0,0.03,97.0,Vero E6,CHEMBL4296718,False,False,,False,False,N,N,N,False,False,8.33,2.79
BC-11,10.0,0.09,109.0,Vero E6,CHEMBL4303420,False,False,,False,False,N,N,N,False,False,10000.0,6.1
BCI-540,10.0,0.06,103.0,Vero E6,CHEMBL37935,False,False,,False,False,N,N,N,False,False,1.0,0.92
BCTC,10.0,0.33,58.5,Vero E6,CHEMBL441472,False,True,58.0,True,False,Y,N,N,True,False,8.33,0.45
BCX-1470,10.0,0.58,76.0,Vero E6,CHEMBL2220483,True,True,70.0,True,False,N,N,Y,False,False,10000.0,4.87
BD-1008,10.0,0.36,74.5,Vero E6,CHEMBL20377,False,False,,False,False,N,N,N,False,False,833.33,3.84
BD-1047,10.0,0.21,82.5,Vero E6,CHEMBL143360,False,False,,False,False,N,N,N,False,False,100.0,1.41
BD-1063,10.0,0.16,94.0,Vero E6,CHEMBL73824,False,False,,False,False,N,N,N,False,False,8.33,3.18
BE-2254,10.0,0.01,106.5,Vero E6,CHEMBL1515808,False,False,,False,False,N,N,N,False,False,1.0,0.05
BET-BAY-002,0.83,-0.11,108.5,Vero E6,CHEMBL3785668,False,False,,False,False,N,N,N,False,False,100.0,2.65
"BETAMETHASONE 17,21-DIPROPIONATE",10.0,0.14,103.5,Vero E6,CHEMBL1200384,False,False,,False,False,N,N,N,False,False,8.33,0.98
BETAMETHASONE VALERATE,10.0,-0.06,111.5,Vero E6,CHEMBL1497,False,False,,False,False,N,N,N,False,False,8.33,-2.7
BETP,10.0,0.64,33.5,Vero E6,CHEMBL4303527,True,True,,False,False,Y,N,Y,True,False,10000.0,9.98
BGT226,0.83,0.12,104.5,Vero E6,CHEMBL3545096,False,False,,False,False,N,N,N,False,False,8.33,2.5
BHQ,10.0,-0.18,106.0,Vero E6,CHEMBL480626,False,True,,False,False,N,Y,N,False,True,10000.0,17.03
BI-224436,10.0,0.02,104.0,Vero E6,CHEMBL3259907,False,False,,False,False,N,N,N,False,False,1.0,-1.93
BI-2536,10.0,-0.31,104.5,Vero E6,CHEMBL513909,False,False,,False,False,N,N,N,False,False,8.33,1.56
BI-78D3,0.83,0.39,76.5,Vero E6,CHEMBL508280,False,False,,False,False,N,N,N,False,False,100.0,1.8
BI-847325,0.83,-0.15,99.0,Vero E6,CHEMBL3699142,False,False,,False,False,N,N,N,False,False,1.0,0.51
