compound_name,chembl_id,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
obeticholic-acid,CHEMBL266340,False,833.33,3.68
obidoxime,CHEMBL451635,False,1.0,1.54
ochromycinone,CHEMBL256705,False,8.33,-1.61
ocinaplon,CHEMBL2105199,False,1.0,0.32
octadecan-1-ol,CHEMBL24640,False,10000.0,2.04
octenidine,CHEMBL1199480,False,8.33,2.35
octopamine,CHEMBL53929,False,10000.0,0.96
octreotide,CHEMBL1680,False,833.33,3.26
odanacatib,CHEMBL481611,False,10000.0,0.04
ofloxacin,CHEMBL4,False,10000.0,2.7
ofloxacin,CHEMBL4,False,10000.0,2.7
oglemilast,CHEMBL4297520,False,10000.0,1.89
olanzapine,CHEMBL715,False,833.33,8.51
oleamide,CHEMBL15927,False,833.33,0.76
oleandrin,CHEMBL4285883,False,1.0,-3.22
oleanolic-acid,CHEMBL168,False,100.0,0.47
oleoylethanolamide,CHEMBL280065,False,1.0,1.05
olesoxime,CHEMBL3545254,False,10000.0,3.9
oleuropein,CHEMBL1911053,False,1.0,0.9
olmesartan,CHEMBL1516,False,1.0,1.89
olmesartan-medoxomil,CHEMBL1200692,False,833.33,1.87
olmutinib,CHEMBL3786343,False,100.0,11.62
olomoucine,CHEMBL280074,False,8.33,1.88
olprinone,CHEMBL1474900,False,8.33,1.36
olsalazine,CHEMBL425,False,833.33,2.78
oltipraz,CHEMBL178459,False,833.33,5.97
olvanil,CHEMBL76903,False,100.0,4.43
omadacycline,CHEMBL1689772,False,100.0,1.58
omarigliptin,CHEMBL2105762,False,833.33,1.96
ombitasvir,CHEMBL3127326,False,8.33,-0.6
omecamtiv-mecarbil,CHEMBL1800955,False,10000.0,3.03
omeprazole,CHEMBL1503,False,833.33,3.07
omeprazole-magnesium,CHEMBL1567328,False,10000.0,6.97
omeprazole-sulfide,CHEMBL892,False,10000.0,-13.67
oncrasin-1,CHEMBL1775048,False,100.0,2.77
ondansetron,CHEMBL46,False,10000.0,3.44
opicapone,CHEMBL1089318,False,1.0,2.55
opipramol,CHEMBL370753,False,1.0,2.92
oprozomib,CHEMBL2103884,True,100.0,38.6
orantinib,CHEMBL274654,False,8.33,2.48
orbifloxacin,CHEMBL295433,False,8.33,-2.82
oritavancin,CHEMBL1688530,False,8.33,3.58
orlistat,CHEMBL175247,False,8.33,3.04
ornidazole,CHEMBL1449676,False,10000.0,1.51
ornithine,CHEMBL446143,False,10000.0,2.35
orotic-acid,CHEMBL1235017,False,8.33,1.49
orphanin-fq,CHEMBL396460,False,1.0,1.63
orphenadrine,CHEMBL900,False,833.33,1.65
orteronel,CHEMBL1921976,False,100.0,4.35
oseltamivir-carboxylate,CHEMBL674,False,833.33,1.32
oseltamivir-phosphate,CHEMBL1229,False,10000.0,0.67
osemozotan,CHEMBL1742408,False,100.0,3.35
osimertinib,CHEMBL3353410,False,1.0,1.08
ospemifene,CHEMBL2105395,False,10000.0,8.11
ostarine,CHEMBL1738889,False,10000.0,1.37
osthol,CHEMBL52229,False,8.33,6.22
otamixaban,CHEMBL46618,False,833.33,-0.51
otenzepad,CHEMBL17045,False,833.33,5.55
otilonium,CHEMBL1433361,False,1.0,2.76
oxacillin,CHEMBL819,False,833.33,3.32
oxacyclohexadecan-2-one,CHEMBL3560504,False,833.33,1.81
oxaliplatin,CHEMBL414804,False,100.0,10.32
oxaprozin,CHEMBL1071,False,10000.0,0.84
oxatomide,CHEMBL13828,False,8.33,2.61
oxcarbazepine,CHEMBL1068,False,10000.0,4.57
oxelaidin,CHEMBL1500276,False,100.0,0.38
oxethazaine,CHEMBL127592,False,100.0,0.87
oxfendazole,CHEMBL42442,False,100.0,6.94
oxfenicine,CHEMBL1232077,False,8.33,3.82
oxibendazole,CHEMBL1087630,False,10000.0,-0.04
oxiconazole,CHEMBL1262,False,100.0,1.05
oxidopamine,CHEMBL337702,False,8.33,0.45
oxiperomide,CHEMBL2059304,False,10000.0,2.21
oxiracetam,CHEMBL36633,False,833.33,4.22
oxolinic-acid,CHEMBL416755,False,8.33,0.26
oxonic-acid,CHEMBL181932,False,100.0,1.25
oxotremorine-M,CHEMBL44674,False,100.0,2.23
oxotremorine-sesquifumarate,CHEMBL7634,False,100.0,4.01
oxprenolol,CHEMBL546,False,1.0,1.58
oxybenzone,CHEMBL1625,False,8.33,2.31
oxybuprocaine,CHEMBL1200,False,100.0,5.2
oxybutynin,CHEMBL1231,False,10000.0,8.9
oxyclozanide,CHEMBL2105450,False,100.0,0.71
oxyfedrine,CHEMBL1651913,False,10000.0,1.77
oxymatrine,CHEMBL458337,False,1.0,2.76
oxymetazoline,CHEMBL762,False,100.0,1.85
oxyphenbutazone,CHEMBL1228,False,10000.0,10.95
oxyphencyclimine,CHEMBL1495,False,833.33,2.86
oxyphenonium,CHEMBL1201286,False,833.33,0.58
oxypurinol,CHEMBL859,False,10000.0,1.11
oxyquinoline,CHEMBL310555,False,833.33,2.84
oxytetracycline,CHEMBL1401333,False,1.0,-0.32
oxytocin,CHEMBL395429,False,1.0,5.14
ozagrel,CHEMBL11662,False,8.33,3.28
ozanimod,CHEMBL3707247,True,10000.0,59.17
ozolinone,CHEMBL3989840,False,100.0,4.18
paclitaxel,CHEMBL428647,False,8.33,-0.27
pacritinib,CHEMBL2035187,False,100.0,0.95
paeoniflorin,CHEMBL4303209,False,833.33,0.8
paeonol,CHEMBL1079227,False,100.0,2.76
pafuramidine,CHEMBL319669,False,10000.0,2.7
palbociclib,CHEMBL189963,False,10000.0,5.01
palifosfamide,CHEMBL889,False,100.0,3.57
paliperidone,CHEMBL1621,False,1.0,-1.5
palmatine-chloride,CHEMBL206106,False,10000.0,2.04
palmitoylcarnitine,CHEMBL301722,False,8.33,0.65
palomid-529,CHEMBL2141712,False,10000.0,1.22
palonosetron,CHEMBL1189679,False,833.33,-0.13
palosuran,CHEMBL567303,False,833.33,2.2
palovarotene,CHEMBL2105648,False,1.0,3.77
pamabrom,CHEMBL2104825,False,833.33,1.95
pamidronate,CHEMBL834,False,8.33,2.17
pancuronium,CHEMBL185073,False,100.0,-0.15
panobinostat,CHEMBL483254,False,8.33,-0.99
pantoprazole,CHEMBL1502,False,10000.0,0.79
pantothenic-acid,CHEMBL1594,False,10000.0,2.81
papaverine,CHEMBL19224,False,8.33,0.26
para-toluenesulfonamide,CHEMBL574,False,1.0,3.73
paracetamol,CHEMBL112,False,8.33,1.77
parachlorophenol,CHEMBL57053,False,833.33,2.25
paraxanthine,CHEMBL1158,False,833.33,2.99
parbendazole,CHEMBL528271,False,8.33,0.63
pardoprunox,CHEMBL2103832,False,100.0,3.14
parecoxib,CHEMBL1206690,False,100.0,1.66
parethoxycaine,CHEMBL421669,False,1.0,0.82
pargyline,CHEMBL673,False,10000.0,2.9
paricalcitol,CHEMBL1200622,False,8.33,3.37
paritaprevir,CHEMBL3391662,False,10000.0,1.71
paroxetine,CHEMBL490,False,833.33,-1.89
parthenolide-(alternate-stereo),CHEMBL465158,True,10000.0,27.39
parthenolide-(alternate-stereo),CHEMBL465158,True,10000.0,27.39
parthenolide-(alternate-stereo),CHEMBL465158,True,10000.0,27.39
pasireotide,CHEMBL3349607,False,833.33,-4.91
pazufloxacin,CHEMBL240163,False,100.0,2.15
pefloxacin,CHEMBL267648,False,100.0,2.84
pelanserin,CHEMBL2110706,False,8.33,1.75
pelitinib,CHEMBL607707,False,10000.0,2.95
pemetrexed,CHEMBL225072,False,100.0,1.39
pemirolast,CHEMBL1201198,False,833.33,3.15
pempidine,CHEMBL1617409,False,8.33,-0.7
penciclovir,CHEMBL1540,False,833.33,0.81
penfluridol,CHEMBL47050,True,10000.0,33.87
penicillamine-(racemic),CHEMBL1430,False,1.0,2.12
penicillamine-(racemic),CHEMBL1430,False,1.0,2.12
penicillin-v-potassium,CHEMBL615,False,8.33,1.87
pentacosanoic-acid,CHEMBL4303190,False,100.0,-0.07
pentamidine,CHEMBL55,False,10000.0,1.08
pentobarbital,CHEMBL448,False,1.0,2.05
pentolinium,CHEMBL1271,False,100.0,5.22
pentoxifylline,CHEMBL628,False,1.0,3.31
peramivir,CHEMBL139367,False,100.0,0.34
perchlozone,CHEMBL4760928,False,10000.0,3.63
peretinoin,CHEMBL4303228,False,1.0,0.75
perfluamine,CHEMBL2104877,False,8.33,-1.58
perflubron,CHEMBL1200866,False,8.33,1.61
pergolide,CHEMBL531,False,100.0,0.68
perhexiline,CHEMBL75880,True,10000.0,48.55
perifosine,CHEMBL372764,False,1.0,0.3
perillyl-alcohol,CHEMBL236687,False,100.0,2.99
perindopril,CHEMBL1581,False,8.33,1.32
perindoprilat,CHEMBL1201368,False,1.0,4.13
perospirone,CHEMBL1472975,False,8.33,3.93
perphenazine,CHEMBL567,False,10000.0,2.67
pevonedistat,CHEMBL1231160,False,100.0,2.73
pexidartinib,CHEMBL3813873,False,10000.0,11.64
pexmetinib,CHEMBL3991932,False,833.33,5.81
phenacemide,CHEMBL918,False,833.33,0.89
phenacetin,CHEMBL16073,False,100.0,1.64
phenazone,CHEMBL277474,False,1.0,1.97
phenazopyridine,CHEMBL1242,False,1.0,1.34
phenelzine,CHEMBL1089,False,10000.0,3.0
phenformin,CHEMBL170988,False,8.33,0.38
phenindamine,CHEMBL278398,False,833.33,2.57
phenindione,CHEMBL711,False,100.0,-1.06
pheniramine,CHEMBL1193,False,8.33,3.08
phenolphthalein,CHEMBL63857,False,8.33,2.66
phenolsulfonphthalein,CHEMBL258921,False,10000.0,3.89
phenoxybenzamine,CHEMBL753,False,8.33,2.51
phenprobamate,CHEMBL1079576,False,8.33,0.93
phenprocoumon,CHEMBL1465,False,100.0,1.1
phensuximide,CHEMBL797,False,8.33,3.13
phentermine,CHEMBL1574,False,833.33,3.73
phentolamine,CHEMBL597,False,833.33,1.86
phenyl-aminosalicylate,CHEMBL1200868,False,8.33,-5.77
phenyl-salicylate,CHEMBL1339216,False,10000.0,5.08
phenylacetylglutamine,CHEMBL4303372,False,833.33,-3.21
phenylbenzimidazole-sulfonic-acid,CHEMBL1987518,False,833.33,4.9
phenylbutazone,CHEMBL101,False,8.33,0.89
phenylbutyrate,CHEMBL1469,False,1.0,-7.85
phenylephrine,CHEMBL1215,False,8.33,1.75
phenylmethylsulfonyl-fluoride,CHEMBL190503,False,100.0,2.93
phenylpiracetam,CHEMBL348639,False,100.0,2.27
phenytoin,CHEMBL16,False,8.33,0.49
phloretin,CHEMBL45068,False,100.0,6.09
phlorizin,CHEMBL245067,False,10000.0,1.43
phloroglucin,CHEMBL473159,False,1.0,3.42
phortress,CHEMBL1793884,False,100.0,-0.54
phthalylsulfacetamide,CHEMBL2106951,False,833.33,0.53
phthalylsulfathiazole,CHEMBL1524273,False,8.33,1.91
phytosphingosine,CHEMBL236036,False,8.33,-0.27
pibenzimol,CHEMBL301735,False,10000.0,4.07
piboserod,CHEMBL356359,False,8.33,1.75
picartamide,CHEMBL100424,False,10000.0,6.75
piceatannol,CHEMBL69863,False,1.0,2.41
piclamilast,CHEMBL42126,False,100.0,0.16
picotamide,CHEMBL1257015,False,8.33,2.62
picrotin,CHEMBL478523,False,10000.0,3.22
picrotoxinin,CHEMBL47244,False,8.33,-1.67
pidotimod,CHEMBL1488165,False,833.33,2.73
pifithrin-alpha,CHEMBL556353,False,8.33,-0.83
pifithrin-cyclic,CHEMBL193504,False,100.0,1.98
pifithrin-mu,CHEMBL1241268,True,10000.0,22.54
pikamilone,CHEMBL4303255,False,833.33,0.63
piketoprofen,CHEMBL2106966,False,10000.0,3.81
pilaralisib,CHEMBL3360203,False,100.0,1.1
pilocarpine,CHEMBL550,False,833.33,3.49
pilsicainide,CHEMBL163238,False,833.33,6.65
pimavanserin,CHEMBL2111101,True,10000.0,23.99
pimethixene,CHEMBL152408,False,1.0,1.38
pimobendan,CHEMBL24646,False,1.0,2.75
pimonidazole,CHEMBL58752,False,833.33,2.08
pimozide,CHEMBL1423,False,8.33,1.6
pinaverium,CHEMBL1909324,False,1.0,1.66
pincainide,CHEMBL1867802,False,10000.0,0.04
pindolol,CHEMBL500,False,8.33,1.72
pindolol,CHEMBL500,False,8.33,1.72
pinitol,CHEMBL4303180,False,10000.0,1.55
pioglitazone,CHEMBL595,False,100.0,1.49
pipecuronium,CHEMBL1201206,False,100.0,-0.11
pipemidic-acid,CHEMBL30116,False,8.33,2.63
pipenzolate,CHEMBL1619528,False,8.33,-0.02
piperacetazine,CHEMBL1584,False,1.0,4.15
piperacillin,CHEMBL702,False,8.33,0.86
piperazinedione,CHEMBL125229,False,8.33,-0.79
piperidolate,CHEMBL1623992,False,833.33,-6.63
piperine,CHEMBL43185,False,10000.0,5.15
pipobroman,CHEMBL1585,False,1.0,0.26
piracetam,CHEMBL36715,False,100.0,3.28
pirarubicin,CHEMBL2354444,False,100.0,-0.19
pirenoxine,CHEMBL1372341,False,10000.0,3.17
pirenperone,CHEMBL18331,False,8.33,1.73
pirenzepine,CHEMBL9967,False,1.0,-0.09
piretanide,CHEMBL349803,False,8.33,5.18
pirfenidone,CHEMBL1256391,False,8.33,6.69
piribedil,CHEMBL1371770,True,8.33,15.43
piricapiron,CHEMBL1723412,False,10000.0,1.64
pirinixic-acid,CHEMBL295416,False,10000.0,2.81
pirlindole,CHEMBL32350,False,833.33,0.99
piroctone-olamine,CHEMBL2107154,False,8.33,3.7
pirodavir,CHEMBL298019,False,1.0,2.32
piromidic-acid,CHEMBL311350,False,8.33,1.01
piroxicam,CHEMBL1518938,False,10000.0,1.41
piroximone,CHEMBL58355,False,8.33,5.0
pitavastatin,CHEMBL1201753,False,10000.0,6.01
pitolisant,CHEMBL462605,False,1.0,1.67
pivagabine,CHEMBL1870796,False,833.33,0.86
pivampicillin,CHEMBL3182343,False,8.33,3.24
pivmecillinam,CHEMBL1525183,False,1.0,1.02
pixantrone,CHEMBL167731,False,833.33,1.22
pizotifen,CHEMBL294951,False,1.0,2.55
pleconaril,CHEMBL29609,False,1.0,2.59
plerixafor,CHEMBL18442,False,10000.0,1.12
plicamycin,CHEMBL257619,False,100.0,3.85
plinabulin,CHEMBL1096380,False,8.33,3.39
plovamer-acetate,CHEMBL925,False,10000.0,-5.19
plurisin-1,CHEMBL4303458,False,100.0,1.76
polidocanol,CHEMBL1231723,False,8.33,2.03
polydatin,CHEMBL142652,False,833.33,9.49
polythiazide,CHEMBL1587,False,100.0,3.31
pomalidomide,CHEMBL43452,False,10000.0,2.41
ponatinib,CHEMBL1171837,False,100.0,5.2
ponesimod,CHEMBL1096146,False,10000.0,-0.58
posaconazole,CHEMBL1397,False,833.33,2.23
potassium-canrenoate,CHEMBL1616951,False,833.33,3.81
potassium-iodide,CHEMBL1141,False,833.33,0.38
potassium-p-aminobenzoate,CHEMBL542,False,833.33,-0.2
poziotinib,CHEMBL3545154,False,1.0,-7.08
practolol,CHEMBL6995,False,10000.0,5.44
pralatrexate,CHEMBL1201746,False,1.0,1.9
pralidoxime,CHEMBL1420,False,1.0,1.86
pramipexole,CHEMBL301265,False,8.33,-0.27
pramiracetam,CHEMBL159776,False,833.33,3.04
pramoxine,CHEMBL1198,False,10000.0,0.79
pranidipine,CHEMBL1096842,False,10000.0,8.67
pranlukast,CHEMBL21333,False,8.33,2.87
pranoprofen,CHEMBL367463,False,8.33,4.49
prasterone-acetate,CHEMBL1480686,False,833.33,4.82
prasugrel,CHEMBL1201772,False,1.0,2.32
pravadoline,CHEMBL13178,False,1.0,3.43
praziquantel,CHEMBL976,False,833.33,2.67
prazosin,CHEMBL2,False,10000.0,1.13
preclamol,CHEMBL7549,False,833.33,1.02
prednisolone-acetate,CHEMBL1152,False,1.0,0.64
prednisolone-hemisuccinate,CHEMBL485659,False,833.33,3.76
prednisolone-sodium-phosphate,CHEMBL1201231,False,10000.0,-4.78
prednisone,CHEMBL635,False,10000.0,1.02
pregnenolone,CHEMBL253363,False,8.33,3.91
pregnenolone-succinate,CHEMBL2105373,False,833.33,5.79
preladenant,CHEMBL240624,False,100.0,3.21
prenylamine,CHEMBL24072,True,10000.0,23.08
presatovir,CHEMBL3410450,False,1.0,2.31
pretomanid,CHEMBL227875,False,10000.0,0.65
pridinol,CHEMBL404215,False,8.33,4.59
prilocaine,CHEMBL1194,False,1.0,3.07
primaquine,CHEMBL506,False,10000.0,3.23
primidone,CHEMBL856,False,10000.0,1.81
prinaberel,CHEMBL450940,False,100.0,1.61
priralfinamide,CHEMBL2107771,False,8.33,7.24
proadifen,CHEMBL282567,False,100.0,-0.9
probenecid,CHEMBL897,False,1.0,-0.75
probucol,CHEMBL608,False,8.33,2.66
procainamide,CHEMBL640,False,10000.0,0.87
procaine,CHEMBL569,False,10000.0,-0.17
procarbazine,CHEMBL1321,False,8.33,4.48
procaterol,CHEMBL3249705,False,8.33,0.18
prochlorperazine,CHEMBL728,False,10000.0,14.55
procyanidin-B-2,CHEMBL504937,False,8.33,3.77
procyclidine,CHEMBL86715,False,1.0,1.18
proflavine-hemisulfate,CHEMBL55400,False,833.33,1.94
progesterone,CHEMBL103,False,10000.0,5.82
proglumetacin,CHEMBL2105825,False,8.33,-2.43
proglumide,CHEMBL316561,False,833.33,2.34
proguanil,CHEMBL1377,False,8.33,0.28
prolylleucylglycinamide,CHEMBL317488,False,8.33,2.46
promazine,CHEMBL564,False,1.0,2.47
promestriene,CHEMBL2105394,False,100.0,-0.65
promethazine,CHEMBL643,False,10000.0,3.03
pronethalol,CHEMBL16476,False,8.33,1.0
propafenone,CHEMBL631,False,833.33,3.83
propagermanium,CHEMBL2109214,False,100.0,3.85
propantheline,CHEMBL1180725,False,8.33,0.91
propentofylline,CHEMBL1079905,False,8.33,2.46
propidium-iodide,CHEMBL332935,False,100.0,3.2
propiverine,CHEMBL1078261,False,10000.0,1.89
propoxur,CHEMBL446060,False,8.33,4.24
propranolol,CHEMBL27,False,8.33,3.27
propranolol,CHEMBL27,False,8.33,3.27
propranolol,CHEMBL27,False,8.33,3.27
propyl 4-hydroxybenzoate,CHEMBL194014,False,833.33,2.26
propyl-benzoate,CHEMBL1355077,False,1.0,2.41
propylhexedrine,CHEMBL2105275,False,1.0,-0.64
propylthiouracil,CHEMBL1518,False,1.0,3.65
proquazone,CHEMBL268501,False,1.0,0.68
protionamide,CHEMBL1378024,False,833.33,3.81
protoporphyrin-IX,CHEMBL1325592,False,100.0,-0.13
proxyfan,CHEMBL19173,False,833.33,0.04
proxymetacaine,CHEMBL1196,False,100.0,2.25
prucalopride,CHEMBL117287,False,833.33,3.32
prulifloxacin,CHEMBL422648,False,1.0,0.31
pruvanserin,CHEMBL1215661,False,1.0,3.23
psoralen,CHEMBL164660,False,100.0,1.55
puerarin,CHEMBL486386,False,833.33,2.34
purmorphamine,CHEMBL1221984,False,833.33,2.43
purvalanol-A,CHEMBL23327,False,833.33,2.68
purvalanol-B,CHEMBL23254,False,1.0,11.35
putrescine,CHEMBL46257,False,833.33,4.47
pyrantel-pamoate,CHEMBL1626223,False,100.0,2.36
pyrazinamide,CHEMBL614,False,100.0,-5.67
pyrazinoylguanidine,CHEMBL1962516,False,1.0,0.04
pyrazolanthrone,CHEMBL1725279,False,8.33,0.82
pyridoxal,CHEMBL102970,False,1.0,4.33
pyridoxal-isonicotinoyl-hydrazone,CHEMBL103111,False,1.0,3.14
pyridoxine,CHEMBL1364,False,100.0,-7.58
pyrimethamine,CHEMBL36,False,8.33,3.29
pyrintegrin,CHEMBL4303620,True,10000.0,36.01
pyrithione-zinc,CHEMBL1200471,True,833.33,29.9
pyrithyldione,CHEMBL1722501,False,1.0,1.54
pyritinol,CHEMBL488093,False,100.0,2.92
pyronaridine,CHEMBL35228,False,100.0,8.6
pyroxamide,CHEMBL353581,False,100.0,0.72
pyrrolidine-1-carbonitrile,CHEMBL262697,False,1.0,3.76
pyrrolidine-dithiocarbamate,CHEMBL399491,True,10000.0,24.8
pyrvinium-pamoate,CHEMBL1201303,False,8.33,-0.84
quercetin,CHEMBL50,False,10000.0,3.03
quiflapon,CHEMBL16596,False,833.33,1.93
quinagolide,CHEMBL5316219,False,8.33,-0.18
quinapril,CHEMBL1592,False,10000.0,4.29
quinaprilat,CHEMBL1733,False,10000.0,0.11
quinelorane,CHEMBL155731,False,1.0,0.91
quinestrol,CHEMBL1201165,True,10000.0,15.7
quinethazone,CHEMBL1532,False,100.0,-4.32
quinidine,CHEMBL1294,False,10000.0,2.18
quinidine,CHEMBL1294,False,10000.0,2.18
quinine-ethyl-carbonate,CHEMBL3039178,False,833.33,6.66
quinolinic-acid,CHEMBL286204,False,1.0,1.12
quinpirol-(-),CHEMBL240773,False,8.33,2.95
quipazine,CHEMBL18772,False,1.0,2.16
quizartinib,CHEMBL576982,False,100.0,0.83
rabeprazole,CHEMBL1219,False,100.0,2.14
rac-BHFF,CHEMBL2322946,False,1.0,5.52
racecadotril,CHEMBL2103772,False,8.33,1.8
raclopride,CHEMBL8809,False,10000.0,-0.07
ractopamine,CHEMBL509336,False,10000.0,1.53
radafaxine,CHEMBL1172928,False,833.33,7.12
radezolid,CHEMBL455461,False,10000.0,2.43
raloxifene,CHEMBL81,True,10000.0,24.41
raltegravir,CHEMBL254316,False,1.0,3.09
raltitrexed,CHEMBL225071,False,8.33,5.47
ramatroban,CHEMBL361812,False,10000.0,2.02
ramelteon,CHEMBL1218,False,1.0,0.77
ramipril,CHEMBL1168,False,833.33,5.34
ranirestat,CHEMBL334830,False,833.33,3.78
ranitidine,CHEMBL2110372,False,100.0,2.56
ranolazine,CHEMBL1404,False,833.33,0.17
rapastinel,CHEMBL3544917,False,100.0,0.55
rasagiline,CHEMBL887,False,1.0,0.63
ravuconazole,CHEMBL294029,False,10000.0,0.29
rebamipide,CHEMBL1697771,False,100.0,4.52
rebastinib,CHEMBL1738757,False,10000.0,8.96
reboxetine,CHEMBL383921,False,8.33,1.82
regadenoson,CHEMBL317052,False,100.0,3.4
regorafenib,CHEMBL1946170,False,8.33,3.25
relcovaptan,CHEMBL419667,False,10000.0,2.72
relebactam,CHEMBL3112741,False,8.33,1.87
remacemide,CHEMBL25843,False,833.33,0.88
remimazolam,CHEMBL4297526,False,100.0,2.32
remodelin,CHEMBL399572,False,100.0,1.18
remoxipride,CHEMBL22242,False,8.33,2.05
reparixin,CHEMBL191413,False,10000.0,4.19
repsox,CHEMBL185238,False,8.33,2.3
resatorvid,CHEMBL225157,False,100.0,3.21
reserpine,CHEMBL772,False,10000.0,7.95
resibufogenin,CHEMBL250172,False,1.0,-0.2
resiquimod,CHEMBL383322,False,8.33,3.82
resminostat,CHEMBL4296717,False,1.0,0.52
resorcinol,CHEMBL24147,False,833.33,-2.6
resveratrol,CHEMBL165,False,10000.0,3.82
retapamulin,CHEMBL1658,False,8.33,2.42
retaspimycin,CHEMBL1184904,False,10000.0,8.73
retinaldehyde,CHEMBL81379,False,10000.0,10.39
retinol,CHEMBL986,False,10000.0,2.75
retinyl-acetate,CHEMBL486193,False,833.33,1.34
revaprazan,CHEMBL1618279,False,100.0,2.31
reversan,CHEMBL1506885,False,1.0,12.14
reversine,CHEMBL188343,False,8.33,6.21
rhein,CHEMBL418068,False,833.33,-0.03
rheochrysidin,CHEMBL42624,False,1.0,1.91
ribavirin,CHEMBL1643,False,10000.0,4.23
ribitol,CHEMBL1865120,False,8.33,3.83
ribociclib,CHEMBL3545110,False,100.0,-0.03
riboflavin,CHEMBL1534,False,10000.0,0.32
riboflavin-5-phosphate-sodium,CHEMBL1201794,False,8.33,3.45
ribostamycin-sulfate,CHEMBL3138633,False,1.0,2.03
ribostamycin-sulfate,CHEMBL3138633,False,1.0,2.03
rifampin,CHEMBL374478,False,10000.0,-1.54
rifamycin-sv,CHEMBL437765,False,833.33,5.19
rifamycin-sv,CHEMBL437765,False,833.33,5.19
rifapentine,CHEMBL1660,False,10000.0,1.47
rifaximin,CHEMBL1617,False,1.0,0.71
rilmenidine,CHEMBL289480,False,8.33,3.39
rilpivirine,CHEMBL175691,False,1.0,0.35
riluzole,CHEMBL744,False,833.33,3.82
rimantadine,CHEMBL1201272,False,1.0,-2.29
rimcazole,CHEMBL275707,True,10000.0,31.06
rimegepant,CHEMBL2178422,False,8.33,1.65
rimexolone,CHEMBL1200617,False,833.33,0.22
rimonabant,CHEMBL111,False,8.33,1.55
riodoxol,CHEMBL4303312,False,8.33,0.37
ripasudil,CHEMBL3426621,False,8.33,0.41
ripazepam,CHEMBL159298,False,8.33,0.91
risedronate,CHEMBL923,False,833.33,3.13
ritodrine,CHEMBL785,False,100.0,1.29
ritonavir,CHEMBL163,False,833.33,3.37
rivastigmine,CHEMBL636,False,100.0,2.11
rizatriptan,CHEMBL905,False,8.33,0.07
robalzotan,CHEMBL1628569,False,10000.0,3.7
rociletinib,CHEMBL3545308,False,1.0,-0.09
rofecoxib,CHEMBL122,False,1.0,1.64
roflumilast,CHEMBL193240,False,8.33,1.68
rolipram,CHEMBL63,False,8.33,1.99
rolipram,CHEMBL63,False,8.33,1.99
rolipram,CHEMBL63,False,8.33,1.99
rolziracetam,CHEMBL51396,False,100.0,1.49
romidepsin,CHEMBL343448,False,8.33,0.79
ronidazole,CHEMBL290299,False,1.0,2.87
ropinirole,CHEMBL589,False,833.33,2.2
ropivacaine,CHEMBL1077896,False,833.33,3.09
roquinimex,CHEMBL11672,False,100.0,2.85
rosamicin,CHEMBL8965,False,10000.0,9.6
roscovitine,CHEMBL14762,False,8.33,2.46
rose-bengal,CHEMBL1208422,False,100.0,3.14
rose-bengal,CHEMBL1208422,False,100.0,3.14
rosiglitazone,CHEMBL121,False,10000.0,1.48
rosmarinic-acid,CHEMBL324842,False,8.33,3.5
rosoxacin,CHEMBL291157,False,10000.0,3.73
rostafuroxine,CHEMBL2068971,False,1.0,3.43
rosuvastatin,CHEMBL1496,False,8.33,0.22
rotigotine,CHEMBL1303,False,100.0,1.13
rotundine,CHEMBL187892,False,833.33,4.97
roxatidine-acetate,CHEMBL46102,False,10000.0,2.34
rucaparib,CHEMBL1173055,False,100.0,7.61
rucinol,CHEMBL450195,False,100.0,2.12
rufinamide,CHEMBL1201754,False,10000.0,3.51
rufloxacin,CHEMBL295619,False,833.33,1.64
rupatadine,CHEMBL91397,False,833.33,2.5
rutaecarpine,CHEMBL85139,False,833.33,0.6
rutin,CHEMBL226335,False,100.0,5.75
ruxolitinib-(S),CHEMBL1287854,False,833.33,1.79
ruxolitinib-(S),CHEMBL1287854,False,833.33,1.79
ryuvidine,CHEMBL290904,False,833.33,6.56
saccharin,CHEMBL310671,False,100.0,0.17
saclofen,CHEMBL312403,False,833.33,4.89
sacubitril,CHEMBL3137301,False,10000.0,2.18
safinamide,CHEMBL396778,False,8.33,5.34
safingol,CHEMBL1442934,False,1.0,3.01
sal003,CHEMBL1340458,False,8.33,0.81
salazodine,CHEMBL2105427,False,8.33,3.48
salicin,CHEMBL462997,False,10000.0,5.91
salicyl-alcohol,CHEMBL280802,False,833.33,4.76
salicylamide,CHEMBL27577,False,100.0,5.65
salicylanilide,CHEMBL82970,False,833.33,1.14
salicylic-acid,CHEMBL424,False,1.0,1.59
salidroside,CHEMBL465208,False,833.33,0.45
salirasib,CHEMBL23293,False,833.33,6.06
salmeterol,CHEMBL1263,False,100.0,10.42
salsolinol-1-carboxylic-acid,CHEMBL1453457,False,833.33,2.45
salubrinal,CHEMBL180127,False,1.0,3.2
salvianolic-acid-B,CHEMBL3747259,False,1.0,3.16
salvinorin-A,CHEMBL445332,False,10000.0,0.69
sanazole,CHEMBL1522791,False,8.33,0.45
sanguinarium-chloride,CHEMBL417799,False,833.33,2.52
sapropterin,CHEMBL1201774,False,8.33,2.62
saquinavir,CHEMBL114,False,100.0,-1.46
saracatinib,CHEMBL217092,False,1.0,0.37
sarafloxacin,CHEMBL37858,False,1.0,-2.73
sarcosine,CHEMBL304383,False,833.33,2.03
