name,url,associated_proteins,associated_drugs
Regulation of RAS by GAP,,p(HGNC:NRAS); p(HGNC:RPS27A); p(HGNC:HRAS); p(HGNC:NF1); p(HGNC:KRAS),
RAF activatio,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
MAP2K and MAPK activatio,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Negative regulation of MAPK pathwa,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:NRAS); p(HGNC:RPS27A); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by moderate kinase activity BRAF mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by high-kinase activity BRAF mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by BRAF and RAF1 fusion,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
RAS signaling downstream of NF1 loss-of-function variant,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:NF1); p(HGNC:KRAS),
Paradoxical activation of RAF signaling by kinase inactive BRA,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Insulin receptor signalling cascad,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
MET activates RAS signalin,,p(HGNC:MET); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:HGF); p(HGNC:KRAS); p(HGNC:SOS1),
Activated NTRK2 signals through RA,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
Erythropoietin activates RA,,p(HGNC:JAK2); p(HGNC:LYN); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
Activated NTRK2 signals through FRS2 and FRS,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PTPN11); p(HGNC:KRAS); p(HGNC:SOS1),
Activated NTRK3 signals through RA,,p(HGNC:NTRK3); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
FLT3 Signalin,,p(HGNC:FLT3); p(HGNC:NRAS); p(HGNC:CDKN1B); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:PTPN11); p(HGNC:KRAS); p(HGNC:SOS1),
Constitutive Signaling by Overexpressed ERBB,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
Estrogen-stimulated signaling through PRKC,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PRKCZ); p(HGNC:KRAS),
Signaling downstream of RAS mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by RAF1 mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by ERBB2 KD Mutant,,p(HGNC:EGFR); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:KRAS); p(HGNC:SOS1),
Signaling by ERBB2 ECD mutant,,p(HGNC:EGFR); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:KRAS); p(HGNC:SOS1),
Signaling by ERBB2 TMD/JMD mutant,,p(HGNC:EGFR); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS); p(HGNC:SOS1),
"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant",,p(HGNC:PDGFRA); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:KRAS); p(HGNC:SOS1),
Signaling by PDGFRA extracellular domain mutant,,p(HGNC:PDGFRA); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:KRAS); p(HGNC:SOS1),
Signaling by FLT3 ITD and TKD mutant,,p(HGNC:FLT3); p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:PIK3CA); p(HGNC:PTPN11); p(HGNC:KRAS); p(HGNC:SOS1),
Signaling by RAS GAP mutant,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Signaling by RAS GTPase mutant,,p(HGNC:NRAS); p(HGNC:HRAS); p(HGNC:KRAS),
Translesion synthesis by REV,,p(HGNC:RPS27A); p(HGNC:MAD2L2),
Translesion Synthesis by POL,,p(HGNC:RPS27A),
Activation of NF-kappaB in B cell,,p(HGNC:RPS27A); p(HGNC:PRKCB),
ISG15 antiviral mechanis,,p(HGNC:JAK1); p(HGNC:RPS27A); p(HGNC:NUP98); p(HGNC:NUP214),
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alph,,p(HGNC:RPS27A); p(HGNC:VHL),
ER-Phagosome pathwa,,p(HGNC:RPS27A); p(HGNC:CALR); p(HGNC:HLA-A),
Downregulation of ERBB4 signalin,,p(HGNC:RPS27A),
Downregulation of ERBB2:ERBB3 signalin,,p(HGNC:RPS27A),
Budding and maturation of HIV virio,,p(HGNC:PPIA); p(HGNC:RPS27A),
NOD1/2 Signaling Pathwa,,p(HGNC:RPS27A),
"TICAM1, RIP1-mediated IKK complex recruitmen",,p(HGNC:RPS27A),
DDX58/IFIH1-mediated induction of interferon-alpha/bet,,p(HGNC:RPS27A),
APC/C:Cdc20 mediated degradation of Cyclin ,,p(HGNC:RPS27A),
Autodegradation of Cdh1 by Cdh1:APC/,,p(HGNC:RPS27A),
SCF-beta-TrCP mediated degradation of Emi,,p(HGNC:RPS27A),
APC/C:Cdc20 mediated degradation of Securi,,p(HGNC:RPS27A),
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G,,p(HGNC:RPS27A); p(HGNC:RB1),
Cdc20:Phospho-APC/C mediated degradation of Cyclin ,,p(HGNC:RPS27A),
Membrane binding and targetting of GAG protein,,p(HGNC:RPS27A),
Assembly Of The HIV Virio,,p(HGNC:PPIA); p(HGNC:RPS27A),
APC-Cdc20 mediated degradation of Nek2,,p(HGNC:RPS27A),
Vpu mediated degradation of CD,,p(HGNC:RPS27A),
Vif-mediated degradation of APOBEC3,,p(HGNC:RPS27A),
SCF(Skp2)-mediated degradation of p27/p2,,p(HGNC:PTK6); p(HGNC:RPS27A); p(HGNC:CDKN1B),
Degradation of beta-catenin by the destruction comple,,p(HGNC:RPS27A),
TCF dependent signaling in response to WN,,p(HGNC:RPS27A),
Downstream TCR signalin,,p(HGNC:LCK); p(HGNC:PRKCQ); p(HGNC:RPS27A); p(HGNC:PIK3CA); p(HGNC:PTEN),
NRIF signals cell death from the nucleu,,p(HGNC:RPS27A),
p75NTR recruits signalling complexe,,p(HGNC:RPS27A); p(HGNC:PRKCI),
NF-kB is activated and signals surviva,,p(HGNC:RPS27A),
Regulation of activated PAK-2p34 by proteasome mediated degradatio,,p(HGNC:RPS27A),
Activated NOTCH1 Transmits Signal to the Nucleu,,p(HGNC:RPS27A); p(HGNC:NOTCH1),
Downregulation of TGF-beta receptor signalin,,p(HGNC:XPO1); p(HGNC:RPS27A),
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition,,p(HGNC:FKBP1A); p(HGNC:RPS27A); p(HGNC:PRKCZ),
Downregulation of SMAD2/3:SMAD4 transcriptional activit,,p(HGNC:RPS27A),
Senescence-Associated Secretory Phenotype (SASP,,p(HGNC:CDKN2A); p(HGNC:RPS27A); p(HGNC:CDKN1B),
Regulation of PLK1 Activity at G2/M Transitio,,p(HGNC:TUBB4B); p(HGNC:RPS27A); p(HGNC:TUBB); p(HGNC:TUBB4A),
Stimuli-sensing channel,,p(HGNC:RAF1); p(HGNC:RPS27A),
Constitutive Signaling by NOTCH1 HD Domain Mutant,,p(HGNC:RPS27A); p(HGNC:NOTCH1),
FCERI mediated NF-kB activatio,,p(HGNC:LYN); p(HGNC:PRKCQ); p(HGNC:RPS27A),
Regulation of innate immune responses to cytosolic DN,,p(HGNC:RPS27A); p(HGNC:DDX41),
Glycogen synthesi,,p(HGNC:RPS27A),
Autodegradation of the E3 ubiquitin ligase COP,,p(HGNC:TP53); p(HGNC:RPS27A); p(HGNC:ATM),
Myoclonic epilepsy of Lafor,,p(HGNC:RPS27A),
TAK1-dependent IKK and NF-kappa-B activatio,,p(HGNC:RPS27A),
activated TAK1 mediates p38 MAPK activatio,,p(HGNC:RPS27A),
JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK,,p(HGNC:RPS27A),
AUF1 (hnRNP D0) binds and destabilizes mRN,,p(HGNC:RPS27A),
Asymmetric localization of PCP protein,,p(HGNC:RPS27A),
Degradation of AXI,,p(HGNC:RPS27A),
Degradation of DV,,p(HGNC:RPS27A),
Regulation of FZD by ubiquitinatio,,p(HGNC:RPS27A),
PINK1-PRKN Mediated Mitophag,,p(HGNC:RPS27A),
N-glycan trimming in the ER and Calnexin/Calreticulin cycl,,p(HGNC:RPS27A),
Regulation of TNFR1 signalin,,p(HGNC:RPS27A),
TNFR1-induced NF-kappa-B signaling pathwa,,p(HGNC:RPS27A),
Hedgehog ligand biogenesi,,p(HGNC:RPS27A),
Hh mutants are degraded by ERA,,p(HGNC:RPS27A),
Dectin-1 mediated noncanonical NF-kB signalin,,p(HGNC:RPS27A),
Degradation of GLI1 by the proteasom,,p(HGNC:RPS27A),
Degradation of GLI2 by the proteasom,,p(HGNC:RPS27A),
GLI3 is processed to GLI3R by the proteasom,,p(HGNC:RPS27A),
Translesion synthesis by POL,,p(HGNC:RPS27A); p(HGNC:MAD2L2),
TNFR2 non-canonical NF-kB pathwa,,p(HGNC:RPS27A),
Regulation of necroptotic cell deat,,p(HGNC:RPS27A),
NIK-->noncanonical NF-kB signalin,,p(HGNC:RPS27A),
Defective CFTR causes cystic fibrosi,,p(HGNC:RPS27A),
MAP3K8 (TPL2)-dependent MAPK1/3 activatio,,p(HGNC:RPS27A),
MAPK6/MAPK4 signalin,,p(HGNC:XPO1); p(HGNC:RPS27A),
Josephin domain DUB,,p(HGNC:RPS27A),
Ub-specific processing protease,,p(HGNC:TP53); p(HGNC:MDM2); p(HGNC:RPS27A); p(HGNC:PTEN),
Ovarian tumor domain protease,,p(HGNC:TP53); p(HGNC:RPS27A); p(HGNC:PTEN),
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break,,p(HGNC:TP53); p(HGNC:ABL1); p(HGNC:RPS27A); p(HGNC:ATM),
Processing of DNA double-strand break end,,p(HGNC:RPS27A); p(HGNC:ATM); p(HGNC:BLM),
DNA Damage Recognition in GG-NE,,p(HGNC:RPS27A),
Formation of TC-NER Pre-Incision Comple,,p(HGNC:RPS27A),
Transcription-Coupled Nucleotide Excision Repair (TC-NER,,p(HGNC:RPS27A),
Regulation of TP53 Activity through Phosphorylatio,,p(HGNC:TP53); p(HGNC:MDM2); p(HGNC:RPS27A); p(HGNC:ATM); p(HGNC:BLM),
Assembly of the pre-replicative comple,,p(HGNC:RPS27A),
Orc1 removal from chromati,,p(HGNC:RPS27A),
CDK-mediated phosphorylation and removal of Cdc,,p(HGNC:RPS27A),
Cyclin D associated events in G,,p(HGNC:ABL1); p(HGNC:JAK2); p(HGNC:PTK6); p(HGNC:LYN); p(HGNC:CDKN2A); p(HGNC:RPS27A); p(HGNC:CDKN1B); p(HGNC:RB1),
G2/M Checkpoint,,p(HGNC:TP53); p(HGNC:RPS27A),
Ubiquitin Mediated Degradation of Phosphorylated Cdc25,,p(HGNC:RPS27A),
Ubiquitin-dependent degradation of Cyclin ,,p(HGNC:RPS27A),
The role of GTSE1 in G2/M progression after G2 checkpoin,,p(HGNC:TP53); p(HGNC:TUBB4B); p(HGNC:RPS27A); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
FBXL7 down-regulates AURKA during mitotic entry and in early mitosi,,p(HGNC:RPS27A),
Downregulation of ERBB2 signalin,,p(HGNC:EGFR); p(HGNC:RPS27A),
VLDLR internalisation and degradatio,,p(HGNC:RPS27A),
Synthesis of active ubiquitin: roles of E1 and E2 enzyme,,p(HGNC:RPS27A); p(HGNC:UBE2T),
E3 ubiquitin ligases ubiquitinate target protein,,p(HGNC:RPS27A); p(HGNC:HLA-A),
InlA-mediated entry of Listeria monocytogenes into host cell,,p(HGNC:RPS27A); p(HGNC:CDH1),
Regulation of RUNX2 expression and activit,,p(HGNC:NR3C1); p(HGNC:RPS27A),
Regulation of PTEN localizatio,,p(HGNC:RPS27A); p(HGNC:PTEN); p(HGNC:PML),
Regulation of PTEN stability and activit,,p(HGNC:RPS27A); p(HGNC:PTEN),
ER Quality Control Compartment (ERQC,,p(HGNC:RPS27A),
NOTCH3 Activation and Transmission of Signal to the Nucleu,,p(HGNC:EGFR); p(HGNC:RPS27A),
TICAM1-dependent activation of IRF3/IRF,,p(HGNC:RPS27A),
"TICAM1,TRAF6-dependent induction of TAK1 comple",,p(HGNC:RPS27A),
Interleukin-1 signalin,,p(HGNC:RPS27A),
Peroxisomal protein impor,,p(HGNC:IDH1); p(HGNC:RPS27A),
Endosomal Sorting Complex Required For Transport (ESCRT,,p(HGNC:RPS27A),
Iron uptake and transpor,,p(HGNC:RPS27A),
Negative regulators of DDX58/IFIH1 signalin,,p(HGNC:RPS27A),
"Activation of IRF3, IRF7 mediated by TBK1, IKKEpsilon (IKBKE",,p(HGNC:RPS27A); p(HGNC:PTPN11),
IRAK1 recruits IKK comple,,p(HGNC:RPS27A),
IKK complex recruitment mediated by RIP,,p(HGNC:RPS27A),
IRAK2 mediated activation of TAK1 comple,,p(HGNC:RPS27A),
TRAF6-mediated induction of TAK1 complex within TLR4 comple,,p(HGNC:RPS27A),
Negative regulation of NOTCH4 signalin,,p(HGNC:RPS27A),
Chaperone Mediated Autophag,,p(HGNC:RPS27A),
Late endosomal microautophag,,p(HGNC:RPS27A),
Prevention of phagosomal-lysosomal fusio,,p(HGNC:RPS27A),
Modulation by Mtb of host immune syste,,p(HGNC:RPS27A),
Alpha-protein kinase 1 signaling pathwa,,p(HGNC:RPS27A),
Aggrephag,,p(HGNC:TUBB4B); p(HGNC:RPS27A); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Pexophag,,p(HGNC:RPS27A); p(HGNC:ATM),
Maturation of protein ,,p(HGNC:RPS27A),
SARS-CoV-1 activates/modulates innate immune response,,p(HGNC:PPIA); p(HGNC:FKBP1A); p(HGNC:RPS27A); p(HGNC:RUNX1),
SARS-CoV-2 activates/modulates innate and adaptive immune response,,p(HGNC:JAK1); p(HGNC:RPS27A); p(HGNC:NUP98); p(HGNC:NUP214); p(HGNC:PTPN11); p(HGNC:HLA-A),
Regulation of BACH1 activit,,p(HGNC:RPS27A),
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signalin,,p(HGNC:RPS27A),
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulatio,,p(HGNC:RPS27A),
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulatio,,p(HGNC:RPS27A),
Regulation of NF-kappa B signalin,,p(HGNC:TP53); p(HGNC:RPS27A),
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L,,p(HGNC:RPS27A),
Amyloid fiber formatio,,p(HGNC:RPS27A),
"Regulation of TBK1, IKKEpsilon (IKBKE)-mediated activation of IRF3, IRF",,p(HGNC:RPS27A),
"Regulation of TBK1, IKKEpsilon-mediated activation of IRF3, IRF7 upon TLR3 ligatio",,p(HGNC:RPS27A),
Regulation of pyruvate metabolis,,p(HGNC:RPS27A),
Rap1 signallin,,p(HGNC:RAF1),
GP1b-IX-V activation signallin,,p(HGNC:RAF1),
Negative feedback regulation of MAPK pathwa,,p(HGNC:RAF1); p(HGNC:BRAF),
SHOC2 M1731 mutant abolishes MRAS complex functio,,p(HGNC:RAF1); p(HGNC:BRAF),
Gain-of-function MRAS complexes activate RAF signalin,,p(HGNC:RAF1); p(HGNC:BRAF),
IFNG signaling activates MAPK,,p(HGNC:RAF1); p(HGNC:JAK2); p(HGNC:JAK1),
Formation of RNA Pol II elongation comple,,p(HGNC:MLLT1),
RNA Polymerase II Pre-transcription Event,,p(HGNC:MLLT1),
RNA Polymerase II Transcription Elongatio,,p(HGNC:MLLT1),
mTORC1-mediated signallin,,p(HGNC:FKBP1A),
Calcineurin activates NFA,,p(HGNC:PPIA); p(HGNC:FKBP1A),
TGFBR1 LBD Mutants in Cance,,p(HGNC:FKBP1A),
SUMOylation of ubiquitinylation protein,,p(HGNC:MDM2); p(HGNC:VHL); p(HGNC:NUP98); p(HGNC:NUP214); p(HGNC:PML),
Replication of the SARS-CoV-1 genom,,p(HGNC:VHL); p(HGNC:ZCRB1); p(HGNC:RB1),
Replication of the SARS-CoV-2 genom,,p(HGNC:VHL); p(HGNC:ZCRB1); p(HGNC:RB1),
RHOBTB3 ATPase cycl,,p(HGNC:VHL),
AKT phosphorylates targets in the cytoso,,p(HGNC:MDM2); p(HGNC:CDKN1B),
DNA Damage/Telomere Stress Induced Senescenc,,p(HGNC:TP53); p(HGNC:CDKN1B); p(HGNC:ATM); p(HGNC:TINF2); p(HGNC:ACD),
RHO GTPases activate CI,,p(HGNC:CDKN1B),
Constitutive Signaling by AKT1 E17K in Cance,,p(HGNC:MDM2); p(HGNC:CDKN1B),
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres,,p(HGNC:TP53); p(HGNC:CDKN1B),
Cyclin E associated events during G1/S transitio,,p(HGNC:CDKN1B); p(HGNC:RB1),
p53-Dependent G1 DNA Damage Respons,,p(HGNC:CDKN1B),
Cyclin A:Cdk2-associated events at S phase entr,,p(HGNC:CDKN1B); p(HGNC:RB1),
PTK6 Regulates Cell Cycl,,p(HGNC:PTK6); p(HGNC:CDKN1B),
FOXO-mediated transcription of cell cycle gene,,p(HGNC:CDKN1B),
Estrogen-dependent nuclear events downstream of ESR-membrane signalin,,p(HGNC:XPO1); p(HGNC:BCL2); p(HGNC:EGFR); p(HGNC:CDKN1B),
"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3",,p(HGNC:CDKN1B); p(HGNC:RB1),
Condensation of Prophase Chromosome,,p(HGNC:SET); p(HGNC:RB1),
HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligan,,p(HGNC:NR3C1); p(HGNC:TUBB4B); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
SUMOylation of intracellular receptor,,p(HGNC:NR3C1); p(HGNC:RARA),
PTK6 Expressio,,p(HGNC:NR3C1); p(HGNC:PTK6),
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal gene",,p(HGNC:NR3C1),
Regulation of NPAS4 gene transcriptio,,p(HGNC:NR3C1),
RET signalin,,p(HGNC:RET); p(HGNC:PRKCA); p(HGNC:PIK3CA); p(HGNC:PTPN11); p(HGNC:SOS1),
NPAS4 regulates expression of target gene,,p(HGNC:XPO1); p(HGNC:RET); p(HGNC:MDM2),
Formation of the nephric duc,,p(HGNC:RET),
Formation of the ureteric bu,,p(HGNC:RET),
RMTs methylate histone arginine,,p(HGNC:DNMT3A); p(HGNC:JAK2),
Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs,,p(HGNC:DNMT3A),
HDMs demethylate histone,,p(HGNC:KDM5A); p(HGNC:KDM6A),
Chromatin modifications during the maternal to zygotic transition (MZT,,p(HGNC:KDM5A); p(HGNC:KDM6A),
EPHB-mediated forward signalin,,p(HGNC:LYN); p(HGNC:HRAS),
Generic Transcription Pathwa,,p(HGNC:MED12),
RSV-host interaction,,p(HGNC:MED12),
Imatinib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Sunitinib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Regorafenib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
Sorafenib-resistant PDGFR mutant,,p(HGNC:PDGFRA),
PDGFR mutants bind TKI,,p(HGNC:PDGFRA),
Collagen degradatio,,p(HGNC:ELANE),
Degradation of the extracellular matri,,p(HGNC:ELANE); p(HGNC:CDH1),
Activation of Matrix Metalloproteinase,,p(HGNC:ELANE),
Pyroptosi,,p(HGNC:TP53); p(HGNC:ELANE),
Antimicrobial peptide,,p(HGNC:ELANE),
Regulation of Complement cascad,,p(HGNC:ELANE),
Expression of NOTCH2NL gene,,p(HGNC:ELANE),
"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescenc",,p(HGNC:TERT),
Netrin-1 signalin,,p(HGNC:PRKCQ),
Integrin cell surface interaction,,p(HGNC:KDR); p(HGNC:CDH1),
Apoptotic cleavage of cell adhesion protein,,p(HGNC:CDH1),
Adherens junctions interaction,,p(HGNC:CDH1),
RHO GTPases activate IQGAP,,p(HGNC:TUBB4B); p(HGNC:CDH1); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Formation of definitive endoder,,p(HGNC:CDH1),
"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transitio",,p(HGNC:CDH1),
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM); p(HGNC:RTEL1),
Homologous DNA Pairing and Strand Exchang,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM),
Presynaptic phase of homologous DNA pairing and strand exchang,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:BLM),
Defective homologous recombination repair (HRR) due to BRCA1 loss of functio,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM),
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding functio,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM),
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding functio,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM),
Impaired BRCA2 binding to PALB,,p(HGNC:XRCC2); p(HGNC:ATM); p(HGNC:PALB2); p(HGNC:BLM),
Uptake and function of diphtheria toxi,,p(HGNC:EEF2); p(HGNC:TXNRD1),
Synthesis of diphthamide-EEF,,p(HGNC:EEF2),
Protein methylatio,,p(HGNC:EEF2),
GPVI-mediated activation cascad,,p(HGNC:SYK); p(HGNC:LCK); p(HGNC:LYN); p(HGNC:PIK3CA); p(HGNC:PRKCZ); p(HGNC:PTPN11),
Nef and signal transductio,,p(HGNC:LCK),
Nef Mediated CD4 Down-regulatio,,p(HGNC:LCK),
Phosphorylation of CD3 and TCR zeta chain,,p(HGNC:LCK),
Translocation of ZAP-70 to Immunological synaps,,p(HGNC:LCK),
Generation of second messenger molecule,,p(HGNC:LCK),
PECAM1 interaction,,p(HGNC:LCK); p(HGNC:LYN); p(HGNC:PTPN11),
Co-stimulation by CD2,,p(HGNC:LCK); p(HGNC:LYN),
CD28 dependent PI3K/Akt signalin,,p(HGNC:LCK); p(HGNC:PIK3CA),
CD28 dependent Vav1 pathwa,,p(HGNC:LCK),
Co-inhibition by CTLA,,p(HGNC:LCK); p(HGNC:LYN); p(HGNC:PTPN11),
Co-inhibition by PD-,,p(HGNC:LCK); p(HGNC:PTPN11),
RHOH GTPase cycl,,p(HGNC:LCK),
FLT3 signaling through SRC family kinase,,p(HGNC:FLT3); p(HGNC:SYK); p(HGNC:LCK),
Pyrimidine catabolism. [Q9H0P0-,,p(HGNC:NT5C3A),
Platelet degranulatio,,p(HGNC:PPIA); p(HGNC:HGF),
MET Receptor Activatio,,p(HGNC:MET); p(HGNC:HGF),
MET activates PI3K/AKT signalin,,p(HGNC:MET); p(HGNC:HGF); p(HGNC:PIK3CA),
MET activates PTPN1,,p(HGNC:MET); p(HGNC:HGF); p(HGNC:PTPN11),
MET activates PTK2 signalin,,p(HGNC:MET); p(HGNC:HGF),
MET interacts with TNS protein,,p(HGNC:MET); p(HGNC:HGF),
MET activates RAP1 and RAC,,p(HGNC:MET); p(HGNC:HGF),
MET receptor recyclin,,p(HGNC:MET); p(HGNC:HGF),
MET activates STAT,,p(HGNC:MET); p(HGNC:HGF),
Drug-mediated inhibition of MET activatio,,p(HGNC:MET); p(HGNC:HGF),
Regulation of HSF1-mediated heat shock respons,,p(HGNC:ATM); p(HGNC:NUP98); p(HGNC:NUP214),
Sensing of DNA Double Strand Break,,p(HGNC:ATM),
Nonhomologous End-Joining (NHEJ,,p(HGNC:ATM),
TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas,,p(HGNC:TP53); p(HGNC:ATM),
TP53 Regulates Transcription of Caspase Activators and Caspase,,p(HGNC:TP53); p(HGNC:ATM),
G2/M DNA damage checkpoin,,p(HGNC:TP53); p(HGNC:ATM); p(HGNC:BLM),
Meiotic recombinatio,,p(HGNC:ATM); p(HGNC:BLM),
Impaired BRCA2 binding to RAD5,,p(HGNC:ATM); p(HGNC:BLM),
Loss of Nlp from mitotic centrosome,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB4A),
Recruitment of mitotic centrosome proteins and complexe,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB4A),
Loss of proteins required for interphase microtubule organization from the centrosom,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB4A),
Recruitment of NuMA to mitotic centrosome,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB1); p(HGNC:TUBB3); p(HGNC:TUBB2A); p(HGNC:TUBB6); p(HGNC:TUBB2B); p(HGNC:TUBB8); p(HGNC:TUBB4A),
Anchoring of the basal body to the plasma membran,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB4A),
AURKA Activation by TPX,,p(HGNC:TUBB4B); p(HGNC:TUBB); p(HGNC:TUBB4A),
Hydroxycarboxylic acid-binding receptor,,p(HGNC:HCAR3),
G alpha (i) signalling event,,p(HGNC:OPRM1); p(HGNC:HCAR3),
Frs2-mediated activatio,,p(HGNC:BRAF),
ARMS-mediated activatio,,p(HGNC:BRAF),
Signalling to p38 via RIT and RI,,p(HGNC:BRAF),
Activation of BAD and translocation to mitochondri,,p(HGNC:BCL2),
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 member,,p(HGNC:BCL2),
The NLRP1 inflammasom,,p(HGNC:BCL2),
Regulation of MITF-M-dependent genes involved in apoptosi,,p(HGNC:BCL2),
FCGR activatio,,p(HGNC:SYK); p(HGNC:LYN),
Regulation of actin dynamics for phagocytic cup formatio,,p(HGNC:ABL1); p(HGNC:SYK),
Fc epsilon receptor (FCERI) signalin,,p(HGNC:SYK); p(HGNC:LYN),
Role of LAT2/NTAL/LAB on calcium mobilizatio,,p(HGNC:SYK); p(HGNC:LYN); p(HGNC:PIK3CA); p(HGNC:SOS1),
