batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1898579,MG-132,Y,Y,N,proteasome inhibitor,PSMB1,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,462382
BJ1898444,UK-383367,N,Y,N,procollagen C-endopeptidase inhibitor,BMP1,C1CCC(CC1)CCC[C@H](CC(=O)NO)C2=NC(=NO2)C(=O)N,9818682
BJ1896498,K02288,N,Y,N,bone morphogenic protein inhibitor,BMP1,COC1=CC(=CC(=C1OC)OC)C2=C(N=CC(=C2)C3=CC(=CC=C3)O)N,46173038
BJ1898542,tetrandrine,Y,Y,Y,calcium channel blocker,SLC6A3,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,73078
BJ1895013,cyclosporin-A,Y,Y,N,calcineurin inhibitor,"ABCB11, CAMLG, FPR1, PPIA, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3",CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,5280754
BJ1896776,flupentixol,N,Y,N,dopamine receptor antagonist,"ADRA1A, CHRM1, DRD1, DRD2, DRD3, DRD5, HTR2A",C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,5281881
BJ1896164,BAN-ORL-24,N,Y,N,nociceptin/orphanin FQ receptor antagonist,OPRL1,C1C[C@@H](N(C1)CC2=CC=CC=C2)C(=O)NCCCN3CCC4(CC3)C5=CC=CC=C5CO4,10296561
BJ1898770,butenafine,N,Y,N,fungal squalene epoxidase inhibitor,SQLE,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32,2484
BJ1896110,colforsin-daproate,Y,Y,N,adenylyl cyclase activator,,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)OC(=O)CCN(C)C,444029
BJ1898995,ML167,N,Y,N,"CLK inhibitor, DYRK inhibitor","CLK4, DYRK1B",CC1=CC=C(O1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CO,44968231
BJ1896530,A12B4C3,N,Y,N,polynucleotide kinase/phosphatase inhibitor,PNKP,CCCCCCCCCCC(C1C=CC2C(N1NC3=CC=C(C=C3)[N+](=O)[O-])C(=O)N(C2=O)C4=CC=CC=C4)O,6610064
BJ1896858,moxaverine,N,Y,N,phosphodiesterase inhibitor,,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,70882
BJ1898164,SU11274,N,Y,N,"hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor",MET,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)/C=C\3/C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,9549297
BJ1898617,WAY-600,Y,Y,N,mTOR inhibitor,MTOR,C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC5=C(C=C4)NC=C5)N6CCOCC6)CC7=CN=CC=C7,25229526
BJ1894757,primaquine,N,Y,N,"antimalarial agent, DNA inhibitor",,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,4908
BJ1897531,VU0240551,N,Y,N,potassium/chloride cotransporter inhibitor,SLC12A5,CC1=CSC(=N1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,7211972
BJ1896483,AS-1892802,N,Y,N,rho associated kinase inhibitor,ROCK1,C1=CC=C(C=C1)[C@@H](CO)NC(=O)NC2=CC=C(C=C2)C3=CC=NC=C3,46911016
BJ1898106,PD-156707,Y,Y,N,endothelin receptor antagonist,"EDNRA, EDNRB",COC1=CC=C(C=C1)C(=O)/C(=C(/C2=CC3=C(C=C2)OCO3)\C(=O)[O-])/CC4=CC(=C(C(=C4)OC)OC)OC,91929183
BJ1896256,SB-772077B,N,Y,N,rho associated kinase inhibitor,"ROCK1, ROCK2",CCN1C2=C(C=NC=C2C(=O)N3CC[C@@H](C3)N)N=C1C4=NON=C4N,16095343
BJ1894117,tyrphostin-AG-835,N,Y,N,protein tyrosine kinase inhibitor,EGFR,C[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328769
BJ1898323,doramapimod,N,Y,N,p38 MAPK inhibitor,"MAPK11, MAPK12, MAPK13, MAPK14",CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,156422
BJ1895423,MOMETASONE FUROATE,N,Y,N,,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,441336
BJ1898772,benztropine-mesylate,N,Y,N,acetylcholine receptor antagonist,"CHRM1, HRH1, SLC6A3",CN1[C@@H]2CC[C@@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,6832
BJ1894773,mepacrine,N,Y,Y,"cytokine production inhibitor, NFkB pathway inhibitor, TP53 activator",PLA2G1B,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,237
BJ1894933,pimozide,N,Y,N,dopamine receptor antagonist,"CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2",C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,16362
BJ1897192,biperiden,N,Y,N,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,2381
BJ1895743,Y-26763,N,Y,Y,potassium channel activator,KCNJ8,CC(=O)N([C@H]1[C@@H](C(OC2=C1C=C(C=C2)C#N)(C)C)O)O,121878
BJ1895069,fasudil,N,Y,N,rho associated kinase inhibitor,"PKIA, PRKACA, ROCK1, ROCK2",C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,3547
BJ1897538,pexidartinib,N,Y,N,tyrosine kinase inhibitor,"CSF1R, FLT3, KIT",C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,25151352
BJ1896623,SPP86,N,Y,N,receptor tyrosine protein kinase inhibitor,RET,CC(C)N1C2=NC=NC(=C2C(=N1)C#CC3=CC=CC=C3)N,66549796
BJ1898667,CCT129202,N,Y,N,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO,374536
BJ1894268,desmethylclozapine,N,N,Y,acetylcholine receptor agonist,HTR2C,C1CN(CCN1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,135409468
BJ1898354,dapoxetine,N,N,N,selective serotonin reuptake inhibitor (SSRI),"HTR1A, HTR1B, HTR2C, SLC6A4",CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,71353
BJ1896658,GNF-7,N,N,N,"glucokinase inhibitor, protein kinase inhibitor","GCK, TNK2",CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CN=C(C=C5)C,11478363
BJ1895134,triflupromazine,N,N,Y,dopamine receptor antagonist,"CHRM1, CHRM2, DRD1, DRD2, HTR2B",CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,5568
BJ1897577,salmeterol,N,N,Y,adrenergic receptor agonist,ADRB2,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,5152
BJ1895656,blebbistatin-(+/-),N,N,N,ATPase inhibitor,"MYH14, MYH2",CC1=CC2=C(C=C1)N=C3C(C2=O)(CCN3C4=CC=CC=C4)O,3476986
BJ1898698,SAR131675,N,N,N,VEGFR inhibitor,FLT4,CCN1C(=C(C(=O)C2=C1N=C(C=C2)C#C[C@](C)(COC)O)C(=O)NC)N,71295845
BJ1895405,cepharanthine,Y,N,N,NFkB pathway inhibitor,,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,10206
BJ1897349,BAY-61-3606,N,N,Y,SYK inhibitor,SYK,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC,10200390
BJ1896133,VU0155069,N,N,N,phospholipase inhibitor,PLD1,C[C@@H](CN1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O)NC(=O)C4=CC5=CC=CC=C5C=C4,25105713
BJ1895413,azelastine,N,N,N,histamine receptor antagonist,HRH1,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,2267
BJ1897249,UNC0646,N,N,Y,histone lysine methyltransferase inhibitor,EHMT2,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,53315882
BJ1894055,GBR-13069,N,N,N,dopamine reuptake inhibitor,SLC6A3,C1CN(CCN1CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C/C=C/C4=CC=CC=C4,5974189
BJ1899036,BIX-01294,N,N,N,histone lysine methyltransferase inhibitor,"EHMT1, EHMT2",CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC,25150857
BJ1898149,STF-62247,Y,N,N,autophagy inducer,,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,704473
BJ1897270,BMS-191095,N,N,N,"KATP activator, potassium channel agonist",,CC1([C@@H]([C@H](C2=C(O1)C=CC(=C2)C#N)N(CC3=NC=CN3)C4=CC=C(C=C4)Cl)O)C,9822753
BJ1895221,colforsin,N,N,N,adenylyl cyclase activator,"ADCY2, ADCY5",CC(=O)O[C@H]1[C@H](C2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,5702265
BJ1898928,GZD824,N,N,N,Bcr-Abl kinase inhibitor,"ABL1, BCR",CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CC5=C(NN=C5)N=C4,51038269
BJ1895977,PNU-89843,N,N,N,benzodiazepine receptor agonist,GABBR1,CC1=CC2=C(N1C)N=C(N=C2N3CCCC3)N4CCCC4,154689
BJ1895133,trimipramine,N,N,N,"norepinephrine reputake inhibitor, tricyclic antidepressant","SLC6A2, SLC6A3, SLC6A4",CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,5584
BJ1897394,GDC-0834,N,N,N,Bruton's tyrosine kinase (BTK) inhibitor,BTK,CC1=C(C=CC=C1NC(=O)C2=CC3=C(S2)CCCC3)C4=CN(C(=O)C(=N4)NC5=CC=C(C=C5)C6C(=O)N(CCN6C)C)C,25235170
BJ1894317,colforsin,N,N,N,adenylyl cyclase activator,"ADCY2, ADCY5",CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,47936
BJ1895689,Ro-60-0175,N,N,N,serotonin receptor agonist,"HTR2A, HTR2B, HTR2C",C[C@@H](CN1C=CC2=CC(=C(C=C21)Cl)F)N,3045227
BJ1894101,C-1,N,N,N,protein kinase inhibitor,PRKCA,C1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,3545
BJ1896470,RU-SKI-43,N,N,Y,hedgehog pathway inhibitor,HHAT,CCC(C)CNCC(=O)N1CCC2=C(C1COC3=CC=CC(=C3)C)C=CS2,46006640
BJ1897261,merimepodib,N,N,N,inosine monophosphate dehydrogenase inhibitor,IMPDH1,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)O[C@H]3CCOC3)C4=CN=CO4,153241
BJ1894486,mifepristone,N,N,N,"glucocorticoid receptor antagonist, progesterone receptor antagonist","AR, NR1I2, NR3C1, PGR",CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,55245
BJ1898206,CYC116,N,N,N,Aurora kinase inhibitor,"AURKA, AURKB, KDR",CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,6420138
BJ1899137,thaliblastine,Y,N,Y,DNA inhibitor,,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC5=CC(=C(C=C5C[C@H]6C7=CC(=C(C=C7CCN6C)OC)OC)OC)OC)OC)OC,21470
BJ1897506,NKP-1339,Y,N,Y,HSP inhibitor,,0,0
BJ1898653,NVP-BVU972,N,N,N,MET inhibitor,MET,CN1C=C(C=N1)C2=NN3C(=NC=C3CC4=CC5=C(C=C4)N=CC=C5)C=C2,44206063
BJ1897475,uprosertib,N,N,N,AKT inhibitor,"AKT1, AKT2, AKT3",CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,51042438
BJ1896821,ABT-239,N,N,N,histamine receptor antagonist,"HRH1, HRH2, HRH3",C[C@@H]1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C4=CC=C(C=C4)C#N,9818903
BJ1897206,xanomeline,N,N,N,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7",CCCCCCOC1=NSN=C1C2=CCCN(C2)C.C(=O)(C(=O)O)O,18920248
BJ1897479,PRT062070,N,N,N,"JAK inhibitor, SYK inhibitor",SYK,CCS(=O)(=O)N1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4CC4)C(=O)N,44595079
BJ1895878,LY344864,N,N,N,serotonin receptor agonist,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR7",CN(C)[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)NC(=O)C4=CC=C(C=C4)F,5311097
BJ1897435,ripasudil,N,N,N,rho associated kinase inhibitor,"ROCK1, ROCK2",C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F,9863672
BJ1898292,ponatinib,N,N,N,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,24826799
BJ1894588,cinchocaine,N,N,N,sodium channel blocker,"CALM1, SCN10A, SCN5A",CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,3025
BJ1895143,chlorprothixene,N,N,N,dopamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C",CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,667467
BJ1896302,CID-2745687,N,N,N,G protein-coupled receptor antagonist,GPR35,CC(C)(C)NC(=S)N/N=C\C1=C(C=NN1C2=C(C=C(C=C2)F)F)C(=O)OC,5704212
BJ1899020,ORY-1001,N,N,N,histone lysine demethylase inhibitor,KDM1A,C1CC(CCC1N)N[C@@H]2C[C@H]2C3=CC=CC=C3,71543365
BJ1895854,EMD-386088,N,N,N,serotonin receptor agonist,HTR6,CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3,10131112
BJ1898481,honokiol,N,N,N,AKT inhibitor,"ALOX5, PTGS1, PTGS2",C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,72303
BJ1899273,difenpiramide,N,N,N,"cyclooxygenase inhibitor, prostaglandin inhibitor",,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=CC=N3,100472
BJ1896240,L-760735,N,N,Y,tachykinin antagonist,TACR1,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNN=C3CN(C)C)C4=CC=C(C=C4)F,9809077
BJ1894053,Ro-20-1724,N,N,N,phosphodiesterase inhibitor,"PDE3A, PDE4A, PDE4B, PDE4C, PDE4D",CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,5087
BJ1896452,NS-3861,Y,N,N,acetylcholine receptor agonist,"CHRNA3, CHRNB4",CN1C2CCC1C=C(C2)C3=C(C=CS3)Br,9838728
BJ1895962,Y-134,Y,N,N,estrogen receptor antagonist,"ESR1, ESR2",CC(C)N1CCN(CC1)C2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,11784736
BJ1898282,GSK429286A,N,N,N,rho associated kinase inhibitor,ROCK1,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,11373846
BJ1895686,eticlopride,N,N,N,dopamine receptor antagonist,"DRD2, DRD3, DRD4",CCC1=CC(=C(C(=C1O)C(=O)NC[C@@H]2CCCN2CC)OC)Cl,57267
BJ1896433,ML277,N,N,N,potassium channel activator,KCNQ1,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC[C@@H]2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC,53347902
BJ1895520,oxelaidin,N,N,N,antitussive,,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,4619
BJ1895552,clofazimine,N,N,N,GK0582 inhibitor,,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,2794
BJ1894338,8-bromo-cAMP,N,N,N,PKA activator,,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],71434121
DD4386005,Toremifene citrate,N,N,N,,,0,0
BJ1898701,baricitinib,N,N,N,JAK inhibitor,"JAK1, JAK2",CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,44205240
BJ1895822,"1,2,3,4,5,6-hexabromocyclohexane",N,N,N,JAK inhibitor,JAK2,C1(C(C(C(C(C1Br)Br)Br)Br)Br)Br,74603
BJ1894083,U-50488-(-),N,N,N,opioid receptor agonist,OPRK1,CN([C@H]1CCCC[C@@H]1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,6604724
BJ1896138,C-021,N,N,Y,CC chemokine receptor antagonist,CCR4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCC(CC3)N4CCCCC4)NC5CCCCCC5)OC,25141190
BJ1897370,DCC-2618,N,N,N,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","KIT, PDGFRA",CN1C=C(C=N1)C2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=CC=C5)F,46208890
BJ1896552,JTE-607,N,N,N,cytokine production inhibitor,"IL10, IL1B, IL6, TNF",CCOC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=CC(=C(C(=C2O)Cl)OCCN3CCN(CC3)C)Cl,9938545
BJ1895435,terbinafine,N,N,N,fungal squalene epoxidase inhibitor,SQLE,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,1549008
BJ1895365,benazepril,N,N,N,angiotensin converting enzyme inhibitor,ACE,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,5362124
BJ1895250,cloperastine,N,N,N,antitussive,,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,2805
BJ1898441,cyt387,N,N,N,JAK inhibitor,"JAK1, JAK2, JAK3",C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,25062766
BJ1898079,dimethisoquin,N,N,N,local anesthetic,,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,6857
BJ1894765,promazine,N,N,N,dopamine receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR2A, HTR2C",CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,4926
BJ1896086,SLV-320,N,N,N,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",C1CC(CCC1NC2=NC(=NC3=C2C=CN3)C4=CC=CC=C4)O,9953065
BJ1895397,bifonazole,Y,N,N,sterol demethylase inhibitor,,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,2378
BJ1897437,LH846,N,N,N,casein kinase inhibitor,CSNK1D,CC1=CC2=C(C=C1Cl)N=C(S2)NC(=O)CC3=CC=CC=C3,851474
BJ1895240,piroctone-olamine,N,N,N,,,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O,50259
BJ1896750,halofantrine,N,N,N,antimalarial agent,KCNN4,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,37393
BJ1894099,MR-16728,N,N,N,acetylcholine release enhancer,,C1CCCN(CC1)CCCNC(=O)C(C2CCCCC2)C3=CC=CC=C3,378811
BJ1897410,LCL-161,N,N,N,XIAP inhibitor,"BIRC2, XIAP",C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC,24737642
BJ1898944,SKLB1002,Y,N,N,VEGFR inhibitor,KDR,CC1=NN=C(S1)SC2=NC=NC3=CC(=C(C=C32)OC)OC,71461003
BJ1898543,isoliquiritigenin,N,N,N,guanylate cyclase activator,GABBR1,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,638278
BJ1898160,crizotinib-(S),Y,N,N,MTH1 inhibitor,NUDT1,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,11626560
BJ1897614,walrycin-B,N,N,N,transcriptional regulatory protein WalR,,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)C(F)(F)F)C,3164070
BJ1895553,benzydamine,N,N,N,prostanoid receptor antagonist,,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,12555
BJ1898791,flavoxate,N,N,N,acetylcholine receptor antagonist,"CHRM1, CHRM2",CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,3354
BJ1898270,tipifarnib,N,N,N,farnesyltransferase inhibitor,"FNTA, FNTB",CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,159324
BJ1894500,alverine,N,N,N,muscle relaxant,HTR1A,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,3678
BJ1897029,sunitinib,Y,N,N,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET",CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,3086686
BJ1895713,SB-239063,N,N,N,p38 MAPK inhibitor,"MAPK11, MAPK14, PTGS2",COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,5166
BJ1896737,budipine,N,N,N,glutamate receptor antagonist,GRIN1,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,68778
BJ1898902,LDN-57444,N,N,N,ubiquitin C-terminal hydrolase inhibitor,,CC(=O)O/N=C\1/C2=C(C=CC(=C2)Cl)N(C1=O)CC3=C(C=CC(=C3)Cl)Cl,16760696
BJ1897826,cetrorelix,N,N,N,gonadotropin releasing factor hormone receptor antagonist,"GNRHR, LHCGR",C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](CC3=CN=CC=C3)NC(=O)[C@@H](CC4=CC=C(C=C4)Cl)NC(=O)[C@@H](CC5=CC6=CC=CC=C6C=C5)NC(=O)C,25074887
BJ1896380,SNS-314,N,N,N,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4,24995524
BJ1897144,genz-123346,N,N,N,glucosylceramidase inhibitor,UGCG,CCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@@H](C2=CC3=C(C=C2)OCCO3)O,23652732
BJ1896251,P7C3,N,N,Y,NAMPT inhibitor,NAMPT,C1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,2836187
BJ1898869,wnt-c59,N,N,N,porcupine inhibitor,PORCN,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4,57519544
BJ1895005,cycloheximide,Y,N,N,protein synthesis inhibitor,RPL3,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,6197
BJ1896076,BI-78D3,N,N,N,JNK inhibitor,MAPK8,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-],2747117
BJ1896517,RKI-1447,N,N,N,rho associated kinase inhibitor,"CDC42BPA, DMPK, LIMK1, MYLK, PAK1, PKN1, ROCK1, ROCK2",C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3,60138149
BJ1894426,rolipram,N,N,N,phosphodiesterase inhibitor,,COC1=C(C=C(C=C1)[C@@H]2CC(=O)NC2)OC3CCCC3,158758
