batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1896271,UK-356618,N,N,N,metalloproteinase inhibitor,"MMP13, MMP14, MMP2, MMP3, MMP9",CC1=C(C=CC(=C1)CCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N[C@H](C)C2=CC=CC=C2)C(C)(C)C)C3=CC=CC=C3,10370504
BJ1894424,UB-165,N,N,N,acetylcholine receptor agonist,"CHRNA3, CHRNA4, CHRNB2",C1CC2CCC(N2)C(=C1)C3=CN=C(C=C3)Cl,4694339
BJ1899268,sorbic-acid,N,N,N,,,CC=CC=CC(=O)O,5251
BJ1899098,3-bromocamphor,N,N,N,,,CC1(C2CCC1(C(=O)C2Br)C)C,6438
BJ1898526,evodiamine,N,N,N,"ATPase inhibitor, TRPV agonist",TRPV1,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,151289
BJ1898595,GSK2126458,N,N,N,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,25167777
BJ1896139,A922500,N,N,N,diacylglycerol O acyltransferase inhibitor,DGAT1,C1C[C@H]([C@@H](C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4,24768261
BJ1898458,buparlisib,N,N,N,PI3K inhibitor,"PIK3CA, PIK3CG",C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,16654980
BJ1897982,mivobulin,N,N,N,microtubule inhibitor,,CCOC(=O)NC1=NC(=C2C(=C1)NC(=C(N2)C3=CC=CC=C3)C)N,129010060
BJ1894276,4-phenolsulfonic-acid,N,N,N,,,C1=CC(=CC=C1O)S(=O)(=O)[O-],3010347
BJ1896916,lofemizole,Y,N,N,cyclooxygenase inhibitor,,CC1=C(N=CN1)C2=CC=C(C=C2)Cl,71967
BJ1897357,trichostatin-a,N,N,N,HDAC inhibitor,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,444732
BJ1896113,NVP-DPP728,N,N,N,dipeptidyl peptidase inhibitor,DPP4,C1C[C@H](N(C1)C(=O)CNCCNC2=NC=C(C=C2)C#N)C#N,9796290
BJ1895917,lofepramine,N,N,N,"norepinephrine reuptake inhibitor, serotonin–norepinephrine reuptake inhibitor (SNRI)","HTR1A, SLC6A2, SLC6A4",CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,3947
BJ1894331,IMREG-1,N,N,N,,,C1=CC(=CC=C1C[C@@H](C(=O)NCC(=O)NCC(=O)O)N)O,123715
BJ1895027,temozolomide,N,N,N,DNA alkylating agent,MGMT,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,5394
BJ1897445,XL228,N,N,N,"Abl kinase inhibitor, insulin growth factor receptor inhibitor, SRC inhibitor","IGF1R, SRC",CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)N3CCN(CC3)C)NC4=NNC(=C4)C5CC5,59757974
BJ1896896,"2-ethyl-1,3-hexanediol",N,N,N,,,CCCC(C(CC)CO)O,7211
BJ1899054,macitentan,N,N,N,endothelin receptor antagonist,"EDNRA, EDNRB",CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,16004692
BJ1897613,LY2606368,N,N,N,CHK inhibitor,CHEK1,COC1=C(C(=CC=C1)OCCCN)C2=CC(=NN2)NC3=NC=C(N=C3)C#N,46700756
BJ1898407,AZD8330,N,N,N,MEK inhibitor,MAP3K1,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO,16666708
BJ1898208,WZ-4002,N,N,N,EGFR inhibitor,"EGFR, ERBB2",CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC,44607530
BJ1899095,eterobarb,N,N,N,anticonvulsant,,CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)C2=CC=CC=C2,33925
BJ1897287,AM679,N,N,N,"cannabinoid receptor agonist, lipoxygenase inhibitor","ALOX5AP, CNR1, CNR2",CC(=O)N1[C@@H](CC2=CC=CC=C21)COC3=CC4=C(C=C3)N(C(=C4SC(C)(C)C)CC(C)(C)C(=O)O)CC5=CC=C(C=C5)C6=NC=C(C=N6)OC,44627267
BJ1896372,A-412997,N,N,N,dopamine receptor agonist,DRD4,CC1=CC(=CC=C1)NC(=O)CN2CCC(CC2)C3=CC=CC=N3,10425450
BJ1894529,bithionol,N,N,N,autotaxin inhibitor,"ESR1, ESR2, MCL1",C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,2406
BJ1897150,PDE10-IN-1,N,N,N,phosphodiesterase inhibitor,PDE10A,CC1=CN=C(C2=NC(=NN12)[C@@H]3C[C@H]3C4=C(N5C=CC6=C(C5=N4)C=CC=N6)C)C,72709059
BJ1896912,AN2718,N,N,N,leucyl-tRNA synthetase inhibitor,,B1(C2=C(CO1)C=C(C=C2)Cl)O,11845944
BJ1897024,bortezomib,Y,N,N,"NFkB pathway inhibitor, proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA",B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,387447
BJ1898973,poziotinib,N,N,N,EGFR inhibitor,"EGFR, ERBB2, ERBB4",COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,25127713
BJ1897654,olmutinib,N,N,N,"Bruton's tyrosine kinase (BTK) inhibitor, EGFR inhibitor","BTK, EGFR",CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC4=C(C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)SC=C4,54758501
BJ1896548,FLI-06,Y,N,N,notch signaling inhibitor,,CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)OC4CCCCC4,3103157
BJ1898408,GSK1292263,N,N,N,glucose dependent insulinotropic receptor agonist,GRPR,CC(C)C1=NOC(=N1)N2CCC(CC2)COC3=CN=C(C=C3)C4=CC=C(C=C4)S(=O)(=O)C,24996872
BJ1899171,iodixanol,N,N,N,radiopaque medium,,CC(=O)N(CC(CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)C)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,3724
BJ1895972,FK-866,N,N,N,niacinamide phosphoribosyltransferase inhibitor,NAMPT,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,6914657
BJ1894948,ranitidine,N,N,N,histamine receptor antagonist,HRH2,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,3001055
BJ1894167,naltrindole,N,N,N,opioid receptor antagonist,"OPRD1, OPRK1, OPRM1",C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6,9953592
BJ1895829,chlormezanone,N,N,N,GABA receptor modulator,GABRA1,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,2717
BJ1898610,AS-604850,N,N,N,PI3K inhibitor,"PIK3CA, PIK3CG",C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,5287855
BJ1894285,ZM-241385,N,N,N,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,176407
BJ1896720,delamanid,N,N,N,bacterial cell wall synthesis inhibitor,,C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)N4CCC(CC4)OC5=CC=C(C=C5)OC(F)(F)F,6480466
BJ1898746,droxidopa,N,N,N,norepinephrine precursor,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH",C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,92974
BJ1898251,acitretin,N,N,N,retinoid receptor agonist,"RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3",CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,5284513
BJ1895249,clenbuterol,N,N,N,adrenergic receptor agonist,"ABCC8, ADRB2, KCNJ11",CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,2783
BJ1896564,verubulin,N,N,N,tubulin polymerization inhibitor,TUBB,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC,11414799
BJ1898043,lodoxamide,N,N,N,histamine receptor antagonist,,C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,44564
BJ1899180,chlorothymol,N,N,N,,,CC1=CC(=C(C=C1Cl)C(C)C)O,6982
BJ1897293,tandospirone,N,N,N,serotonin receptor agonist,HTR1A,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,91273
BJ1897305,cariprazine,N,N,N,dopamine receptor antagonist,"DRD2, DRD3",CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,11154555
BJ1898934,RGFP966,N,N,N,HDAC inhibitor,HDAC3,C1=CC=C(C=C1)/C=C/CN2C=C(C=N2)/C=C/C(=O)NC3=C(C=C(C=C3)F)N,56650312
BJ1896846,rucinol,N,N,N,tyrosinase inhibitor,TYR,CCCCC1=C(C=C(C=C1)O)O,205912
BJ1894858,ajmaline,N,N,N,sodium channel blocker,,CC[C@@H]1[C@H](N2[C@H]3C[C@@]45[C@H](C2CC1C3C4O)N(C6=CC=CC=C56)C)O,16667686
BJ1895272,teniposide,N,N,N,topoisomerase inhibitor,"TOP2A, TOP2B",COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H](C7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,6708778
BJ1897801,dihydromyricetin,N,N,N,,,C1=C(C=C(C(=C1O)O)O)[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O,161557
BJ1897879,7-hydroxy-PIPAT,N,N,N,dopamine receptor ligand,DRD3,CCCN(C/C=C/I)C1CCC2=C(C1)C=C(C=C2)O,6305587
BJ1896886,sobrepin,N,N,N,mucolytic agent,,CC1=CC[C@H](C[C@@H]1O)C(C)(C)O,854498
BJ1894477,GYKI-52466,N,N,N,glutamate receptor antagonist,"GRIA1, GRIA2, GRIA3, GRIA4",CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N,3538
BJ1895789,4-HQN,N,N,N,PARP inhibitor,PARP1,C1=CC=C2C(=C1)C(=O)NC=N2,135408753
BJ1895216,chlormidazole,N,N,N,fungal lanosterol demethylase inhibitor,,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl,71821
BJ1894594,diethylstilbestrol,N,N,N,estrogen receptor agonist,"ESR1, ESR2, ESRRB, ESRRG",CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,448537
BJ1898544,chrysophanic-acid,N,N,N,EGFR inhibitor,"EGFR, MTOR",CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,10208
BJ1895982,medetomidine,N,N,N,adrenergic receptor agonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C",CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,5311068
BJ1897023,panobinostat,N,N,N,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9",CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,6918837
BJ1898348,chlorphenamine,N,N,N,histamine receptor antagonist,,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,2725
BJ1896189,RN-1734,N,N,N,TRPV antagonist,TRPV4,CC(C)NCCN(C(C)C)S(=O)(=O)C1=C(C=C(C=C1)Cl)Cl,3601086
BJ1895898,AC-7954-(+/-),N,N,N,urotensin receptor agonist,UTS2R,CN(C)CCC1(CC2=CC=CC=C2C(=O)O1)C3=CC=C(C=C3)Cl,9797568
BJ1897347,pardoprunox,N,N,N,"dopamine receptor agonist, serotonin receptor agonist","DRD2, DRD3, DRD4, HTR1A, HTR7",CN1CCN(CC1)C2=CC=CC3=C2OC(=O)N3,6918525
BJ1895825,cordycepin,N,N,N,DNA inhibitor,,C1[C@H](O[C@H]([C@@H]1O)N2C=NC3=C(N=CN=C32)N)CO,6303
BJ1897712,talipexole,N,N,N,"adrenergic receptor agonist, dopamine receptor agonist","ADRA2A, DRD2, HTR3A",C=CCN1CCC2=C(CC1)SC(=N2)N,5374
BJ1894721,nortriptyline,N,N,N,tricyclic antidepressant,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, HTR6, KCNJ10, PGRMC1, SIGMAR1, SLC6A2, SLC6A4",CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,4543
BJ1896643,Lacosamide,N,N,N,,,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,219078
BJ1899073,preclamol,N,N,N,dopamine receptor agonist,DRD2,CCCN1CCC[C@@H](C1)C2=CC(=CC=C2)O,202478
BJ1899128,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",N,N,N,,,C1CCN2C(=CC1)NC3=CC=CC=C3C2=O,146047992
BJ1896742,amperozide,N,N,N,dopamine receptor antagonist,"FAAH, HTR2A",CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,73333
BJ1898620,resminostat,N,N,N,HDAC inhibitor,"HDAC1, HDAC3, HDAC6, HDAC8",CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,11609955
BJ1898887,JQ1-(+),N,N,N,bromodomain inhibitor,"BRD4, BRDT",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,46907787
BJ1899220,ethyl-2-(carbamoyloxy)benzoate,N,N,N,,,CCOC(=O)C1=CC=CC=C1OC(=O)N,145917
BJ1897401,CKD-712,N,N,N,NFkB pathway inhibitor,"JAK2, STAT1",C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=CC4=CC=CC=C43,9861306
BJ1895757,khellin,N,N,N,vasodilator,,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,3828
BJ1896366,ML-213,N,N,N,,,CC1=CC(=C(C(=C1)C)NC(=O)C2CC3CCC2C3)C,3111211
BJ1895772,ZD-2079,N,N,N,adrenergic receptor agonist,ADRB3,C1=CC=C(C=C1)[C@H](CNCCOC2=CC=C(C=C2)CC(=O)O)O,158794
BJ1897673,3-bromopyruvate,N,N,N,hexokinase inhibitor,HK2,C(C(=O)C(=O)O)Br,70684
BJ1898849,tenovin-6,Y,N,N,SIRT inhibitor,"SIRT1, SIRT2, SIRT3",CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)NC(=O)CCCCN(C)C,24772043
BJ1896596,verteporfin,N,N,N,photosensitizing agent,,CC1=C(C2=CC3=C(C(=C(N3)C=C4[C@@]5([C@@H](C(=CC=C5C(=N4)C=C6C(=C(C(=N6)C=C1N2)C=C)C)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)CCC(=O)O,136589658
BJ1896460,A-939572,N,N,N,stearoyl-CoA desaturase inhibitor,SCD,CNC(=O)C1=CC(=CC=C1)NC(=O)N2CCC(CC2)OC3=CC=CC=C3Cl,24905400
BJ1897657,integrin-antagonist-1,N,N,N,integrin antagonist,"ITGAV, ITGB6",CC1=CC(=NN1C2=CC=CC(=C2)[C@H](CC(=O)O)CN3CC[C@H](C3)CCC4=NC5=C(CCCN5)C=C4)C,86272865
BJ1894521,benserazide,N,N,N,DOPA decarboxylase inhibitor,DDC,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,2327
BJ1894073,capsazepine,N,N,N,TRPV agonist,"TRPV1, TRPV4",C1CC2=CC(=C(C=C2CN(C1)C(=S)NCCC3=CC=C(C=C3)Cl)O)O,2733484
BJ1894209,MDL-11939,N,N,N,serotonin receptor antagonist,"HTR2A, HTR2B, HTR2C",C1CN(CCC1C(C2=CC=CC=C2)O)CCC3=CC=CC=C3,71781
BJ1899188,SEP-227900,N,N,N,D-amino acid oxidase Inhibitor,DAO,C1=COC2=C1NC(=C2)C(=O)O,7141881
BJ1896191,SC-51089,N,N,N,prostanoid receptor antagonist,PTGER1,C1C2=CC=CC=C2OC3=C(N1C(=O)NNC(=O)CCC4=CC=NC=C4)C=C(C=C3)Cl,132749
BJ1898380,balofloxacin,N,N,N,bacterial DNA gyrase inhibitor,,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,65958
BJ1895223,isosorbide-mononitrate,N,N,N,nitric oxide stimulant,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3",C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,27661
BJ1896598,ASP-2535,N,N,N,glycine transporter inhibitor,SLC6A9,CC(C)C1=NN=C(N1C2=CC=CC3=NON=C32)C4=CN=C(C=C4)C5=CC=CC=C5,9800113
BJ1898835,efaproxiral,N,N,N,hemoglobin oxygen release stimulant,"HBA1, HBB",CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC(C)(C)C(=O)O)C,122335
BJ1896413,ETP-45658,N,N,N,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",CN1C2=C(C=N1)C(=NC(=N2)C3=CC(=CC=C3)O)N4CCOCC4,25229608
BJ1898891,3-deazaneplanocin-A,N,N,N,histone lysine methyltransferase inhibitor,EZH2,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,73087
BJ1894522,benzethonium,N,N,N,sodium channel blocker,SCN10A,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,2335
BJ1898088,eucatropine,N,N,N,acetylcholine receptor antagonist,,CC1CC(CC(N1C)(C)C)OC(=O)C(C2=CC=CC=C2)O,7534
BJ1897005,Y-39983,N,N,N,rho associated kinase inhibitor,"ROCK1, ROCK2",C[C@H](C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N,9810884
BJ1898598,WYE-125132,N,N,N,mTOR inhibitor,MTOR,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7,25260757
BJ1897941,rifamycin-sv,N,N,N,RNA synthesis inhibitor,,C[C@@H]1/C=C\C=C(/C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]1O)C)O)C)C(=O)OC)C)OC)C)C)O)O)\C,129010042
BJ1898068,amyleine,N,N,N,local anesthetic,,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1,10767
BJ1894867,albuterol,N,N,N,adrenergic receptor agonist,ADRB2,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,2083
BJ1894722,noscapine,N,N,N,"bradykinin receptor antagonist, tubulin polymerization inhibitor",SIGMAR1,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,31411
BJ1896503,BMS-599626,N,N,N,"EGFR inhibitor, protein tyrosine kinase inhibitor","EGFR, ERBB2, ERBB4",CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018
BJ1897379,epothilone-D,N,N,N,"microtubule stabilizing agent, tubulin polymerization inhibitor",TUBB,C[C@H]1CCC/C(=C\C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C2=CSC(=N2)C)/C)/C,447865
BJ1896142,voglibose,N,N,N,glucosidase inhibitor,MGAM,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO,444020
BJ1896130,SB-657510,N,N,N,urotensin receptor antagonist,UTS2R,CN1CC[C@H](C1)OC2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C(=C3)OC)OC)Br)Cl,11272107
BJ1894749,pilocarpine,N,N,N,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C,5910
BJ1897118,BET-BAY-002,N,N,N,bromodomain inhibitor,,CC1=NN=C2N1C3=CC=CC=C3C(=C[C@H]2CC4=NN=C(O4)C)C5=CC=C(C=C5)Cl,73425805
BJ1897774,nomifensine,N,N,N,"dopamine reuptake inhibitor, noradrenaline uptake inhibitor","DRD2, SLC6A2, SLC6A3",CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,4528
BJ1896326,GNF-2,N,N,N,Bcr-Abl kinase inhibitor,"ABL1, BCR",C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F,5311510
BJ1894665,indoprofen,N,N,N,"cyclooxygenase inhibitor, prostanoid receptor antagonist","CXCR1, CXCR2, PTGS1, PTGS2",CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,3718
BJ1895113,adiphenine,N,N,N,acetylcholine receptor antagonist,CHRNA1,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,2031
BJ1899052,dynasore,N,N,N,dynamin inhibitor,"DNM1, DNM1L, DNM2",C1=CC=C2C=C(C(=CC2=C1)C(=O)N/N=C\C3=CC(=C(C=C3)O)O)O,135742410
BJ1894710,neostigmine,N,N,N,acetylcholinesterase inhibitor,ACHE,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,4456
BJ1895783,vindesine,N,N,N,tubulin polymerization inhibitor,"TUBB, TUBB1",CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,40839
BJ1894761,procaine,N,N,N,HMGCR inhibitor,"CHRNA2, GRIN3A, HTR3A, KCNMA1, KCNMB1, KCNMB2, KCNMB3, KCNMB4, KCNN1, KCNN2, KCNN3, KCNN4, MAOA, MAOB, RYR1, RYR2, SCN10A, SLC6A3",CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,4914
BJ1897739,butylphthalide,N,N,N,potassium channel antagonist,KCNK2,CCCCC1C2=CC=CC=C2C(=O)O1,61361
BJ1895530,gabapentin,N,N,N,calcium channel blocker,"ADORA1, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",C1CCC(CC1)(CC(=O)O)CN,3446
BJ1896907,midostaurin,N,N,N,"FLT3 inhibitor, KIT inhibitor, PKC inhibitor","FLT3, PRKCG",C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,9829523
BJ1895582,tyrphostin-AG-825,N,N,N,protein tyrosine kinase inhibitor,ERBB2,COC1=CC(=CC(=C1O)CSC2=NC3=CC=CC=C3S2)/C=C(\C#N)/C(=O)N,6091659
BJ1895562,terazosin,N,N,N,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D",COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,5401
BJ1897442,ansamitocin-p-3,N,N,N,apoptosis stimulant,,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O,5282049
BJ1897314,tecovirimat,N,N,N,orthopoxvirus egress inhibitor,,C1[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,16124688
BJ1898288,HMN-214,N,N,N,PLK inhibitor,PLK1,CC(=O)N(C1=CC=CC=C1/C=C/C2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC,9888590
BJ1897773,ethylnorepinephrine,N,N,N,bronchodilator,,CCC(C(C1=CC(=C(C=C1)O)O)O)N,18538
BJ1895130,ceftriaxone,N,N,N,bacterial cell wall synthesis inhibitor,,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,5361919
BJ1898075,parthenolide-(alternate-stereo),Y,N,N,NFkB pathway inhibitor,"IKBKB, RELA",C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,7251185
BJ1898005,alcuronium,N,N,N,muscle relaxant,"CHRM1, CHRM2, CHRM3, CHRM4, CHRNA7",C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6C4/C(=C\N7C8/C(=C6)/[C@@H]9/C(=C/CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C/CO)/C1)CC2,24776151
BJ1899162,landiolol,N,N,N,adrenergic receptor antagonist,ADRB1,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C,114905
