compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
quiflapon,833.33,1.93,106.5821849,0
quinagolide,8.33,-0.18,106.0009984,0
quinapril,10000.0,4.29,97.79397774,0
quinaprilat,10000.0,0.11,105.679762,0
quinelorane,1.0,0.91,101.453011,0
quinestrol,10000.0,15.7,87.39994581,0
quinethazone,100.0,-4.32,103.2857149,0
quinidine,10000.0,2.18,91.28353214,0
quinine-ethyl-carbonate,833.33,6.66,107.3804565,0
quinolinic-acid,1.0,1.12,107.8808701,0
quinpirol-(-),8.33,2.95,93.12563317,0
quipazine,1.0,2.16,90.7720538,0
quizartinib,100.0,0.83,98.76050732,0
QX-222,10000.0,0.5,99.69438328,0
QX-314,833.33,0.8,97.82301763,0
R-1479,100.0,1.7,99.02110257,0
R-1485,8.33,0.05,105.4055948,0
R-268712,1.0,3.99,96.14040855,0
R-59022,833.33,2.57,100.4986963,0
R-96544,100.0,14.74,97.46354628,0
R112,1.0,2.79,103.4180127,0
R306465,8.33,2.59,97.52117238,0
R406,8.33,-0.43,98.96118224,0
R547,833.33,6.41,53.62055443,0
rabeprazole,100.0,2.14,94.2924235,0
rac-BHFF,1.0,5.52,98.99321938,0
racecadotril,8.33,1.8,99.31293444,0
raclopride,10000.0,-0.07,100.131899,0
ractopamine,10000.0,1.53,103.8235995,0
radafaxine,833.33,7.12,96.38964371,0
radezolid,10000.0,2.43,93.60739559,0
RAF265,10000.0,4.48,51.55517403,0
raloxifene,10000.0,24.41,67.89637004,0
raltegravir,1.0,3.09,100.8177136,0
raltitrexed,8.33,5.47,100.7393255,0
ramatroban,10000.0,2.02,103.9026525,0
ramelteon,1.0,0.77,111.7604954,0
ramipril,833.33,5.34,99.16660173,0
ranirestat,833.33,3.78,92.18645153,0
ranitidine,100.0,2.56,98.87981706,0
ranolazine,833.33,0.17,90.66001321,0
rapastinel,100.0,0.55,95.03696045,0
rasagiline,1.0,0.63,106.0046183,0
ravuconazole,10000.0,0.29,98.63005691,0
RBC8,8.33,4.3,107.6668909,0
rebamipide,100.0,4.52,97.63245479,0
rebastinib,10000.0,8.96,9.919704571,0
reboxetine,8.33,1.82,101.8159303,0
Rec-15/2615,833.33,3.59,99.61205476,0
regadenoson,100.0,3.4,86.22568844,0
regorafenib,8.33,3.25,98.91850259,0
relcovaptan,10000.0,2.72,97.53479284,0
relebactam,8.33,1.87,97.15372532,0
remacemide,833.33,0.88,96.24943336,0
Remdesivir,10000.0,9.79,108.9184942,0
remimazolam,100.0,2.32,99.31018597,0
remodelin,100.0,1.18,101.8286531,0
remoxipride,8.33,2.05,100.1152895,0
reparixin,10000.0,4.19,112.0891392,0
repsox,8.33,2.3,97.84704653,0
resatorvid,100.0,3.21,97.57040467,0
reserpine,10000.0,7.95,97.05066741,0
resibufogenin,1.0,-0.2,106.48358,0
resiquimod,8.33,3.82,100.7688412,0
resminostat,1.0,0.52,105.4565006,0
resorcinol,833.33,-2.6,96.49510166,0
resveratrol,10000.0,3.82,98.59561042,0
retapamulin,8.33,2.42,101.1546936,0
retaspimycin,10000.0,8.73,25.46161103,0
Retigabine,8.33,1.16,99.12519926,0
retinaldehyde,10000.0,10.39,99.91518092,0
retinol,10000.0,2.75,101.0063923,0
retinyl-acetate,833.33,1.34,97.95848969,0
revaprazan,100.0,2.31,92.74328959,0
reversan,1.0,12.14,97.81960082,0
reversine,8.33,6.21,98.06882926,0
RG108,8.33,3.8,99.06361369,0
RG1530,833.33,2.98,92.46151204,0
RG2833,833.33,2.18,91.26997494,0
RG4733,10000.0,-3.87,103.7636776,0
RG7112,10000.0,5.99,28.82652158,0
RGB-286638,10000.0,9.0,12.5433878,0
RGFP966,8.33,1.78,105.9795916,0
RHC-80267,833.33,2.74,100.3877135,0
rhein,833.33,-0.03,99.07453444,0
rheochrysidin,1.0,1.91,98.87648768,0
RI-1,10000.0,4.62,107.1851776,0
ribavirin,10000.0,4.23,103.562397,0
ribitol,8.33,3.83,100.0327168,0
ribociclib,100.0,-0.03,97.96281421,0
riboflavin,10000.0,0.32,95.42669319,0
riboflavin-5-phosphate-sodium,8.33,3.45,101.6056249,0
ribostamycin-sulfate,1.0,2.03,97.1274699,0
rifampin,10000.0,-1.54,64.70192053,0
rifamycin-sv,833.33,5.19,95.63094868,0
rifapentine,10000.0,1.47,97.74881135,0
rifaximin,1.0,0.71,106.2027226,0
rilmenidine,8.33,3.39,99.06794482,0
rilpivirine,1.0,0.35,100.5317753,0
riluzole,833.33,3.82,99.45911106,0
rimantadine,1.0,-2.29,101.505989,0
rimcazole,10000.0,31.06,81.72820944,0
rimegepant,8.33,1.65,96.77887607,0
rimexolone,833.33,0.22,94.70062022,0
rimonabant,8.33,1.55,95.03364872,0
riodoxol,8.33,0.37,99.31954241,0
ripasudil,8.33,0.41,102.8458018,0
ripazepam,8.33,0.91,99.88894996,0
risedronate,833.33,3.13,94.79577183,0
RITA,10000.0,2.31,67.95066043,0
ritodrine,100.0,1.29,102.4047853,0
ritonavir,833.33,3.37,101.7588844,0
Ritonavir,8.33,1.47,96.98226474,1
ritonavir,10000.0,0.85,107.4621735,1
Ritonavir,100.0,0.46,101.0929602,1
ritonavir,8.33,0.25,97.46337062,1
Ritonavir,10000.0,-1.6,99.79667567,1
Rivaroxaban (Xarelto),100.0,3.46,107.6927218,0
rivastigmine,100.0,2.11,102.9967653,0
rizatriptan,8.33,0.07,94.83258972,0
RKI-1447,8.33,3.71,96.87902085,0
RN-1,100.0,7.94,104.6136206,0
RN-1734,1.0,1.45,97.0138888,0
RN-1747,833.33,3.68,96.14198655,0
Ro-04-5595,8.33,2.27,108.2755614,0
Ro-08-2750,833.33,2.07,92.45357176,0
Ro-10-5824,1.0,0.67,92.6526985,0
Ro-106-9920,10000.0,13.97,12.1180547,0
Ro-1138452,100.0,2.45,100.9014978,0
Ro-15-4513,8.33,7.03,93.99960637,0
Ro-19-4605,8.33,3.55,96.4328689,0
Ro-20-1724,8.33,1.6,94.78192477,0
Ro-25-6981,100.0,-0.78,103.2795888,0
Ro-28-1675,10000.0,1.96,98.88820009,0
Ro-3,10000.0,2.54,102.9016678,0
Ro-3306,10000.0,4.28,80.86569803,0
Ro-48-8071,10000.0,13.8,84.48702616,0
Ro-4987655,1.0,-1.5,89.32045064,0
Ro-5126766,1.0,-0.25,94.57039516,0
Ro-60-0175,8.33,4.09,98.35206099,0
Ro-61-8048,100.0,7.06,85.10898985,0
Ro-67-7476,833.33,1.4,103.7778063,0
Ro-90-7501,10000.0,6.35,112.668527,0
robalzotan,10000.0,3.7,102.7737612,0
rociletinib,1.0,-0.09,105.0904158,0
ROCURONIUM BROMIDE,100.0,2.36,89.51704728,0
rofecoxib,1.0,1.64,93.64210355,0
roflumilast,8.33,1.68,91.16447486,0
rolipram,8.33,1.99,103.1474027,0
rolziracetam,100.0,1.49,97.82139996,0
romidepsin,8.33,0.79,102.2447289,0
ronidazole,1.0,2.87,97.95262052,0
ropinirole,833.33,2.2,99.3149868,0
ropivacaine,833.33,3.09,98.69244646,0
roquinimex,100.0,2.85,98.17779679,0
rosamicin,10000.0,9.6,90.91539315,0
roscovitine,8.33,2.46,103.1098607,0
rose-bengal,100.0,3.14,102.6877739,0
rosiglitazone,10000.0,1.48,81.34640378,0
rosmarinic-acid,8.33,3.5,102.6187135,0
rosoxacin,10000.0,3.73,102.9046404,0
rostafuroxine,1.0,3.43,102.7815218,0
rosuvastatin,8.33,0.22,97.85702714,0
rotigotine,100.0,1.13,90.07265578,0
rotundine,833.33,4.97,101.1664312,0
roxarsone,8.33,-2.76,111.2953104,0
roxatidine-acetate,10000.0,2.34,99.19143434,0
RP-001,833.33,2.4,100.7400071,0
RP67580,833.33,3.76,95.93729256,0
RQ-00203078,10000.0,4.63,88.90240284,0
RRx-001,1.0,1.69,105.7742496,0
RS-100329,8.33,0.88,96.20523964,0
RS-102221,10000.0,0.94,99.73093876,0
RS-102895,100.0,-1.41,97.21998734,0
RS-127445,8.33,1.62,98.58514051,0
RS-16566,833.33,1.32,94.85181992,0
RS-17053,100.0,0.78,93.44171172,0
RS-23597-190,833.33,4.22,103.5700433,0
RS-39604,10000.0,28.28,29.40029722,0
RS-45041-190,8.33,3.31,98.67153578,0
RS-504393,8.33,4.93,100.6227805,0
RS-56812,10000.0,1.51,98.52059683,0
RS-67333,1.0,-0.14,101.3563079,0
RS-67506,833.33,0.95,93.85125084,0
RS-79948,833.33,5.17,93.76524707,0
RSV604,1.0,0.66,95.12168197,0
RU-24969,1.0,1.62,101.1041371,0
RU-28318,8.33,15.06,91.02341596,0
RU-58841,100.0,4.71,100.0342751,0
RU-SKI-43,8.33,3.61,92.87062388,0
rucaparib,100.0,7.61,96.1440486,0
rucinol,100.0,2.12,105.6023084,0
rufinamide,10000.0,3.51,103.3018111,0
rufloxacin,833.33,1.64,101.4449606,0
rupatadine,833.33,2.5,100.1209565,0
rutaecarpine,833.33,0.6,100.2362929,0
rutin,100.0,5.75,98.84531302,0
ruxolitinib-(S),833.33,1.79,94.31692801,0
RWJ-50271,833.33,5.36,97.67926775,0
RWJ-67657,10000.0,2.27,100.0922473,0
RX-821002,8.33,1.98,95.97547756,0
ryuvidine,833.33,6.56,96.37536107,0
S-07662,10000.0,3.09,97.87240165,0
S-111,1.0,3.89,103.820909,0
S-14506,100.0,0.77,97.49814441,0
S-isopropylisothiourea,100.0,3.8,99.53627522,0
S-methylcysteine,1.0,4.21,92.7607291,0
S-nitrosoglutathione,8.33,0.8,97.15202635,0
S-sulfo-L-cysteine,833.33,1.93,97.46946116,0
S-trityl-L-cysteine,8.33,-0.64,100.0743262,0
S18986,100.0,-6.43,97.99848246,0
S1P1-agonist-III,8.33,-0.01,101.3168539,0
S26948,8.33,2.25,96.6900298,0
S4,10000.0,5.04,96.57205962,0
SA-47,10000.0,4.93,109.7005387,0
saccharin,100.0,0.17,100.3550212,0
saclofen,833.33,4.89,100.8405934,0
sacubitril,10000.0,2.18,107.0814071,0
safinamide,8.33,5.34,89.75152671,0
safingol,1.0,3.01,105.6631541,0
sal003,8.33,0.81,101.6558331,0
salazodine,8.33,3.48,108.1012055,0
salicin,10000.0,5.91,100.6582747,0
salicyl-alcohol,833.33,4.76,104.6205826,0
salicylamide,100.0,5.65,102.5344798,0
salicylanilide,833.33,1.14,100.0420549,0
salicylic-acid,1.0,1.59,103.1586143,0
salidroside,833.33,0.45,99.75162604,0
Salinomycin (Procoxacin),10000.0,56.96,44.68565738,1
salirasib,833.33,6.06,97.35245162,0
salmeterol,100.0,10.42,100.9392538,0
salsolinol-1-carboxylic-acid,833.33,2.45,92.21368999,0
salubrinal,1.0,3.2,105.8836103,0
salvianolic-acid-B,1.0,3.16,96.09746523,0
salvinorin-A,10000.0,0.69,98.41822387,0
sanazole,8.33,0.45,99.08798752,0
sanguinarium-chloride,833.33,2.52,75.91579013,0
SANT-1,8.33,0.23,99.74850524,0
SANT-2,10000.0,4.29,92.64522267,0
sapropterin,8.33,2.62,102.3366084,0
saquinavir,100.0,-1.46,104.3439708,0
SAR-245409,8.33,4.37,95.91704334,0
SAR131675,10000.0,6.9,103.8539851,0
SAR405,10000.0,44.35,63.77191377,0
SAR405838,833.33,2.65,63.39869426,0
SAR407899,1.0,1.91,97.13359685,0
saracatinib,1.0,0.37,97.48288067,0
sarafloxacin,1.0,-2.73,106.0775929,0
sarcosine,833.33,2.03,102.9283226,0
saroglitazar,10000.0,1.31,95.18012954,0
sarpogrelate,833.33,-0.22,100.264235,0
sasapyrine,100.0,-2.49,101.6877985,0
satraplatin,10000.0,23.75,68.09482751,0
savolitinib,10000.0,1.9,97.35787202,0
"Saxagliptin (BMS-477118,Onglyza)",10000.0,2.08,96.64053808,0
SB-200646,10000.0,1.94,103.1416496,0
SB-202190,10000.0,8.91,110.9187423,0
SB-203186,8.33,2.59,95.59771597,0
SB-203580,10000.0,4.9,92.30834864,0
SB-205384,100.0,3.12,88.62140101,0
SB-206553,10000.0,2.05,100.4052673,0
SB-216641,10000.0,5.11,20.13982973,0
SB-216763,10000.0,20.84,99.80807718,0
SB-218078,10000.0,8.57,75.00046857,0
SB-218795,1.0,2.67,92.61828605,0
SB-221284,833.33,1.75,102.0063578,0
SB-222200,100.0,5.18,102.3058239,0
SB-225002,1.0,0.2,100.9927662,0
SB-228357,10000.0,2.45,95.13796484,0
SB-2343,100.0,3.48,88.70705585,0
SB-239063,10000.0,7.7,100.859887,0
SB-242235,10000.0,7.05,88.99841864,0
SB-243213,833.33,0.74,101.3035214,0
SB-258585,100.0,0.99,101.5121572,0
SB-268262,833.33,16.48,88.12393256,0
SB-269970,833.33,2.79,93.81013247,0
SB-271046,8.33,3.35,97.98375582,0
SB-297006,100.0,2.6,103.0814872,0
SB-328437,100.0,1.17,90.80492363,0
SB-334867,100.0,2.76,90.87146984,0
SB-366791,833.33,-0.56,95.02325151,0
SB-399885,833.33,5.17,98.68409074,0
SB-408124,10000.0,4.9,100.4592467,0
SB-415286,10000.0,6.31,105.1534248,0
SB-431542,8.33,0.7,92.39673517,0
SB-452533,8.33,2.65,113.9555261,0
SB-505124,1.0,-0.26,103.6451245,0
SB-525334,1.0,3.48,99.27942452,0
SB-590885,10000.0,6.82,113.1933092,0
SB-612111,100.0,4.25,94.96023023,0
SB-657510,8.33,1.7,93.63972081,0
SB-683698,8.33,2.0,96.20319283,0
SB-705498,833.33,3.42,99.7987255,0
SB-706375,8.33,2.6,101.1158284,0
SB-742457,10000.0,1.43,105.6599846,0
SB-743921,1.0,1.81,99.39249714,0
SB-747651A,1.0,0.63,93.2606077,0
SB-756050,10000.0,6.2,105.3239208,0
SB-772077B,8.33,3.31,105.9764171,0
SB-939,1.0,2.32,107.1882718,0
SBE-13,8.33,0.63,103.4951803,0
SBHA,833.33,-0.16,102.3984575,0
SC-10,100.0,1.31,102.3125906,0
SC-12267,833.33,5.63,95.76552874,0
SC-144,8.33,0.82,100.073644,0
SC-19220,8.33,1.22,103.5203473,0
SC-236,8.33,3.82,93.33382685,0
SC-51089,10000.0,5.24,108.6814701,0
SC-560,8.33,3.29,104.676608,0
SC-9,833.33,2.55,101.8585923,0
SCH-202676,1.0,1.73,97.78796769,0
SCH-221510,10000.0,2.21,97.43784887,0
SCH-23390,1.0,10.46,95.59643089,0
SCH-28080,100.0,2.87,95.79221556,0
SCH-51344,833.33,-0.23,99.43528387,0
SCH-58261,8.33,1.86,99.76242752,0
SCH-900776,100.0,2.32,98.17919827,0
schisandrin-B,100.0,-0.03,93.36761955,0
schisandrol-B,1.0,3.78,102.1576862,0
sclareol,1.0,0.36,100.5726977,0
Sclareolide (Norambreinolide),100.0,6.06,102.3536237,0
SCMC-Lys,1.0,1.74,101.835596,0
scopine,833.33,1.5,105.5665372,0
SCOPOLAMINE HYDROBROMIDE,1.0,1.79,94.20179032,0
scopolamine-N-oxide,833.33,13.6,97.41417639,0
scriptaid,1.0,4.82,106.7539316,0
SCS,833.33,0.75,101.7706891,0
SD-169,10000.0,3.72,89.8293776,0
SD-208,8.33,0.45,103.381287,0
SD-2590,1.0,3.42,97.60092276,0
SDM25N,1.0,1.25,90.7221831,0
SDZ-205-557,8.33,3.49,104.4627812,0
SDZ-21009,8.33,0.3,101.7735171,0
SDZ-220-040,100.0,2.7,105.9197576,0
SDZ-220-581,1.0,8.76,95.81982595,0
SDZ-NKT-343,833.33,5.13,97.74812116,0
SDZ-SER-082,100.0,1.77,95.5944512,0
SDZ-WAG-994,100.0,8.69,97.07949635,0
Se-methylselenocysteine,1.0,2.05,104.0915407,0
seclazone,10000.0,1.99,101.6742398,0
secnidazole,1.0,-4.41,104.4043003,0
secoisolariciresinol-(-),8.33,5.68,109.5971076,0
secoisolariciresinol-diglucoside,100.0,3.12,93.58776845,0
securinine,10000.0,18.45,101.0847222,0
selamectin,10000.0,16.1,86.72530147,0
selegiline,100.0,1.02,100.2327707,0
selexipag,100.0,-0.43,93.04767462,0
selinexor,1.0,-0.07,98.94628352,0
semagacestat,8.33,3.54,100.7148225,0
semapimod,833.33,7.62,94.74239889,0
semaxanib,10000.0,9.7,105.6405571,0
semustine,1.0,1.43,106.4457016,0
SEN-1269,833.33,2.09,89.18935258,0
senicapoc,833.33,0.14,97.25521555,0
sennoside-A,100.0,0.82,95.91223445,0
seocalcitol,833.33,1.95,96.55489795,0
SEP-227900,100.0,-2.08,102.0203022,0
seratrodast,833.33,2.24,96.94831779,0
serdemetan,10000.0,22.1,87.9103602,0
serotonin,100.0,2.41,102.5957814,0
sertaconazole,833.33,1.68,104.7641082,0
sertindole,100.0,-2.36,105.1392141,0
SERTRALINE HYDROCHLORIDE,10000.0,12.08,77.8070791,0
sesamin,833.33,0.48,99.26335613,0
setipiprant,100.0,-0.37,97.34716773,0
Sevelamer HCl,833.33,0.69,103.0045159,0
SEW-2871,10000.0,1.68,109.4806461,0
SF-11,8.33,-1.73,99.85145722,0
SGC-0946,8.33,9.52,95.74041873,0
SGC-707,833.33,1.0,103.2875638,0
SGC-CBP30,10000.0,5.31,53.85337106,0
SGI-1027,10000.0,20.31,63.88928107,0
SGI-1776,10000.0,19.75,54.97601785,0
SGX523,10000.0,3.33,107.2044856,0
SHA-68,833.33,3.22,101.9954936,0
shikimic-acid,833.33,2.68,95.8241963,0
Shikonin,833.33,3.65,6.119467513,0
SHP099,100.0,2.58,106.4824055,0
SIB-1553A,1.0,0.25,105.8580234,0
SIB-1757,10000.0,3.77,92.488481,0
SIB-1893,1.0,3.85,93.95701841,0
SID-7969543,8.33,1.77,99.41047196,0
siguazodan,833.33,1.67,98.86395435,0
sildenafil,1.0,2.67,98.33887092,0
silibinin,10000.0,1.72,99.23908544,0
silodosin,1.0,3.7,93.9406602,0
silver-sulfadiazine,10000.0,0.29,90.06265529,0
silymarin,1.0,0.76,105.3395734,0
simeprevir,8.33,3.7,104.8510522,0
simvastatin,10000.0,5.01,50.56986921,0
sinefungin,10000.0,-7.24,99.51379426,0
sinomenine,833.33,2.51,96.95530751,0
sipatrigine,10000.0,2.7,94.46404571,0
siponimod,10000.0,1.37,96.38977537,0
siramesine,10000.0,28.74,73.54377323,0
sirolimus,833.33,-0.23,55.91319016,0
SirReal-2,10000.0,2.48,101.5593725,0
sirtinol,1.0,3.41,97.09915542,0
SIS3,1.0,0.79,99.9734939,0
Sisomicin (sulfate),1.0,3.5,112.5548691,0
sitafloxacin,10000.0,5.19,106.4992227,0
sitagliptin,833.33,3.7,106.6724777,0
sitaxentan,10000.0,1.37,102.0411941,0
sivelestat,833.33,1.84,98.75940825,0
SJ-172550,8.33,3.98,105.6384287,0
SK&F-10047-(+),8.33,1.94,102.5202132,0
SKA-31,833.33,-0.09,100.1405962,0
skepinone-L,1.0,-0.76,102.7908506,0
SKF-38393,1.0,3.06,104.4915391,0
SKF-77434,1.0,1.44,106.6560103,0
SKF-81297,1.0,0.35,103.5026463,0
SKF-83566,100.0,3.6,96.76831424,0
SKF-86002,1.0,1.58,97.83700944,0
SKF-89976A,1.0,-0.52,99.58183551,0
SKF-91488,10000.0,2.12,99.25324164,0
SKF-96365,10000.0,0.39,50.1127445,0
SKI-II,10000.0,3.81,97.4787999,0
SKLB1002,10000.0,24.45,87.79085843,0
SLV-319-(+/-),833.33,1.24,91.2572935,0
SLV-320,10000.0,-0.8,91.35003336,0
SM-108,10000.0,3.24,100.2389285,0
SM-164,8.33,-0.21,106.4618462,0
SM-21,1.0,3.36,96.41362917,0
SMER-28,8.33,5.36,98.34679869,0
SMI-4a,8.33,2.25,101.2845009,0
SN-2,1.0,3.37,88.36468551,0
SN-38,1.0,1.57,101.5879997,0
SN-6,8.33,3.26,101.6141193,0
SNAP,1.0,0.63,95.78508055,0
SNAP-5089,10000.0,48.82,74.34208195,0
SNAP-94847,1.0,-0.1,106.5432013,0
SNC-80,100.0,1.71,104.7972105,0
SNG-1153,100.0,3.93,100.3849714,0
SNS-314,100.0,3.34,86.32311363,0
SNX-2112,8.33,1.97,100.812575,0
SNX-5422,100.0,2.1,97.52171978,0
sobetirome,1.0,1.8,102.0534376,0
sobrepin,1.0,-10.04,98.04780271,0
SODIUM OXYBATE,100.0,2.71,99.06114821,0
sodium-ascorbate,10000.0,2.74,106.2873659,0
sodium-butyrate,100.0,1.57,101.8574277,0
sodium-danshensu,100.0,2.17,102.8189318,0
sodium-gluconate,10000.0,-9.32,104.8237338,0
sodium-gualenate,10000.0,-0.7,92.81176739,0
sodium-nitrite,100.0,3.46,95.24468597,0
sodium-nitroprusside,8.33,4.32,98.95943309,0
sodium-orthovanadate,10000.0,0.64,104.0617944,0
sodium-picosulfate,833.33,5.9,105.3752825,0
sodium-tanshinone-II-A-sulfonate,100.0,-4.77,97.48442252,0
sodium-tetradecyl-sulfate,1.0,3.58,101.1788697,0
solamargine,100.0,0.07,97.38483577,0
solcitinib,10000.0,4.4,102.9807934,0
solithromycin,1.0,0.98,98.172005,0
somantadine,100.0,-0.66,100.3279725,0
somatostatin,833.33,1.09,94.88849814,0
sonidegib,1.0,1.64,104.8381745,0
sophocarpine,1.0,-8.47,97.82245776,0
sorafenib,10000.0,16.38,55.55532923,0
sorbic-acid,10000.0,2.55,101.5875697,0
sorbinil,10000.0,-0.07,102.9192652,0
sorbitan-monostearate,833.33,2.62,100.3170418,0
sorbitol,833.33,1.86,88.78215919,0
sotagliflozin,1.0,-0.94,94.56308025,0
sotrastaurin,10000.0,4.89,100.5731996,0
SP-100030,1.0,0.53,96.02482638,0
SP-141,8.33,0.26,101.0578008,0
SP-420,10000.0,2.16,100.0366181,0
spaglumic-acid,10000.0,-1.24,99.98166836,0
sparfloxacin,8.33,2.09,102.8725451,0
sparteine-sulfate,8.33,4.17,98.71601275,0
spautin-1,100.0,-0.05,96.62384361,0
spectinomycin,833.33,4.54,108.0825644,0
spermine,10000.0,2.37,105.6410759,0
sphingosylphosphorylcholine,100.0,3.74,94.05116437,0
spiperone,10000.0,81.1,98.34722367,0
spiradoline,8.33,2.02,102.8334972,0
spiramycin,8.33,-0.92,105.9544764,0
spirobromin,1.0,-0.01,91.17893865,0
spironolactone,10000.0,6.39,101.9320064,0
spiroxatrine,100.0,1.03,104.1860874,0
spizofurone,8.33,5.43,95.49903371,0
SPP301,833.33,2.9,94.31921746,0
SPP86,10000.0,3.02,81.27045485,0
SQ-109,100.0,1.62,105.439616,0
SQ-22536,8.33,3.9,102.2539095,0
SR-1078,10000.0,1.6,95.58433573,0
SR-11302,10000.0,6.23,107.8936583,0
SR-140333,833.33,4.46,95.79339011,0
SR-2211,8.33,0.74,99.82688592,0
SR-2640,8.33,2.38,98.85690829,0
SR-27897,100.0,0.61,102.8542962,0
SR-3306,10000.0,-2.89,92.94158503,0
SR-33805,10000.0,24.33,63.07413061,0
SR-3576,100.0,2.66,97.17714436,0
SR-3677,8.33,1.35,95.88425122,0
SR-57227A,1.0,0.72,100.5619084,0
SR-59230A,8.33,-0.44,97.15424942,0
SR-95639A,100.0,1.8,107.9234757,0
SRC-kinase-inhibitor-I,1.0,14.12,102.7728446,0
SRT1720,8.33,1.58,97.65705761,0
SRT2104,100.0,1.74,92.91689841,0
SRT3190,1.0,3.09,101.5610831,0
SSR-180711,100.0,4.76,93.45496914,0
SSR128129E,8.33,1.8,98.73792493,0
ST-1859,10000.0,5.77,95.23038696,0
ST-2825,100.0,1.37,94.80067324,0
ST-91,8.33,-0.91,97.13291552,0
STA-5326,100.0,26.76,93.83884077,0
stanozolol,833.33,-3.19,106.5402875,0
STAT3-inhibitor-VI,10000.0,1.39,89.81154693,0
stattic,833.33,5.41,95.27005136,0
stavudine,100.0,4.0,95.85710107,0
stemregenin-1,10000.0,18.08,85.68590748,0
stepronin,1.0,2.01,108.8816623,0
STF-083010,8.33,2.5,102.0075881,0
STF-118804,8.33,-2.16,110.5084731,0
STF-31,1.0,1.28,102.6021011,0
STF-62247,10000.0,48.37,70.62517292,0
Stigmasterol (Stigmasterin),100.0,0.44,99.357577,0
stobadine,8.33,2.65,102.4236646,0
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],833.33,1.53,95.18588162,0
streptozotocin,10000.0,3.27,92.64531451,0
Strontium Ranelate,833.33,5.99,97.6243383,0
strychnine,100.0,5.93,98.25577006,0
SU11274,1.0,2.2,101.1013308,0
SU16f,833.33,1.0,92.75846572,0
SU3327,1.0,3.57,101.2678191,0
SU4312,1.0,2.81,106.0223251,0
SU9516,10000.0,6.28,78.96754823,0
substance-P,1.0,-5.5,102.4041713,0
succinic-acid,10000.0,2.3,104.4871914,0
succinylcholine-chloride,1.0,2.27,108.2489021,0
succinylsulfathiazole,833.33,0.85,92.06721901,0
sucralfate,833.33,2.23,100.3473207,0
sucralose,1.0,0.95,100.2898535,0
sucrose-octaacetate,8.33,1.07,100.3515017,0
sudan-IV,1.0,8.71,104.1200697,0
Sufentanil,10000.0,1.28,105.1036366,0
sulbactam,8.33,2.68,94.32246252,0
sulbactam-pivoxil,833.33,5.91,99.1421035,0
sulbutiamine,100.0,3.99,98.72622041,0
sulconazole,8.33,2.09,104.4960324,0
sulfabenzamide,8.33,-0.25,95.3712891,0
sulfacetamide,833.33,2.14,93.37747504,0
sulfachlorpyridazine,100.0,1.77,100.720455,0
sulfadiazine,8.33,4.66,99.57694908,0
sulfafurazole,100.0,0.89,98.61609977,0
sulfaguanidine,1.0,1.47,99.08215922,0
sulfamerazine,8.33,2.7,98.50582496,0
sulfameter,10000.0,2.89,105.0449376,0
sulfamethazine,833.33,0.92,99.66480611,0
sulfamethizole,1.0,3.32,107.7331674,0
sulfamethoxazole,1.0,2.98,101.683686,0
sulfamethoxypyridazine,833.33,3.71,98.64841354,0
sulfametopyrazine,8.33,0.06,106.7909699,0
sulfamonomethoxine,8.33,1.44,106.5062256,0
sulfanilamide,100.0,4.19,83.09440367,0
sulfanilate-zinc,1.0,4.25,92.69748927,0
sulfanitran,100.0,0.76,97.04367693,0
sulfaphenazole,8.33,2.26,101.7362999,0
sulfapyridine,100.0,0.38,100.4659622,0
sulfaquinoxaline,8.33,1.74,100.7070956,0
sulfasalazine,10000.0,0.47,97.64769342,0
sulfathiazole,8.33,2.25,100.4811392,0
sulfinpyrazone,8.33,1.51,103.1509832,0
sulfisoxazole-acetyl,10000.0,0.37,98.83456907,0
sulforaphane,10000.0,35.24,90.17154091,0
sulindac,833.33,-0.62,92.85839367,0
sulisobenzone,10000.0,1.98,89.86903718,0
sulmazole,8.33,3.93,102.0571863,0
sulmetozine,10000.0,2.55,113.2237705,0
suloctidil,833.33,0.21,98.2789713,0
sulphadimethoxine,100.0,2.74,98.75550788,0
sulpiride,833.33,2.82,97.21005668,0
sumatriptan,100.0,1.25,87.85529143,0
SUN-11602,10000.0,2.16,105.176332,0
SUN-B-8155,833.33,3.65,98.64430554,0
sunitinib,10000.0,30.32,29.72575546,0
suplatast,1.0,2.01,87.75065963,0
suprofen,1.0,2.14,97.68660134,0
suramin,10000.0,1.44,101.4730946,0
suritozole,1.0,3.45,101.9745972,0
suxibuzone,10000.0,0.42,101.8548408,0
swainsonine,8.33,2.85,97.03425732,0
SX-011,10000.0,6.33,89.18150559,0
SYM-2081,10000.0,-0.35,93.4425229,0
SYM-2206,10000.0,4.48,98.60715729,0
T-0070907,10000.0,14.67,93.0842163,0
T-0156,833.33,2.29,104.7242792,0
T-0901317,833.33,2.71,101.4114336,0
T-5224,1.0,1.47,93.93652965,0
T-5601640,8.33,3.92,99.36105224,0
T-62,8.33,3.31,107.0552924,0
TA-01,10000.0,2.9,93.684789,0
tabimorelin,833.33,2.19,101.9032093,0
tacalcitol,100.0,1.63,86.8675358,0
tacedinaline,8.33,1.48,103.4666863,0
tacrolimus,100.0,2.56,88.52946083,0
tafamidis-meglumine,833.33,1.34,103.1212543,0
