compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
tagatose,10000.0,0.74,109.6672612,0
TAK-063,8.33,3.16,97.25782299,0
TAK-220,10000.0,2.52,105.5595388,0
TAK-285,8.33,7.81,92.76139624,0
TAK-593,1.0,-0.96,99.62943155,0
TAK-632,8.33,2.74,105.7456444,0
TAK-715,1.0,1.89,93.48317502,0
TAK-733,1.0,-3.03,96.86473195,0
TAK-875,833.33,3.74,98.67381625,0
TAK-901,1.0,3.23,105.4262432,0
TAK-960,10000.0,18.27,10.68504164,0
taladegib,1.0,0.16,105.6566583,0
talampanel,833.33,1.19,95.4794919,0
talarozole,10000.0,4.15,105.3319504,0
talazoparib,8.33,2.94,97.60788125,0
Talc,10000.0,8.79,103.3366401,0
talinolol,833.33,0.83,97.7389991,0
talipexole,8.33,1.41,106.6365035,0
talmapimod,833.33,-0.03,84.55903397,0
talnetant,10000.0,2.11,102.0921314,0
talniflumate,1.0,2.12,99.00160889,0
talopram,100.0,0.91,90.12784149,0
taltirelin,10000.0,4.65,98.32406891,0
taltobulin,1.0,-0.53,88.53221233,0
TAME,10000.0,-0.11,107.8329843,0
tamibarotene,1.0,4.56,100.8285519,0
tamoxifen,10000.0,11.17,58.9383373,0
tanaproget,8.33,4.95,103.0077641,0
tandospirone,1.0,2.41,106.847196,0
tandutinib,10000.0,0.92,100.1674047,0
tanespimycin,10000.0,3.92,26.5021424,0
tangeritin,1.0,2.13,91.78593459,0
tannic-acid,8.33,0.91,109.1600372,0
tanshinone-I,1.0,1.07,91.91670707,0
tanshinone-IIA,8.33,2.92,104.4981426,0
Tapentadol (hydrochloride),833.33,3.03,97.07441018,0
taprenepag,10000.0,0.98,103.9438716,0
tarafenacin,100.0,2.28,107.3590643,0
taranabant,833.33,1.39,97.8443385,0
targinine,100.0,8.19,95.86137982,0
tariquidar,100.0,2.75,96.84277553,0
tartaric-acid,10000.0,-0.64,97.14145158,0
TAS-103,8.33,1.19,105.8592465,0
taselisib,1.0,3.71,106.4849859,0
tasimelteon,8.33,1.68,101.4420186,0
tasisulam,8.33,5.25,101.4994519,0
tasquinimod,8.33,3.29,98.94447914,0
tasuldine,1.0,1.94,105.0156552,0
taurine,833.33,0.1,89.14954935,0
taurocholate,8.33,-4.1,105.5121162,0
taurolidine,8.33,2.04,99.67473964,0
tavaborole,833.33,2.11,91.95138445,0
taxifolin,10000.0,2.25,104.1743015,0
tazarotene,833.33,3.69,94.92803372,0
tazemetostat,100.0,3.47,95.22107432,0
tazobactam,100.0,2.92,105.3689138,0
TBA-354,833.33,4.38,98.9964599,0
TBOA-(DL),10000.0,1.19,98.78296161,0
TC-A-2317,8.33,-0.28,103.8074228,0
TC-ASK-10,1.0,2.98,93.17968171,0
TC-E-5002,10000.0,5.29,94.90226505,0
TC-E-5006,1.0,3.01,97.38862762,0
TC-F-2,833.33,1.28,96.59271568,0
TC-FPR-43,8.33,0.39,96.79214184,0
TC-G-1000,1.0,-1.05,103.2838189,0
TC-G-1004,8.33,2.72,106.7281982,0
TC-G-1005,1.0,5.24,96.89183687,0
TC-G-1008,10000.0,2.16,81.54563557,0
TC-H-106,10000.0,3.57,77.64079604,0
TC-I-2000,1.0,0.09,107.8366608,0
TC-I-2014,8.33,0.77,98.79960542,0
TC-LPA5-4,10000.0,6.19,96.04923446,0
TC-Mps1-12,100.0,-0.39,101.1683165,0
TC-N-1752,10000.0,1.6,107.3420735,0
TC-NTR1-17,1.0,2.48,111.6538233,0
TC-O-9311,833.33,2.71,94.14119789,0
TC-OT-39,1.0,-0.76,95.30677617,0
TC-S-7003,833.33,0.21,54.62717637,0
TC-S-7004,10000.0,2.62,95.0182762,0
TC-S-7005,1.0,0.3,97.4483533,0
TC-S-7006,100.0,2.35,93.96396493,0
TC-S-7009,10000.0,2.66,95.7738006,0
TC-SP-14,100.0,2.02,103.9605594,0
TC1,100.0,4.52,103.7300661,0
TC2559,10000.0,3.59,109.9513905,0
TCID,833.33,0.11,100.9276602,0
TCN201,100.0,3.13,98.42091849,0
TCN238,8.33,3.79,98.58866863,0
TCS-21311,10000.0,4.03,29.53190842,0
TCS-2210,8.33,3.66,96.10546028,0
TCS-2314,8.33,2.44,99.5106937,0
TCS-3035,100.0,5.3,104.3074635,0
TCS-359,10000.0,0.05,98.28967645,0
TCS-5861528,10000.0,3.52,106.0447398,0
TCS-HDAC6-20b,833.33,2.47,98.93411588,0
TCS-OX2-29,8.33,3.28,91.92615029,0
TCS-PIM-1-1,10000.0,3.55,93.09329696,0
TCS2002,10000.0,8.77,100.9065073,0
tebipenem,833.33,-0.12,103.4876994,0
tecalcet,100.0,3.52,100.9438984,0
tecastemizole,1.0,-7.23,103.7105364,0
tecovirimat,100.0,2.71,92.99117521,0
tedizolid,8.33,1.38,99.60908462,0
tedizolid-phosphate,833.33,1.74,89.29327668,0
tegaserod,8.33,-0.54,94.44289551,0
tegobuvir,100.0,3.4,100.1720223,0
teijin-compound-1,100.0,0.66,100.4516681,0
telaprevir,833.33,5.12,104.8396914,0
telatinib,8.33,2.23,95.54435941,0
telbivudine,10000.0,2.12,99.26602503,0
telcagepant,100.0,7.5,104.7230477,0
telithromycin,833.33,0.65,96.14430984,0
telmesteine,833.33,4.95,100.4502061,0
telmisartan,833.33,2.3,92.92219555,0
telotristat-ethyl,833.33,4.77,95.47247333,0
temocapril,100.0,1.38,108.8472068,0
temoporfin,8.33,3.96,100.1341001,0
temozolomide,1.0,0.73,99.37040331,0
tempol,1.0,9.35,104.8332148,0
tenatoprazole,10000.0,2.26,105.8753099,0
teneligliptin,8.33,1.21,98.8831398,0
tenidap,833.33,1.99,93.09033041,0
tenilsetam,1.0,3.34,97.18694186,0
teniposide,100.0,4.69,100.1622287,0
tenofovir,10000.0,0.69,107.3151409,0
tenofovir-alafenamide,10000.0,3.48,103.7103541,0
tenofovir-disoproxil,100.0,3.17,95.9772208,0
tenovin-1,100.0,1.6,105.3722247,0
tenovin-6,10000.0,18.02,27.7533104,0
tenoxicam,833.33,0.7,98.72320615,0
tepoxalin,833.33,1.81,99.91819185,0
TEPP-46,100.0,5.04,105.9605649,0
teprenone,833.33,1.98,102.9192569,0
terazosin,1.0,1.36,96.39488812,0
terbinafine,100.0,8.59,109.0521654,0
TERBUTALINE HEMISULFATE,833.33,-0.02,105.3050243,0
terciprazine,833.33,3.5,99.39282224,0
terconazole,10000.0,11.49,76.79117055,0
terfenadine,1.0,1.94,107.0365117,0
terguride,10000.0,-0.04,96.96914539,0
teriflunomide,1.0,3.27,102.0577275,0
terlipressin,1.0,2.67,93.66770491,0
teroxirone,10000.0,9.05,80.83574748,0
terreic-acid-(-),10000.0,1.39,95.86994224,0
terutroban,10000.0,0.09,95.81640973,0
tesaglitazar,10000.0,1.52,82.5705839,0
Testolactone,10000.0,11.2,96.81832626,0
TESTOSTERONE,100.0,3.91,98.72427448,0
Testosterone (undecanoate),1.0,1.81,98.54145374,0
TESTOSTERONE PROPIONATE,8.33,-10.19,106.9454265,0
tetrabenazine,833.33,2.22,99.06859163,0
tetracaine,1.0,2.75,107.2933741,0
tetracycline,1.0,1.65,100.2000725,0
tetradecylthioacetic-acid,10000.0,1.48,94.6496902,0
tetrahydropapaverine,1.0,1.62,94.29734239,0
tetrahydrouridine,1.0,2.54,105.2316126,0
tetrahydrozoline,100.0,2.06,61.20527998,0
tetramethylthiuram-monosulfide,833.33,11.89,67.70441452,0
tetramisole,833.33,11.38,96.44032042,0
tetrandrine,10000.0,69.35,92.5802549,0
tetrazol-5-yl-glycine-(RS),833.33,1.56,98.27835141,0
tetrindole,10000.0,20.76,1.29852108,0
tetroquinone,100.0,1.71,97.60020697,0
tezacaftor,833.33,1.62,94.64928008,0
TFC-007,100.0,2.38,89.95627352,0
TG-003,1.0,1.8,98.90525427,0
TG-02,1.0,5.51,99.4242777,0
TG-100572,100.0,4.54,96.26515742,0
TG-100713,100.0,0.04,97.69567329,0
TG-100801,8.33,2.55,97.28072283,0
TG-101209,100.0,0.51,94.87481592,0
TGR-1202,8.33,2.74,107.6515431,0
TH-302,100.0,0.12,98.79724485,0
TH-588,1.0,0.66,100.3709574,0
TH001217,10000.0,3.93,88.21031609,0
TH001579,8.33,1.07,95.16135925,0
TH003289,10000.0,5.19,91.87088979,0
TH005427,833.33,2.48,99.0917853,0
TH005487,10000.0,4.71,105.926757,0
TH006744,1.0,1.26,94.43954563,0
TH011272,100.0,0.61,100.1472814,0
thaliblastine,10000.0,45.46,96.55042716,0
thalidomide,1.0,5.17,103.0450683,0
theobromine,8.33,1.86,92.71764006,0
thiamine,10000.0,0.13,99.70947491,0
thiamine-pyrophosphate,1.0,2.5,91.75939342,0
thiamphenicol,1.0,-1.6,95.78097719,0
thiazovivin,8.33,1.22,101.1133019,0
thiethylperazine,10000.0,22.49,83.20442125,0
thiocolchicoside,8.33,2.05,103.7945753,0
thioctic-acid,833.33,1.13,86.53047544,0
thioguanine,10000.0,5.44,19.19170492,0
thiomersal,100.0,1.12,100.2896936,0
thiopental,833.33,1.29,95.72433465,0
thioperamide,8.33,1.61,103.2902168,0
thiophanate,1.0,3.21,98.81063698,0
thioproperazine,8.33,6.36,95.91712191,0
thioridazine,10000.0,41.91,69.71944323,0
thiorphan,8.33,-1.61,95.03478167,0
thiostrepton,10000.0,7.51,103.2508563,0
thiotepa,10000.0,2.21,102.5300366,0
thiothixene,10000.0,14.03,88.07400846,0
thiram,1.0,5.06,100.8405829,0
thonzonium,100.0,3.19,94.56956626,0
thonzylamine,833.33,3.55,104.4212665,0
thymol,1.0,2.55,94.83905337,0
thymol-iodide,833.33,1.69,99.54692126,0
THZ1,1.0,-0.79,102.7018943,0
THZ1-R,1.0,1.0,95.64194283,0
THZ2,8.33,1.56,102.6345299,0
tiabendazole,1.0,2.1,93.19564092,0
tiagabine,8.33,1.98,100.3834511,0
tianeptine,1.0,6.9,103.794342,0
tiapride,10000.0,2.27,103.5422657,0
tiaramide,10000.0,2.14,93.35707115,0
TIC10,100.0,0.8,98.76580794,0
ticagrelor,10000.0,1.32,105.9616389,0
ticarcillin,833.33,0.92,105.0336153,0
ticlopidine,833.33,1.94,95.64227296,0
tideglusib,833.33,0.87,93.88854598,0
tie2-kinase-inhibitor,10000.0,9.27,98.86788676,0
tilorone,10000.0,24.89,35.24715692,0
timofibrate,8.33,4.22,103.7606466,0
timolol,833.33,3.77,99.31903907,0
timonacic,833.33,10.61,98.94136401,0
tinidazole,833.33,4.13,97.5682912,0
tioconazole,1.0,6.75,100.3699985,0
tioguanine,1.0,4.16,105.765407,0
tiotidine,10000.0,-1.02,108.4134126,0
tiotropium,1.0,0.89,103.0949697,0
tioxolone,1.0,1.22,101.0647927,0
tipifarnib,833.33,2.2,82.67327582,0
tipiracil,10000.0,2.84,103.9422033,0
tiplaxtinin,10000.0,4.09,81.27270712,0
tipranavir,10000.0,4.99,104.5792649,0
tiprenolol,10000.0,3.9,86.65571738,0
tiquizium,100.0,2.71,98.34295689,0
tiracizine,1.0,3.29,99.81503632,0
tirapazamine,10000.0,2.74,90.69870504,0
tirasemtiv,833.33,2.57,96.88053168,0
tirofiban,10000.0,2.44,101.0419353,0
titanocene-dichloride,1.0,3.56,93.71533152,0
tivantinib,10000.0,2.92,28.15574503,0
tizanidine,8.33,4.56,98.23453858,0
TMC-353121,1.0,0.48,99.56126436,0
TMC647055,10000.0,8.22,95.32648435,0
TMN-355,833.33,2.13,98.36297211,0
TMPH,8.33,1.31,96.40771217,0
TMS,100.0,4.17,94.69908182,0
tobramycin,8.33,1.78,100.970361,0
tocainide,1.0,1.21,104.5397896,0
toceranib,100.0,-1.03,100.7819274,0
tocofersolan,8.33,3.06,97.85883215,0
todralazine,1.0,2.18,100.6813316,0
"Tofacitinib (CP-690550, Tasocitinib)",8.33,0.22,94.83901783,0
tofogliflozin,833.33,1.52,94.57065145,0
tolazamide,10000.0,2.51,106.6561975,0
tolazoline,833.33,2.41,106.3246502,0
tolbutamide,833.33,0.89,102.0624243,0
tolcapone,10000.0,1.15,104.1928689,0
tolfenamic-acid,100.0,1.25,90.36596902,0
tolimidone,10000.0,0.88,91.15181555,0
tolmetin,10000.0,0.75,102.5794737,0
tolnaftate,10000.0,3.31,88.59507217,0
tolonidine,1.0,1.65,106.7399614,0
tolperisone,10000.0,0.32,99.40546046,0
tolrestat,1.0,0.38,94.65985101,0
tolterodine,1.0,2.11,105.0314044,0
toltrazuril,1.0,1.91,99.45664553,0
tolvaptan,8.33,1.94,100.2632988,0
tomelukast,10000.0,-6.02,106.5146557,0
tonabersat,833.33,1.11,100.4582548,0
topiramate,8.33,1.71,98.2616364,0
topiroxostat,100.0,3.87,100.9103231,0
topotecan,8.33,1.66,97.31451823,0
torasemide,1.0,-0.3,104.7243097,0
Torcetrapib (CP-529414),10000.0,1.77,85.20368763,0
torcitabine,10000.0,1.92,100.7718999,0
toremifene,10000.0,23.67,53.58676663,0
Toremifene citrate,10000.0,3.86,91.9047363,0
torin-1,1.0,1.59,93.44500858,0
torin-2,1.0,0.99,94.59849481,0
tosedostat,8.33,6.05,99.05659787,0
tosufloxacin,8.33,0.34,100.8409749,0
toyocamycin,100.0,4.68,2.168174643,0
tozadenant,8.33,8.03,106.1707594,0
tozasertib,833.33,0.2,84.16422638,0
TP-003,8.33,0.82,99.14178353,0
TP-0903,100.0,2.68,103.342317,0
TPCA-1,1.0,1.14,104.0487092,0
TPPS4,8.33,-2.68,101.6621499,0
tracazolate,8.33,1.49,97.65165716,0
TRAM-34,1.0,2.55,104.433509,0
TRAM-39,10000.0,3.88,98.53142382,0
TRAMADOL HYDROCHLORIDE,8.33,6.35,103.3315162,0
trametinib,1.0,-1.42,100.905056,0
tramiprosate,8.33,3.61,95.81740265,0
trandolapril,10000.0,1.62,107.1740602,0
tranexamic-acid,100.0,2.74,105.23836,0
tranilast,10000.0,1.42,103.9426402,0
"trans-10,cis-12-conjugated-linoleic-acid",10000.0,7.84,99.07328956,0
trans-2-undecenoic-acid,833.33,1.97,103.7196217,0
"trans-4-[8-(3-fluorophenyl)-1,7-naphthyridin-6-yl]cyclohexanecarboxylic-acid",10000.0,1.21,86.2620138,0
trans-4-hydroxycrotonic-acid,833.33,5.18,100.9639203,0
trans-4-methoxycinnamic-acid,1.0,1.02,99.3032415,0
tranylcypromine,10000.0,2.21,107.6817792,0
trap-101,833.33,1.48,96.26284988,0
trapidil,8.33,2.6,91.44639869,0
traxoprodil,1.0,4.34,98.21234992,0
trazodone,8.33,4.07,101.0770711,0
trelagliptin,10000.0,3.01,98.1635974,0
tremorine,1.0,8.56,102.8902566,0
treosulfan,10000.0,1.56,105.9270599,0
trepibutone,8.33,0.72,104.7904536,0
trequinsin,10000.0,6.34,89.13107292,0
tretinoin,10000.0,9.2,99.5160955,0
TRIAMCINOLONE ACETONIDE,833.33,1.4,97.41385567,0
triamterene,100.0,4.04,101.2570463,0
triapine,100.0,4.4,98.12700688,0
tribenoside,10000.0,1.9,110.6026062,0
tribomsalan,10000.0,6.65,98.60483758,0
tribromoethanol,833.33,4.01,87.65775262,0
trichlormethiazide,1.0,-3.15,102.7807005,0
TRICHLORMETHINE HYDROCHLORIDE,100.0,1.75,93.13635416,0
trichostatin-a,1.0,-3.04,98.74053686,0
triciribine,1.0,2.99,91.90534821,0
triclocarban,100.0,0.35,103.3060275,0
triclosan,10000.0,7.81,95.28275209,0
tridihexethyl,100.0,-0.23,97.20150487,0
trientine,833.33,2.74,100.1726495,0
trifluoperazine,10000.0,14.48,76.18100125,0
triflupromazine,833.33,1.78,95.68939411,0
trifluridine,833.33,1.01,102.0441765,0
triflusal,10000.0,4.74,94.54746587,0
trigonelline,1.0,5.14,99.55630309,0
trihexyphenidyl,100.0,-2.35,111.6955947,0
trilostane,10000.0,2.15,101.5845007,0
TRIM,1.0,0.92,107.8131854,0
trimebutine,10000.0,2.51,98.20536571,0
trimethadione,8.33,-1.8,100.3192097,0
trimethobenzamide,100.0,2.21,93.16630465,0
trimethoprim,833.33,2.08,94.36328524,0
trimethoquinol,100.0,1.88,108.4558117,0
trimetozine,833.33,4.1,94.79328574,0
trimipramine,100.0,-0.5,97.57043591,0
trioxsalen,833.33,3.62,97.46624043,0
Triparanol,10000.0,51.43,75.36832453,0
tripelennamine,8.33,2.84,110.2192906,0
triptolide,1.0,-1.16,100.8533121,0
triptorelin,8.33,2.79,98.51044354,0
trofinetide,8.33,2.5,100.534277,0
troglitazone,10000.0,5.84,101.327676,0
trolox,833.33,6.02,95.92265317,0
tromaril,833.33,1.39,101.8004454,0
trometamol,10000.0,4.11,95.44665759,0
"tropanyl-3,5-dimethylbenzoate",100.0,2.71,96.25503151,0
tropicamide,8.33,4.91,88.80288128,0
tropisetron,833.33,1.27,99.85897143,0
trospium,100.0,1.21,93.04460935,0
trovafloxacin,833.33,-0.82,109.5851268,0
troventol,8.33,6.67,96.03504261,0
trovirdine,8.33,2.79,103.6163767,0
troxipide,10000.0,2.03,98.35365429,0
TRV130,8.33,3.9,100.0619614,0
tryptanthrin,1.0,3.12,104.3916991,0
tryptophan,100.0,-3.29,94.35775118,0
TTNPB,10000.0,3.67,101.9308139,0
TTP-22,8.33,6.66,94.00024427,0
TU-2100,1.0,6.82,95.52251015,0
tuaminoheptane,833.33,3.02,94.9604113,0
tubastatin-A,100.0,1.09,100.7821851,0
tubocurarine,10000.0,1.45,117.6639968,0
tucatinib,8.33,0.54,95.78853529,0
TUG-891,8.33,0.79,102.3077784,0
tulobuterol,1.0,2.01,96.9361253,0
TW-37,8.33,1.17,101.4537666,0
TWS-119,1.0,4.09,110.0456836,0
TXA127,10000.0,2.67,100.7123361,0
TY-52156,1.0,1.8,97.50682422,0
TYLOSIN TARTRATE,10000.0,4.02,18.92482847,0
tyrphostin-A9,833.33,8.55,97.16462647,0
tyrphostin-AG-1296,1.0,1.41,95.35502649,0
tyrphostin-AG-1478,10000.0,17.87,48.18948698,0
tyrphostin-AG-18,8.33,2.46,92.14569787,0
tyrphostin-AG-494,100.0,5.3,104.1681332,0
tyrphostin-AG-825,1.0,2.84,92.56960557,0
tyrphostin-AG-835,10000.0,3.48,89.57402877,0
tyrphostin-AG-879,10000.0,8.93,50.97239903,0
tyrphostin-AG-99,1.0,3.54,94.00235474,0
U-0124,8.33,3.7,100.3737104,0
U-0126,100.0,2.1,97.85295044,0
U-0521,100.0,0.92,102.033265,0
U-104,1.0,1.0,103.146603,0
U-18666A,10000.0,19.63,24.62704231,0
U-50488-(-),833.33,1.9,99.25444569,0
U-54494A,100.0,4.94,91.54065391,0
U-75799E,10000.0,2.2,101.553336,0
U-99194,833.33,0.79,101.6333344,0
UAMC-00039,1.0,0.82,94.135508,0
UB-165,8.33,2.33,101.724284,0
ubenimex,100.0,2.6,102.0794613,0
UBP-302,8.33,3.68,98.59854731,0
UBP-310,10000.0,2.18,97.32904246,0
UC-112,10000.0,2.93,6.758117112,0
UCL-2077,8.33,4.02,103.1308334,0
UF-010,833.33,3.31,101.6582544,0
ufenamate,1.0,2.83,110.0100936,0
UH-232-(+),10000.0,1.87,99.9602137,0
UK-356618,1.0,-1.73,103.0173887,0
UK-383367,1.0,1.44,95.189812,0
UK-5099,833.33,1.6,99.81187142,0
ulifloxacin,833.33,1.61,103.8461529,0
Ulipristal acetate,10000.0,12.95,98.28226154,0
umeclidinium,8.33,1.77,96.12310232,0
unbs-5162,8.33,4.76,100.9552613,0
UNC0224,10000.0,4.51,98.1461202,0
UNC0321,833.33,2.99,97.02391556,0
UNC0631,1.0,0.74,93.41791999,0
UNC0638,10000.0,59.61,91.54571786,0
UNC0642,10000.0,68.54,105.1274083,0
UNC0646,10000.0,14.98,100.1588973,0
UNC1215,1.0,0.43,94.01610772,0
UNC1999,10000.0,42.34,107.3364211,0
UNC2025,10000.0,7.04,34.61249309,0
UNC2250,8.33,1.35,99.58595906,0
UNC2327,10000.0,5.1,104.0204828,0
UNC3230,8.33,3.22,92.59307525,0
UNC669,10000.0,0.82,97.76151469,0
UNC926,833.33,2.16,96.42860004,0
UPF-1069,8.33,1.84,108.3011038,0
uprosertib,833.33,0.21,94.92655345,0
uracil,8.33,2.2,88.37982611,0
urapidil,833.33,2.04,98.63789848,0
URB597,8.33,3.25,98.50921476,0
urea,833.33,-2.47,92.332399,0
urethane,10000.0,1.53,104.2605622,0
uric-acid,8.33,0.2,103.6232482,0
uridine,10000.0,2.27,99.30483405,0
uridine-triacetate,100.0,0.84,103.0925981,0
URMC-099,833.33,21.55,105.3342862,0
ursodeoxycholyltaurine,8.33,3.52,109.577104,0
ursodiol,100.0,5.87,105.0408508,0
usniacin-(+),1.0,3.22,101.1830694,0
V-51,8.33,6.93,96.48731926,0
valaciclovir,100.0,1.58,86.49603735,0
valdecoxib,833.33,3.3,93.79529249,0
valethamate,100.0,3.26,103.5120281,0
valganciclovir,833.33,8.72,97.447363,0
valnemulin,8.33,-0.46,98.74273783,0
valrocemide,10000.0,3.56,101.4036428,0
valrubicin,8.33,0.16,101.8512962,0
valsartan,833.33,0.99,100.0077141,0
valspodar,10000.0,8.33,,0
VANCOMYCIN HYDROCHLORIDE,833.33,3.7,98.4553643,0
vandetanib,8.33,2.63,100.1278101,0
vanillin,1.0,1.74,91.97018601,0
vanitiolide,833.33,2.4,95.19498276,0
vanoxerine,100.0,2.06,103.5890279,0
vardenafil,10000.0,1.4,99.61909658,0
varenicline,10000.0,3.97,103.7474745,0
varespladib,1.0,2.9,104.3391307,0
vasopressin,1.0,3.02,100.5680183,0
vatalanib,833.33,3.79,88.819004,0
VCH-916,1.0,0.5,96.86097225,0
VE-821,10000.0,2.65,94.0082116,0
VE-822,10000.0,25.25,2.079468833,0
veliparib,10000.0,8.58,104.964706,0
velneperit,1.0,2.37,94.36650802,0
vemurafenib,10000.0,4.29,91.69381845,0
venlafaxine,100.0,1.86,84.14678035,0
VER-155008,1.0,2.98,101.0388572,0
VER-49009,10000.0,-0.29,37.79017379,0
verbascoside,100.0,0.7,94.42727848,0
vercirnon,833.33,4.3,95.63439949,0
verinurad,10000.0,1.75,105.5760482,0
vernakalant,833.33,1.67,98.58319151,0
verteporfin,1.0,-0.2,102.0127473,0
verubulin,833.33,2.89,23.8733771,0
vesamicol,8.33,1.74,95.64798692,0
VGX-1027,833.33,2.86,94.99304633,0
vicriviroc,833.33,0.02,95.74112508,0
vigabatrin,8.33,-9.03,93.80867196,0
vilanterol,100.0,0.86,89.20192164,0
vilazodone,833.33,1.56,91.20654308,0
vildagliptin,10000.0,1.3,102.3660376,0
viloxazine,100.0,7.67,94.07463577,0
Vinblastine (sulfate),8.33,1.74,91.26228456,0
vinburnine,833.33,0.35,96.86448456,0
vincamine,8.33,2.12,89.87553894,0
Vincristine (sulfate),100.0,0.94,82.9274601,0
vindesine,833.33,0.62,33.58015679,0
Vinflunine Ditartrate,1.0,3.38,102.1622045,0
vinorelbine,100.0,-1.35,99.50815638,0
vinpocetine,100.0,4.53,95.92091248,0
viomycin,1.0,2.35,104.2644329,0
vipadenant,1.0,3.17,109.0973208,0
vitamin-B12,100.0,7.12,100.9910422,0
vitamin-E,1.0,3.32,86.48204533,0
VLX600,100.0,2.28,105.649704,0
voglibose,833.33,2.63,93.78480674,0
volasertib,1.0,4.01,101.410645,0
volinanserin,8.33,-0.6,99.86316211,0
vonoprazan,833.33,-1.21,99.69766022,0
vorapaxar,10000.0,0.22,104.9712476,0
voreloxin,100.0,2.62,96.69397294,0
voriconazole,8.33,2.08,101.1163197,0
vorinostat,8.33,0.67,99.48883732,0
voxelotor,10000.0,6.93,100.7379319,0
voxtalisib,8.33,3.03,103.9917561,0
VP-20629,1.0,0.05,97.26446238,0
VS-4718,1.0,0.1,102.9824276,0
VT-464,10000.0,6.8,94.5057394,0
VTP-27999,10000.0,3.16,98.49638698,0
VU0155069,10000.0,9.12,101.1535861,0
VU0238429,10000.0,6.79,28.77896262,0
VU0240551,10000.0,12.21,94.54576711,0
VU0357121,8.33,2.63,101.9804726,0
VU0360172,10000.0,2.23,92.07793076,0
VU0361737,833.33,2.18,102.2961925,0
VU0364439,833.33,2.48,101.4367432,0
VU0364739,10000.0,83.1,84.76403944,0
VU0364770,1.0,0.86,106.7739692,0
VU0422288,100.0,1.75,102.5032894,0
VU10010,1.0,1.18,100.7229734,0
VU152100,833.33,2.96,93.24383888,0
VU1545,10000.0,2.79,99.87416156,0
VU29,10000.0,3.8,88.56776532,0
VU591,833.33,0.4,94.59457872,0
VUF10166,10000.0,5.89,97.50757671,0
VUF10460,833.33,4.99,94.81881533,0
VUF11207,100.0,1.94,102.6622046,0
VX-222,8.33,2.19,96.12923118,0
VX-702,833.33,-0.33,89.13346982,0
VX-745,10000.0,1.38,86.08612595,0
VX-765,100.0,0.58,95.17811965,0
W-54011,100.0,3.26,99.34922567,0
walrycin-B,833.33,12.46,101.0561137,0
warfarin,8.33,-9.65,96.94899914,0
WAY-100635,833.33,3.47,97.23919898,0
WAY-161503,100.0,1.72,100.1806797,0
WAY-170523,8.33,0.92,106.7533758,0
WAY-200070,833.33,4.89,101.0655292,0
WAY-207024,10000.0,4.93,64.53041799,0
WAY-208466,8.33,5.65,102.2372105,0
WAY-213613,10000.0,6.38,105.2520338,0
WAY-362450,8.33,-1.15,97.55065279,0
WAY-600,10000.0,17.73,25.24435934,0
WAY-629,100.0,0.6,101.9857466,0
WB-4101,10000.0,0.85,98.45626404,0
WDR5-0103,1.0,6.88,94.59071027,0
WEHI-345-analog,8.33,1.39,97.72535192,0
WH-4-023,8.33,1.54,97.35863667,0
WHI-P154,1.0,0.67,101.4289709,0
WIKI4,8.33,2.51,100.8431258,0
WIN-64338,8.33,-0.27,97.67192753,0
wiskostatin,10000.0,57.26,48.21176044,0
wnt-c59,10000.0,7.2,101.7165219,0
wortmannin,8.33,-1.71,103.4230398,0
WP1066,833.33,5.36,97.58901853,0
WP1130,833.33,4.12,97.55435409,0
WR99210,833.33,0.74,97.99936707,0
WWL-113,10000.0,4.58,91.36730408,0
WWL-123,833.33,2.92,99.4618001,0
WY-16922,8.33,7.85,94.87202762,0
WYE-125132,10000.0,9.1,36.41045477,0
WYE-354,100.0,4.01,91.83637317,0
WYE-687,100.0,3.87,89.34841602,0
WZ-3146,8.33,1.76,99.25360559,0
WZ-4002,8.33,3.52,102.1066636,0
WZ4003,10000.0,1.78,98.55065807,0
WZ811,8.33,0.65,95.53182109,0
X-77,833.33,2.1,96.60995312,0
xaliproden,100.0,1.4,92.70298733,0
xamoterol,10000.0,3.26,95.68003742,0
xanomeline,1.0,0.86,105.0367874,0
xanthone,100.0,1.84,100.6183714,0
XAV-939,1.0,4.88,94.6018885,0
XD-14,100.0,3.61,89.54576876,0
XE-991,1.0,1.49,94.53696406,0
xenalipin,100.0,4.8,92.23015784,0
xibenolol,100.0,-0.78,100.0492758,0
xilobam,100.0,1.82,108.3544299,0
XL019,10000.0,8.93,94.5644763,0
XL147,1.0,1.31,93.67938025,0
XL228,8.33,1.15,97.75553607,0
XL388,10000.0,1.3,66.65530976,0
XL647,1.0,-2.06,96.77250472,0
XL888,833.33,2.73,30.42938825,0
XMD17-109,8.33,1.68,97.05203151,0
XMD8-92,1.0,1.68,99.74780123,0
xylazine,1.0,1.43,112.9829362,0
xylometazoline,100.0,-5.88,97.26361593,0
xylose,1.0,2.36,96.6714701,0
Y-11,8.33,12.43,99.06520973,0
Y-134,10000.0,33.86,82.84037486,0
Y-26763,10000.0,3.02,95.57998411,0
Y-27152,833.33,2.7,99.88411692,0
Y-27632,833.33,2.02,93.66780087,0
Y-29794,10000.0,68.48,78.35312541,1
Y-320,10000.0,33.06,74.63357957,0
Y-39983,1.0,0.69,99.14715875,0
Y16,10000.0,0.6,87.8211032,0
