chembl_id,drug_name,smiles,max_phase,status_mode,target_genes,pathway_ids,pathway_names,moa_terms,n_target_genes,n_pathways,n_moa_terms
CHEMBL3137310,BENZHYDROCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341.Cl,,,,,,Opioid receptors; mu/kappa/delta agonist,0,0,2
CHEMBL3137317,SONIDEGIB PHOSPHATE,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,4.0,,SMO,R-HSA-165158;R-HSA-373080;R-HSA-5610787;R-HSA-5620922;R-HSA-5632684;R-HSA-5635838,Activation of SM;Activation of SMO;BBSome-mediated cargo-targeting to ciliu;BBSome-mediated cargo-targeting to cilium;Class B/2 (Secretin family receptors;Class B/2 (Secretin family receptors);Hedgehog 'off' stat;Hedgehog 'off' state;Hedgehog 'on' stat;Hedgehog 'on' state,,1,6,0
CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,3.0,Completed,TP53,R-HSA-111448;R-HSA-139915;R-HSA-1912408;R-HSA-2559580;R-HSA-2559584;R-HSA-2559585;R-HSA-2559586;R-HSA-3232118;R-HSA-349425;R-HSA-390471;R-HSA-5620971;R-HSA-5628897;R-HSA-5689880;R-HSA-5689896;R-HSA-5693565;R-HSA-6785807;R-HSA-6796648;R-HSA-6803204;R-HSA-6803205;R-HSA-6803207;R-HSA-6803211;R-HSA-6804114;R-HSA-6804115;R-HSA-6804116;R-HSA-6804754;R-HSA-6804756;R-HSA-6804757;R-HSA-6804758;R-HSA-6804759;R-HSA-6804760;R-HSA-6807070;R-HSA-6811555;R-HSA-69473;R-HSA-69481;R-HSA-69541;R-HSA-69895;R-HSA-8852276;R-HSA-8853884;R-HSA-8941855;R-HSA-8943724;R-HSA-9723905;R-HSA-9725370;R-HSA-9758274;R-HSA-9819196;R-HSA-983231;R-HSA-9833482,Activation of NOXA and translocation to mitochondri;Activation of NOXA and translocation to mitochondria;Activation of PUMA and translocation to mitochondri;Activation of PUMA and translocation to mitochondria;Association of TriC/CCT with target proteins during biosynthesi;Association of TriC/CCT with target proteins during biosynthesis;Autodegradation of the E3 ubiquitin ligase COP;Autodegradation of the E3 ubiquitin ligase COP1;DNA Damage/Telomere Stress Induced Senescenc;DNA Damage/Telomere Stress Induced Senescence;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Formation of Senescence-Associated Heterochromatin Foci (SAHF;Formation of Senescence-Associated Heterochromatin Foci (SAHF);G2/M Checkpoint;G2/M Checkpoints;G2/M DNA damage checkpoin;G2/M DNA damage checkpoint;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Loss of function of TP53 in cancer due to loss of tetramerization abilit;Loss of function of TP53 in cancer due to loss of tetramerization ability;Oncogene Induced Senescenc;Oncogene Induced Senescence;Ovarian tumor domain protease;Ovarian tumor domain proteases;Oxidative Stress Induced Senescenc;Oxidative Stress Induced Senescence;PI5P Regulates TP53 Acetylatio;PI5P Regulates TP53 Acetylation;PKR-mediated signalin;PKR-mediated signaling;Pre-NOTCH Transcription and Translatio;Pre-NOTCH Transcription and Translation;Pyroptosi;Pyroptosis;RUNX3 regulates CDKN1A transcriptio;RUNX3 regulates CDKN1A transcription;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;Regulation of NF-kappa B signalin;Regulation of NF-kappa B signaling;Regulation of PTEN gene transcriptio;Regulation of PTEN gene transcription;Regulation of TP53 Activity through Acetylatio;Regulation of TP53 Activity through Acetylation;Regulation of TP53 Activity through Association with Co-factor;Regulation of TP53 Activity through Association with Co-factors;Regulation of TP53 Activity through Methylatio;Regulation of TP53 Activity through Methylation;Regulation of TP53 Activity through Phosphorylatio;Regulation of TP53 Activity through Phosphorylation;Regulation of TP53 Degradatio;Regulation of TP53 Degradation;Regulation of TP53 Expressio;Regulation of TP53 Expression;SUMOylation of transcription factor;SUMOylation of transcription factors;Signaling by ALK fusions and activated point mutant;Signaling by ALK fusions and activated point mutants;Stabilization of p5;Stabilization of p53;TP53 Regulates Metabolic Gene;TP53 Regulates Metabolic Genes;TP53 Regulates Transcription of Caspase Activators and Caspase;TP53 Regulates Transcription of Caspase Activators and Caspases;TP53 Regulates Transcription of DNA Repair Gene;TP53 Regulates Transcription of DNA Repair Genes;TP53 Regulates Transcription of Death Receptors and Ligand;TP53 Regulates Transcription of Death Receptors and Ligands;TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas;TP53 Regulates Transcription of Genes Involved in Cytochrome C Release;TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres;TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest;TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arres;TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest;TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai;TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain;TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai;TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain;The role of GTSE1 in G2/M progression after G2 checkpoin;The role of GTSE1 in G2/M progression after G2 checkpoint;Transcriptional Regulation by VENT;Transcriptional Regulation by VENTX;Transcriptional activation of cell cycle inhibitor p2;Transcriptional activation of cell cycle inhibitor p21;Ub-specific processing protease;Ub-specific processing proteases;Zygotic genome activation (ZGA;Zygotic genome activation (ZGA),,1,46,0
CHEMBL3186534,RIVOCERANIB,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,3.0,"Active, not recruiting",KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation,,1,7,0
CHEMBL3244648,METHOTREXATE SODIUM,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],,,,,,Dihydrofolate reductase inhibitor,0,0,1
CHEMBL3287735,GSK2816126,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,1.0,Terminated,EZH2,R-HSA-212300;R-HSA-2559580;R-HSA-3214841;R-HSA-5617472;R-HSA-6807070;R-HSA-8953750;R-HSA-9609690;R-HSA-9710421,Activation of anterior HOX genes in hindbrain development during early embryogenesi;Defective pyroptosi;HCMV Early Event;Oxidative Stress Induced Senescenc;PKMTs methylate histone lysine;PRC2 methylates histones and DN;Regulation of PTEN gene transcriptio;Transcriptional Regulation by E2F,,1,8,0
CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,3.0,Completed,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL3301612,ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,4.0,,BRAF,R-HSA-1295596;R-HSA-170968;R-HSA-170984;R-HSA-187706;R-HSA-5673000;R-HSA-5674135;R-HSA-5674499;R-HSA-5675221;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-9726840;R-HSA-9726842,ARMS-mediated activatio;ARMS-mediated activation;Frs2-mediated activatio;Frs2-mediated activation;Gain-of-function MRAS complexes activate RAF signalin;Gain-of-function MRAS complexes activate RAF signaling;MAP2K and MAPK activatio;MAP2K and MAPK activation;Negative feedback regulation of MAPK pathwa;Negative feedback regulation of MAPK pathway;Negative regulation of MAPK pathwa;Negative regulation of MAPK pathway;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;RAF activatio;RAF activation;SHOC2 M1731 mutant abolishes MRAS complex functio;SHOC2 M1731 mutant abolishes MRAS complex function;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by high-kinase activity BRAF mutant;Signaling by high-kinase activity BRAF mutants;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants;Signalling to p38 via RIT and RI;Signalling to p38 via RIT and RIN;Spry regulation of FGF signalin;Spry regulation of FGF signaling,Serine/threonine-protein kinase B-raf inhibitor,1,16,1
CHEMBL3348923,TOVORAFENIB,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,3.0,Recruiting,BRAF;RAF1,R-HSA-1295596;R-HSA-170968;R-HSA-170984;R-HSA-187706;R-HSA-2672351;R-HSA-392517;R-HSA-430116;R-HSA-5621575;R-HSA-5673000;R-HSA-5674135;R-HSA-5674499;R-HSA-5675221;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-9726840;R-HSA-9726842;R-HSA-9732724,ARMS-mediated activatio;ARMS-mediated activation;CD209 (DC-SIGN) signalin;CD209 (DC-SIGN) signaling;Frs2-mediated activatio;Frs2-mediated activation;GP1b-IX-V activation signallin;GP1b-IX-V activation signalling;Gain-of-function MRAS complexes activate RAF signalin;Gain-of-function MRAS complexes activate RAF signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;MAP2K and MAPK activatio;MAP2K and MAPK activation;Negative feedback regulation of MAPK pathwa;Negative feedback regulation of MAPK pathway;Negative regulation of MAPK pathwa;Negative regulation of MAPK pathway;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;RAF activatio;RAF activation;Rap1 signallin;Rap1 signalling;SHOC2 M1731 mutant abolishes MRAS complex functio;SHOC2 M1731 mutant abolishes MRAS complex function;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by high-kinase activity BRAF mutant;Signaling by high-kinase activity BRAF mutants;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants;Signalling to p38 via RIT and RI;Signalling to p38 via RIT and RIN;Spry regulation of FGF signalin;Spry regulation of FGF signaling;Stimuli-sensing channel;Stimuli-sensing channels,,2,21,0
CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3414621,TAZEMETOSTAT,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,4.0,,EZH2,R-HSA-212300;R-HSA-2559580;R-HSA-3214841;R-HSA-5617472;R-HSA-6807070;R-HSA-8953750;R-HSA-9609690;R-HSA-9710421,Activation of anterior HOX genes in hindbrain development during early embryogenesi;Defective pyroptosi;HCMV Early Event;Oxidative Stress Induced Senescenc;PKMTs methylate histone lysine;PRC2 methylates histones and DN;Regulation of PTEN gene transcriptio;Transcriptional Regulation by E2F,,1,8,0
CHEMBL348475,TARIQUIDAR,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,,,,,,P-glycoprotein 1 inhibitor,0,0,1
CHEMBL3544983,TESEVATINIB,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3545027,XL-281,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,1.0,Completed,BRAF;RAF1,R-HSA-1295596;R-HSA-170968;R-HSA-170984;R-HSA-187706;R-HSA-2672351;R-HSA-392517;R-HSA-430116;R-HSA-5621575;R-HSA-5673000;R-HSA-5674135;R-HSA-5674499;R-HSA-5675221;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-9726840;R-HSA-9726842;R-HSA-9732724,ARMS-mediated activatio;ARMS-mediated activation;CD209 (DC-SIGN) signalin;CD209 (DC-SIGN) signaling;Frs2-mediated activatio;Frs2-mediated activation;GP1b-IX-V activation signallin;GP1b-IX-V activation signalling;Gain-of-function MRAS complexes activate RAF signalin;Gain-of-function MRAS complexes activate RAF signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;MAP2K and MAPK activatio;MAP2K and MAPK activation;Negative feedback regulation of MAPK pathwa;Negative feedback regulation of MAPK pathway;Negative regulation of MAPK pathwa;Negative regulation of MAPK pathway;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;RAF activatio;RAF activation;Rap1 signallin;Rap1 signalling;SHOC2 M1731 mutant abolishes MRAS complex functio;SHOC2 M1731 mutant abolishes MRAS complex function;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by high-kinase activity BRAF mutant;Signaling by high-kinase activity BRAF mutants;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants;Signalling to p38 via RIT and RI;Signalling to p38 via RIT and RIN;Spry regulation of FGF signalin;Spry regulation of FGF signaling;Stimuli-sensing channel;Stimuli-sensing channels,,2,21,0
CHEMBL3545063,OSIMERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL3545085,XL-228,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,1.0,Terminated,ABL1,R-HSA-2029482;R-HSA-428890;R-HSA-525793;R-HSA-5663213;R-HSA-5685938;R-HSA-5693565;R-HSA-69231;R-HSA-8939236;R-HSA-8940973;R-HSA-9664422;R-HSA-983231;R-HSA-9841922;R-HSA-9860927,"Cyclin D associated events in G;Cyclin D associated events in G1;FCGR3A-mediated phagocytosi;FCGR3A-mediated phagocytosis;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;HDR through Single Strand Annealing (SSA;HDR through Single Strand Annealing (SSA);MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi;MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis;Myogenesi;Myogenesis;RHO GTPases Activate WASPs and WAVE;RHO GTPases Activate WASPs and WAVEs;RUNX1 regulates transcription of genes involved in differentiation of HSC;RUNX1 regulates transcription of genes involved in differentiation of HSCs;RUNX2 regulates osteoblast differentiatio;RUNX2 regulates osteoblast differentiation;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;Regulation of actin dynamics for phagocytic cup formatio;Regulation of actin dynamics for phagocytic cup formation;Role of ABL in ROBO-SLIT signalin;Role of ABL in ROBO-SLIT signaling;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",,1,13,0
CHEMBL3545155,JI-101,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,1.0,Completed,KDR;PDGFRB,R-HSA-1257604;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-9673768;R-HSA-9856530,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Downstream signal transductio;Downstream signal transduction;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Integrin cell surface interaction;Integrin cell surface interactions;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Signaling by PDG;Signaling by PDGF;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation",,2,14,0
CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,1.0,Terminated,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL3545235,SIMOTINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
