phase,status,disease_id,disease_name,chembl_id,drug_name,gene_symbol,smiles
PDGFRA,2.0,Terminated,MONDO_0004992,cancer,CHEMBL1980297,ILORASERTIB,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
PDGFRA,2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,CHEMBL3545402,XL-820,
PDGFRA,1.0,Completed,EFO_0000616,neoplasm,CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
JAK2,4.0,,EFO_0000616,neoplasm,CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
JAK2,4.0,,EFO_0000685,rheumatoid arthritis,CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
JAK2,4.0,,EFO_0000685,rheumatoid arthritis,CHEMBL5315119,UPADACITINIB HEMIHYDRATE,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O
JAK2,4.0,,EFO_0000616,neoplasm,CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
JAK2,4.0,,EFO_0000616,neoplasm,CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2
JAK2,4.0,,EFO_0002429,polycythemia vera,CHEMBL1795071,RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O
JAK2,4.0,,EFO_0002429,polycythemia vera,CHEMBL5095049,PACRITINIB CITRATE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O
JAK2,4.0,,EFO_0002430,primary myelofibrosis,CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O
JAK2,4.0,,EFO_0000685,rheumatoid arthritis,CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
JAK2,4.0,,EFO_0000685,rheumatoid arthritis,CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O
JAK2,3.0,"Active, not recruiting",EFO_0000220,acute lymphoblastic leukemia,CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
JAK2,3.0,"Active, not recruiting",EFO_0000274,atopic eczema,CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
JAK2,3.0,Completed,EFO_0000384,Crohn's disease,CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
JAK2,3.0,,EFO_0000540,immune system disease,CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
JAK2,3.0,,EFO_0000540,immune system disease,CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2
JAK2,3.0,Completed,EFO_0002430,primary myelofibrosis,CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1
JAK2,3.0,Recruiting,HP_0000964,Eczematoid dermatitis,CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2
JAK2,2.0,Terminated,EFO_0000274,atopic eczema,CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1
JAK2,2.0,Terminated,EFO_0000384,Crohn's disease,CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1
JAK2,2.0,"Active, not recruiting",EFO_0000616,neoplasm,CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1
JAK2,2.0,Completed,EFO_0001378,multiple myeloma,CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1
JAK2,1.0,Withdrawn,EFO_0000182,hepatocellular carcinoma,CHEMBL1944698,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1
JAK2,1.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1
JAK2,1.0,Completed,EFO_0000685,rheumatoid arthritis,CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1
JAK2,1.0,Terminated,EFO_0000479,essential thrombocythemia,CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1
JAK2,1.0,Completed,EFO_0004610,acute lung injury,CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1
JAK2,1.0,Completed,EFO_0002430,primary myelofibrosis,CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1
JAK2,1.0,Terminated,MONDO_0004992,cancer,CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21
PRKCD,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCD,2.0,Completed,EFO_0000612,myocardial infarction,CHEMBL2107872,DELCASERTIB,
PRKCD,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCD,2.0,Completed,EFO_0000676,psoriasis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCD,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PRKCE,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCE,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCE,2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCE,2.0,Completed,HP_0012531,Pain,CHEMBL4297775,KAI-1678,
PRKCE,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PRKCH,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCH,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCH,2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCH,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PRKCQ,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCQ,2.0,Completed,EFO_0000676,psoriasis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCQ,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCQ,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PRKCA,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCA,3.0,Completed,EFO_0003060,non-small cell lung carcinoma,CHEMBL2108287,APRINOCARSEN,
PRKCA,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCA,2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCA,1.0,Withdrawn,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
CD33,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL1201506,GEMTUZUMAB OZOGAMICIN,
CD33,3.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL2108342,GEMTUZUMAB,
CD33,3.0,Unknown status,EFO_0000565,leukemia,CHEMBL2109150,LINTUZUMAB,
CD33,1.0,Completed,EFO_0000198,myelodysplastic syndrome,CHEMBL2109267,M195,
CD33,1.0,Terminated,MONDO_0004643,myeloid leukemia,CHEMBL2109266,AVE-9633,
WT1,3.0,"Active, not recruiting",EFO_0000222,acute myeloid leukemia,CHEMBL3833386,GALINPEPIMUT-S,
WT1,3.0,Completed,EFO_0000519,glioblastoma multiforme,CHEMBL4297235,OMBIPEPIMUT-S,
POLE3,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLE3,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLE3,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLE3,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLE3,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLE3,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLE3,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
POLD3,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLD3,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLD3,4.0,"Active, not recruiting",EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLD3,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD3,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD3,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLD3,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
POLD2,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLD2,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLD2,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLD2,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD2,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD2,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLD2,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
NPM1,4.0,,EFO_0000616,neoplasm,CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
NPM1,4.0,,EFO_0000616,neoplasm,CHEMBL2403108,CERITINIB,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
TERT,3.0,Recruiting,MONDO_0044903,myelofibrosis,CHEMBL2107856,IMETELSTAT,
TERT,2.0,Completed,MONDO_0007254,breast cancer,CHEMBL2108702,IMETELSTAT SODIUM,
POLD1,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLD1,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLD1,4.0,"Active, not recruiting",EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLD1,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD1,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD1,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLD1,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
PRKCZ,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCZ,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCZ,2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCZ,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PTPN11,1.0,Recruiting,EFO_0000616,neoplasm,CHEMBL4650521,BATOPROTAFIB,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N
POLA2,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLA2,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLA2,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLA2,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLA2,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLA2,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLA2,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
POLD4,4.0,,EFO_0000095,chronic lymphocytic leukemia,CHEMBL1096882,FLUDARABINE PHOSPHATE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
POLD4,4.0,,EFO_0000220,acute lymphoblastic leukemia,CHEMBL1750,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
POLD4,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL803,CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
POLD4,4.0,,EFO_0000305,breast carcinoma,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD4,4.0,,EFO_0000616,neoplasm,CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
POLD4,2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL359164,TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1
POLD4,2.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL4297599,ASPACYTARABINE,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O
PRKCI,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCI,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCI,2.0,Completed,EFO_0000676,psoriasis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCI,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
KRAS,4.0,,EFO_0000616,neoplasm,CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1
KRAS,4.0,,EFO_0000616,neoplasm,CHEMBL4594350,ADAGRASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N
RPL5,4.0,,MONDO_0010679,Duchenne muscular dystrophy,CHEMBL256997,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1
RPL5,2.0,Terminated,EFO_0000403,diffuse large B-cell lymphoma,CHEMBL4297789,MT-3724,
RPL5,2.0,Terminated,MONDO_0016239,cystinosis,CHEMBL4297744,ELX-02,
PRKD1,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKD1,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKD1,2.0,Completed,EFO_0000676,psoriasis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKD1,1.0,Withdrawn,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
PRKCG,4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
PRKCG,2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
PRKCG,2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
PRKCG,1.0,Terminated,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
MPL,4.0,,EFO_0001421,liver disease,CHEMBL2105758,AVATROMBOPAG MALEATE,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O
MPL,4.0,,EFO_0004220,chronic hepatitis C virus infection,CHEMBL3989691,ELTROMBOPAG OLAMINE,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO
MPL,4.0,Completed,EFO_0007160,autoimmune thrombocytopenic purpura,CHEMBL1201832,ROMIPLOSTIM,
MPL,4.0,,HP_0001873,Thrombocytopenia,CHEMBL2107831,LUSUTROMBOPAG,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
MPL,4.0,,MP_0001914,hemorrhage,CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1
MPL,3.0,Unknown status,EFO_0000616,neoplasm,CHEMBL461101,ELTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
