rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroe6_relevant,mechanistic_rationale,compound_name,morphology_score,is_cp_hit,compound_identifier_used,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank
679.0,CHEMBL3187365,0.0625609466981299,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,asenapine,0.67,True,CHEMBL3187365,0.0,0.8013698630136986,0.32054794520547947,84
1198.0,CHEMBL419296,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,zolantidine,0.67,True,CHEMBL419296,0.0,0.8013698630136986,0.32054794520547947,85
2955.0,CHEMBL483059,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dynole-34-2,0.66,True,CHEMBL483059,0.0,0.7945205479452055,0.3178082191780822,86
98.0,CHEMBL1423,0.4266256235516247,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,pimozide,0.48,True,CHEMBL1423,0.07947032317059056,0.6712328767123288,0.31617534458728586,87
4227.0,CHEMBL3184878,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thiazovivin,0.65,True,CHEMBL3184878,0.0,0.7876712328767123,0.3150684931506849,88
4535.0,CHEMBL4303205,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CCT-031374,0.65,True,CHEMBL4303205,0.0,0.7876712328767123,0.3150684931506849,89
782.0,CHEMBL585902,0.0532204377515123,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AMG-548,0.65,True,CHEMBL585902,0.0,0.7876712328767123,0.3150684931506849,90
4557.0,CHEMBL4303262,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nemonapride,0.64,True,CHEMBL4303262,0.0,0.7808219178082193,0.3123287671232877,91
4656.0,CHEMBL4303527,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BETP,0.64,True,CHEMBL4303527,0.0,0.7808219178082193,0.3123287671232877,92
173.0,CHEMBL1263,0.3350123004123249,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,salmeterol,0.46,False,CHEMBL1263,0.07947032317059056,0.6575342465753424,0.3106958925324913,93
66.0,CHEMBL428496,0.5450040493506889,0.4577042230404515,0.0,3.051361486936344,0.0,,Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,,True,Relevant pathways: Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,wortmannin,0.26,False,CHEMBL428496,0.1677233256247812,0.5205479452054794,0.30885317345706054,94
228.0,CHEMBL2057915,0.264033516153743,0.2166840406124942,0.0,1.4445602707499616,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,GDC-0834,0.45,False,CHEMBL2057915,0.07940273668423356,0.6506849315068493,0.3079156146132799,95
3289.0,CHEMBL1287854,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ruxolitinib-(S),0.62,False,CHEMBL1287854,0.0,0.767123287671233,0.3068493150684932,96
4019.0,CHEMBL237352,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tie2-kinase-inhibitor,0.62,True,CHEMBL237352,0.0,0.767123287671233,0.3068493150684932,97
1116.0,CHEMBL275707,0.0348157940383297,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rimcazole,0.62,True,CHEMBL275707,0.0,0.767123287671233,0.3068493150684932,98
2379.0,CHEMBL303958,0.0009791101338077,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NU-6027,0.62,True,CHEMBL303958,0.0,0.767123287671233,0.3068493150684932,99
4196.0,CHEMBL3105848,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,3PO,0.62,True,CHEMBL3105848,0.0,0.767123287671233,0.3068493150684932,100
4847.0,CHEMBL481512,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MCOPPB,0.62,True,CHEMBL481512,0.0,0.767123287671233,0.3068493150684932,101
47.0,CHEMBL103667,0.6571625263201826,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,doramapimod,0.48,True,CHEMBL103667,0.062178218306311844,0.6712328767123288,0.30580008166871864,102
1020.0,CHEMBL305660,0.0373256903165211,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ebastine,0.61,True,CHEMBL305660,0.0,0.7602739726027397,0.30410958904109586,103
884.0,CHEMBL313737,0.047442780517501,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CY208-243,0.61,True,CHEMBL313737,0.0,0.7602739726027397,0.30410958904109586,104
1947.0,CHEMBL408430,0.0033527956791997,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AM-1241,0.61,True,CHEMBL408430,0.0,0.7602739726027397,0.30410958904109586,105
4497.0,CHEMBL4294155,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,XL019,0.61,True,CHEMBL4294155,0.0,0.7602739726027397,0.30410958904109586,106
274.0,CHEMBL1214141,0.2327894725191236,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,GNF-7,0.47,False,CHEMBL1214141,0.062178218306311844,0.6643835616438356,0.3030603556413214,107
275.0,CHEMBL2058538,0.2309944177260675,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,SPP86,0.47,True,CHEMBL2058538,0.062178218306311844,0.6643835616438356,0.3030603556413214,108
1874.0,CHEMBL1256415,0.0043010944010936,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,7-methoxytacrine,0.6,True,CHEMBL1256415,0.0,0.7534246575342467,0.3013698630136987,109
2486.0,CHEMBL1825141,0.0006017645082601,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,crizotinib-(S),0.6,False,CHEMBL1825141,0.0,0.7534246575342467,0.3013698630136987,110
3734.0,CHEMBL1908325,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,selamectin,0.6,True,CHEMBL1908325,0.0,0.7534246575342467,0.3013698630136987,111
3577.0,CHEMBL1618279,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,revaprazan,0.59,True,CHEMBL1618279,0.0,0.7465753424657533,0.2986301369863013,112
4769.0,CHEMBL45349,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BMS-191011,0.59,True,CHEMBL45349,0.0,0.7465753424657533,0.2986301369863013,113
152.0,CHEMBL564,0.3475293356303317,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,promazine,0.41,False,CHEMBL564,0.07947032317059056,0.6232876712328766,0.296997262395505,114
12.0,CHEMBL572878,1.2893678518225051,0.3638038509630142,0.0360726078658958,2.293092777578477,0.0,AAK1,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,,True,Host protein hits: AAK1 | Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,tozasertib,0.29,False,CHEMBL572878,0.13331402396351988,0.541095890410959,0.2964267705424955,115
369.0,CHEMBL2177736,0.1379418001269781,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PRT062607,0.58,True,CHEMBL2177736,0.0,0.7397260273972603,0.29589041095890417,116
1919.0,CHEMBL2220483,0.0036689968149143,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BCX-1470,0.58,True,CHEMBL2220483,0.0,0.7397260273972603,0.29589041095890417,117
864.0,CHEMBL4303658,0.0484043027840335,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TA-01,0.58,True,CHEMBL4303658,0.0,0.7397260273972603,0.29589041095890417,118
1128.0,CHEMBL471728,0.0347824027314226,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GANT-61,0.58,True,CHEMBL471728,0.0,0.7397260273972603,0.29589041095890417,119
5015.0,CHEMBL596380,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,"3,4-methylenedioxy-beta-nitrostyrene",0.58,True,CHEMBL596380,0.0,0.7397260273972603,0.29589041095890417,120
42.0,CHEMBL1171837,0.7329716977705181,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,ponatinib,0.44,False,CHEMBL1171837,0.062178218306311844,0.6438356164383562,0.2948411775591296,121
1508.0,CHEMBL1289,0.0156774250798469,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,haloprogin,0.57,True,CHEMBL1289,0.0,0.732876712328767,0.2931506849315068,122
2190.0,CHEMBL1494,0.0017355320449305,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,norfluoxetine,0.57,True,CHEMBL1494,0.0,0.732876712328767,0.2931506849315068,123
2583.0,CHEMBL2037226,0.0004469720947877,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GNF-5837,0.57,True,CHEMBL2037226,0.0,0.732876712328767,0.2931506849315068,124
2800.0,CHEMBL229008,0.0001186720913392,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BMS-566419,0.57,True,CHEMBL229008,0.0,0.732876712328767,0.2931506849315068,125
324.0,CHEMBL4068896,0.1794730761130992,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BLU9931,0.57,True,CHEMBL4068896,0.0,0.732876712328767,0.2931506849315068,126
2866.0,CHEMBL4303368,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ZLN005,0.56,True,CHEMBL4303368,0.0,0.726027397260274,0.2904109589041096,127
4936.0,CHEMBL5314365,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MONENSIN SODIUM,0.56,True,CHEMBL5314365,0.0,0.726027397260274,0.2904109589041096,128
25.0,CHEMBL218394,0.9572639587719496,0.8881462329658749,1.3472281941114777,0.981138174697081,0.0,"CTSB,CTSK,CTSL,CTSS",Endosomal/Vacuolar pathway,,True,"Host protein hits: CTSB,CTSK,CTSL,CTSS | Relevant pathways: Endosomal/Vacuolar pathway",boceprevir,-0.16,False,CHEMBL218394,0.32545655542486224,0.2328767123287671,0.2884246181864242,129
760.0,CHEMBL140,0.0552098858188135,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,curcumin,0.55,True,CHEMBL140,0.0,0.7191780821917809,0.28767123287671237,130
1243.0,CHEMBL2143592,0.0315782554186446,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,metatinib,0.55,True,CHEMBL2143592,0.0,0.7191780821917809,0.28767123287671237,131
4735.0,CHEMBL433257,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,harringtonine,0.55,True,CHEMBL433257,0.0,0.7191780821917809,0.28767123287671237,132
627.0,CHEMBL964,0.0703944355292428,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,disulfiram,0.55,True,CHEMBL964,0.0,0.7191780821917809,0.28767123287671237,133
2324.0,CHEMBL1411581,0.0011698255567173,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trequinsin,0.54,True,CHEMBL1411581,0.0,0.7123287671232877,0.2849315068493151,134
848.0,CHEMBL395110,0.0490733833571626,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,mepazine,0.54,True,CHEMBL395110,0.0,0.7123287671232877,0.2849315068493151,135
577.0,CHEMBL41,0.0761014193095221,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fluoxetine,0.54,True,CHEMBL41,0.0,0.7123287671232877,0.2849315068493151,136
1051.0,CHEMBL1331148,0.0364562805096214,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,A-7,0.53,True,CHEMBL1331148,0.0,0.7054794520547946,0.2821917808219178,137
1172.0,CHEMBL1415927,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,R-96544,0.53,True,CHEMBL1415927,0.0,0.7054794520547946,0.2821917808219178,138
479.0,CHEMBL146095,0.0951152264007014,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,glafenine,0.53,True,CHEMBL146095,0.0,0.7054794520547946,0.2821917808219178,139
2936.0,CHEMBL2159498,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,P22077,0.53,True,CHEMBL2159498,0.0,0.7054794520547946,0.2821917808219178,140
2695.0,CHEMBL2386889,0.0002365885971978,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SCH-900776,0.53,True,CHEMBL2386889,0.0,0.7054794520547946,0.2821917808219178,141
1804.0,CHEMBL263664,0.0060510469593104,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CCT128930,0.53,True,CHEMBL263664,0.0,0.7054794520547946,0.2821917808219178,142
4152.0,CHEMBL292376,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tecalcet,0.53,True,CHEMBL292376,0.0,0.7054794520547946,0.2821917808219178,143
451.0,CHEMBL296586,0.1035140161228542,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,kenpaullone,0.53,True,CHEMBL296586,0.0,0.7054794520547946,0.2821917808219178,144
403.0,CHEMBL643,0.1195987248398645,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,promethazine,0.53,True,CHEMBL643,0.0,0.7054794520547946,0.2821917808219178,145
74.0,CHEMBL1765602,0.5381093099447487,0.4577042230404515,0.0,3.051361486936344,0.0,,Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,,True,Relevant pathways: Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,torin-2,0.16,False,CHEMBL1765602,0.1677233256247812,0.452054794520548,0.28145591318308794,146
1160.0,CHEMBL1192517,0.0342241161996447,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bifemelane,0.52,True,CHEMBL1192517,0.0,0.6986301369863014,0.27945205479452057,147
783.0,CHEMBL1200848,0.0531053510984329,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,17-hydroxyprogesterone-caproate,0.52,True,CHEMBL1200848,0.0,0.6986301369863014,0.27945205479452057,148
2598.0,CHEMBL134713,0.0004143724302427,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GTS21,0.52,True,CHEMBL134713,0.0,0.6986301369863014,0.27945205479452057,149
473.0,CHEMBL214957,0.0966043130413614,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GW-803430,0.52,True,CHEMBL214957,0.0,0.6986301369863014,0.27945205479452057,150
