chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL498847,SECNIDAZOLE,Cc1ncc([N+](=O)[O-])n1CC(C)O,KPQZUUQMTUIKBP-UHFFFAOYSA-N,185.183,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL4303201,CATEQUENTINIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,KSMZEXLVHXZPEF-UHFFFAOYSA-N,407.4450000000002,3.0,Not yet recruiting|Recruiting,KIT|PDGFRB|KDR|FLT4,4.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269|R-HSA-9673770,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR",32.0,Platelet-derived growth factor receptor beta inhibitor | Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor 2 inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,450.34500000000014,4.0,,NPM1,1.0,R-HSA-9833482|R-HSA-9725371|R-HSA-180746|R-HSA-3899300|R-HSA-606279|R-HSA-6804115|R-HSA-8869496|R-HSA-9692914|R-HSA-9700645|R-HSA-9725370,PKR-mediated signalin|Nuclear events stimulated by ALK signaling in cance|Nuclear import of Rev protei|SUMOylation of transcription cofactor|Deposition of new CENPA-containing nucleosomes at the centromer|TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai|TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiatio|SARS-CoV-1-host interaction|ALK mutants bind TKI|Signaling by ALK fusions and activated point mutant,10.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,521.0500000000003,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL3977543,BELVARAFENIB,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,KVCQTKNUUQOELD-UHFFFAOYSA-N,478.9400000000002,2.0,Recruiting,RAF1|BRAF,2.0,R-HSA-5673000|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-9649948|R-HSA-9656223|R-HSA-9732724|R-HSA-2672351|R-HSA-392517|R-HSA-430116|R-HSA-5621575|R-HSA-5674135|R-HSA-5674499|R-HSA-5675221|R-HSA-6802948|R-HSA-9726840|R-HSA-9726842|R-HSA-1295596|R-HSA-170968|R-HSA-170984|R-HSA-187706,RAF activation|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|IFNG signaling activates MAPKs|Stimuli-sensing channels|Rap1 signalling|GP1b-IX-V activation signalling|CD209 (DC-SIGN) signaling|MAP2K and MAPK activation|Negative feedback regulation of MAPK pathway|Negative regulation of MAPK pathway|Signaling by high-kinase activity BRAF mutants|SHOC2 M1731 mutant abolishes MRAS complex function|Gain-of-function MRAS complexes activate RAF signaling|Spry regulation of FGF signaling|Frs2-mediated activation|ARMS-mediated activation|Signalling to p38 via RIT and RIN|Stimuli-sensing channel|Rap1 signallin|GP1b-IX-V activation signallin|CD209 (DC-SIGN) signalin|RAF activatio|MAP2K and MAPK activatio|Negative feedback regulation of MAPK pathwa|Negative regulation of MAPK pathwa|Signaling by moderate kinase activity BRAF mutant|Signaling by high-kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|SHOC2 M1731 mutant abolishes MRAS complex functio|Gain-of-function MRAS complexes activate RAF signalin|IFNG signaling activates MAPK|Spry regulation of FGF signalin|Frs2-mediated activatio|ARMS-mediated activatio|Signalling to p38 via RIT and RI,21.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3809489,BEMCENTINIB,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,KXMZDGSRSGHMMK-VWLOTQADSA-N,506.6580000000003,2.0,Completed,AXL,1.0,R-HSA-4420097,VEGFA-VEGFR2 Pathway|VEGFA-VEGFR2 Pathwa,1.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3989869,UMBRALISIB TOSYLATE,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,KYJWUPZPSXZEPG-NTISSMGPSA-N,743.7640000000001,4.0,,ABL1,1.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell",13.0,Tyrosine-protein kinase ABL inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL2105681,SAPACITABINE,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,LBGFKUUHOPIEMA-PEARBKPGSA-N,490.64500000000015,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,LBWFXVZLPYTWQI-IPOVEDGCSA-N,532.5690000000003,4.0,Completed,FLT3|KIT|PDGFRB|RET|KDR|FLT4|PDGFRA,7.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|VEGFR2 mediated cell proliferation|RET signaling|NPAS4 regulates expression of target genes|Formation of the nephric duct|Formation of the ureteric bud|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|RET signalin|NPAS4 regulates expression of target gene|Formation of the nephric duc|Formation of the ureteric bu|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",65.0,Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Tyrosine-protein kinase receptor RET inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL348475,TARIQUIDAR,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,LGGHDPFKSSRQNS-UHFFFAOYSA-N,646.7440000000001,,,,,,,,P-glycoprotein 1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL1738697,PF-00337210,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,LGXVKMDGSIWEHL-UHFFFAOYSA-N,461.51800000000037,1.0,Completed,KDR,1.0,R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,VEGFR2 mediated cell proliferation|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|VEGF binds to VEGFR leading to receptor dimerizatio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR,7.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1200645,ETOPOSIDE PHOSPHATE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,LIQODXNTTZAGID-OCBXBXKTSA-N,668.5410000000005,3.0,Unknown status,TOP2A,1.0,R-HSA-1362277|R-HSA-4615885,Transcription of E2F targets under negative control by DREAM complex|SUMOylation of DNA replication proteins|Transcription of E2F targets under negative control by DREAM comple|SUMOylation of DNA replication protein,2.0,DNA topoisomerase II alpha inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL1542,AZATHIOPRINE,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,LMEKQMALGUDUQG-UHFFFAOYSA-N,277.269,,,,,,,,Amidophosphoribosyltransferase inhibitor | DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,381.44000000000017,2.0,Completed,FLT3|ABL1|JAK2,3.0,R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"PIP3 activates AKT signaling|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RUNX1 regulates transcription of genes involved in differentiation of HSC|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",75.0,,,protein_drug_candidates|pathway_drug_candidates
