chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,BGBNULCRKBVAKL-UHFFFAOYSA-N,199.24999999999994,3.0,Completed,TP53,1.0,R-HSA-5693565|R-HSA-983231|R-HSA-111448|R-HSA-139915|R-HSA-1912408|R-HSA-2559580|R-HSA-2559584|R-HSA-2559585|R-HSA-2559586|R-HSA-3232118|R-HSA-349425|R-HSA-390471|R-HSA-5620971|R-HSA-5628897|R-HSA-5689880|R-HSA-5689896|R-HSA-6785807|R-HSA-6796648|R-HSA-6803204|R-HSA-6803205|R-HSA-6803207|R-HSA-6803211|R-HSA-6804114|R-HSA-6804115|R-HSA-6804116|R-HSA-6804754|R-HSA-6804756|R-HSA-6804757|R-HSA-6804758|R-HSA-6804759|R-HSA-6804760|R-HSA-6811555|R-HSA-69473|R-HSA-69481|R-HSA-69541|R-HSA-69895|R-HSA-8852276|R-HSA-8853884|R-HSA-8941855|R-HSA-8943724|R-HSA-9723905|R-HSA-9725370|R-HSA-9758274|R-HSA-9819196|R-HSA-9833482|R-HSA-6807070,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Factors involved in megakaryocyte development and platelet production|Activation of NOXA and translocation to mitochondria|Activation of PUMA and translocation to mitochondria|Pre-NOTCH Transcription and Translation|Oxidative Stress Induced Senescence|Formation of Senescence-Associated Heterochromatin Foci (SAHF)|Oncogene Induced Senescence|DNA Damage/Telomere Stress Induced Senescence|SUMOylation of transcription factors|Autodegradation of the E3 ubiquitin ligase COP1|Association of TriC/CCT with target proteins during biosynthesis|Pyroptosis|TP53 Regulates Metabolic Genes|Ub-specific processing proteases|Ovarian tumor domain proteases|Interleukin-4 and Interleukin-13 signaling|TP53 Regulates Transcription of DNA Repair Genes|TP53 Regulates Transcription of Genes Involved in Cytochrome C Release|TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain|TP53 Regulates Transcription of Caspase Activators and Caspases|TP53 Regulates Transcription of Death Receptors and Ligands|TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest|TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest|Regulation of TP53 Expression|Regulation of TP53 Activity through Phosphorylation|Regulation of TP53 Degradation|Regulation of TP53 Activity through Acetylation|Regulation of TP53 Activity through Association with Co-factors|Regulation of TP53 Activity through Methylation|PI5P Regulates TP53 Acetylation|G2/M DNA damage checkpoint|G2/M Checkpoints|Stabilization of p53|Transcriptional activation of cell cycle inhibitor p21|The role of GTSE1 in G2/M progression after G2 checkpoint|Transcriptional Regulation by VENTX|RUNX3 regulates CDKN1A transcription|Regulation of PTEN gene transcription|Loss of function of TP53 in cancer due to loss of tetramerization ability|Signaling by ALK fusions and activated point mutants|Regulation of NF-kappa B signaling|Zygotic genome activation (ZGA)|PKR-mediated signaling|PKR-mediated signalin|Interleukin-4 and Interleukin-13 signalin|Pre-NOTCH Transcription and Translatio|TP53 Regulates Transcription of DNA Repair Gene|Pyroptosi|Association of TriC/CCT with target proteins during biosynthesi|DNA Damage/Telomere Stress Induced Senescenc|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Factors involved in megakaryocyte development and platelet productio|TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertai|Signaling by ALK fusions and activated point mutant|Regulation of TP53 Activity through Acetylatio|Activation of NOXA and translocation to mitochondri|Activation of PUMA and translocation to mitochondri|Oxidative Stress Induced Senescenc|Formation of Senescence-Associated Heterochromatin Foci (SAHF|Oncogene Induced Senescenc|SUMOylation of transcription factor|Autodegradation of the E3 ubiquitin ligase COP|TP53 Regulates Metabolic Gene|Ub-specific processing protease|Ovarian tumor domain protease|TP53 Regulates Transcription of Genes Involved in Cytochrome C Releas|TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertai|TP53 Regulates Transcription of Caspase Activators and Caspase|TP53 Regulates Transcription of Death Receptors and Ligand|TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arres|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arres|Regulation of TP53 Expressio|Regulation of TP53 Activity through Phosphorylatio|Regulation of TP53 Degradatio|Regulation of TP53 Activity through Association with Co-factor|Regulation of TP53 Activity through Methylatio|PI5P Regulates TP53 Acetylatio|G2/M DNA damage checkpoin|G2/M Checkpoint|Stabilization of p5|Transcriptional activation of cell cycle inhibitor p2|The role of GTSE1 in G2/M progression after G2 checkpoin|Transcriptional Regulation by VENT|RUNX3 regulates CDKN1A transcriptio|Regulation of PTEN gene transcriptio|Loss of function of TP53 in cancer due to loss of tetramerization abilit|Regulation of NF-kappa B signalin|Zygotic genome activation (ZGA,46.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL481958,AMRUBICIN HYDROCHLORIDE,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O.Cl,BHMLHEQFWVQAJS-IITOGVPQSA-N,519.9340000000003,3.0,Terminated,TOP2A,1.0,R-HSA-1362277|R-HSA-4615885,Transcription of E2F targets under negative control by DREAM complex|SUMOylation of DNA replication proteins|Transcription of E2F targets under negative control by DREAM comple|SUMOylation of DNA replication protein,2.0,DNA topoisomerase II alpha inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3545413,FLUMATINIB,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,562.6000000000001,3.0,Recruiting,ABL1,1.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell",13.0,Tyrosine-protein kinase ABL inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL482968,ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,BLQYVHBZHAISJM-CMDGGOBGSA-N,375.48,2.0,Completed,FLT3|KIT|KDR,3.0,R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-9673770,"PIP3 activates AKT signaling|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|VEGFR2 mediated cell proliferation|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|VEGF binds to VEGFR leading to receptor dimerizatio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR",51.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1683,HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BMCQMVFGOVHVNG-TUFAYURCSA-N,432.5570000000002,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL1201748,CABAZITAXEL,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,BMQGVNUXMIRLCK-OAGWZNDDSA-N,835.944,,,,,,,,Tubulin inhibitor,1.0,mechanism_drug_candidate
CHEMBL1200545,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,494.53100000000023,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL550348,DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-N,373.3680000000001,,,,,,,,Iron chelating agent,1.0,mechanism_drug_candidate
CHEMBL4297091,CODEINE SULFATE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O.O.O=S(=O)(O)O,BOLDZXRCJAJADM-AAXBYHQXSA-N,750.8640000000001,,,,,,,,Opioid receptors; mu/kappa/delta agonist,1.0,mechanism_drug_candidate
CHEMBL4651002,SAFUSIDENIB,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,BOOMBLZEOHXPPX-BQYQJAHWSA-N,535.7860000000002,2.0,Recruiting,IDH1,1.0,R-HSA-6798695|R-HSA-2978092|R-HSA-389542|R-HSA-9033241|R-HSA-9818025,Neutrophil degranulation|Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate|NADPH regeneration|Peroxisomal protein import|NFE2L2 regulating TCA cycle genes|Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarat|NADPH regeneratio|Neutrophil degranulatio|Peroxisomal protein impor|NFE2L2 regulating TCA cycle gene,5.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,BPEGJWRSRHCHSN-UHFFFAOYSA-N,194.154,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL473417,VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,421.30500000000006,4.0,,SMO,1.0,R-HSA-373080|R-HSA-5610787|R-HSA-5620922|R-HSA-5632684|R-HSA-5635838|R-HSA-165158,Class B/2 (Secretin family receptors)|Hedgehog 'off' state|BBSome-mediated cargo-targeting to cilium|Hedgehog 'on' state|Activation of SMO|Class B/2 (Secretin family receptors|Hedgehog 'off' stat|BBSome-mediated cargo-targeting to ciliu|Hedgehog 'on' stat|Activation of SM,6.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL5095034,SOVLEPLENIB,CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1,BRCHZKBUGSKTND-FQEVSTJZSA-N,482.61000000000035,,,,,,,,Tyrosine-protein kinase SYK inhibitor,1.0,mechanism_drug_candidate
CHEMBL5095033,IBCASERTIB,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,BRKWREZNORONDU-UHFFFAOYSA-N,435.4830000000001,3.0,Recruiting,KDR|FLT4,2.0,R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,VEGFR2 mediated cell proliferation|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR,8.0,Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL2105719,DACOMITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,BSPLGGCPNTZPIH-IPZCTEOASA-N,487.9630000000004,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL76688,SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,434.47000000000014,3.0,Not yet recruiting,ELANE,1.0,R-HSA-6798695|R-HSA-1442490|R-HSA-1474228|R-HSA-1592389|R-HSA-5620971|R-HSA-6803157|R-HSA-977606|R-HSA-9911233,Neutrophil degranulatio|Collagen degradatio|Degradation of the extracellular matri|Activation of Matrix Metalloproteinase|Pyroptosi|Antimicrobial peptide|Regulation of Complement cascad|Expression of NOTCH2NL gene,8.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2105708,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,BWTNNZPNKQIADY-UHFFFAOYSA-N,569.0310000000002,4.0,,ABL1|BCR,2.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-1839117|R-HSA-5654736|R-HSA-8980692|R-HSA-9013026|R-HSA-9013106|R-HSA-9013148|R-HSA-9013149|R-HSA-9013404|R-HSA-9013423,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell|Signaling by cytosolic FGFR1 fusion mutant|Signaling by FGFR1 in diseas|RHOA GTPase cycl|RHOB GTPase cycl|RHOC GTPase cycl|CDC42 GTPase cycl|RAC1 GTPase cycl|RAC2 GTPase cycl|RAC3 GTPase cycl",22.0,Bcr/Abl fusion protein inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL2095206,BOSUTINIB MONOHYDRATE,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl.O,BXPOSPOKHGNMEP-UHFFFAOYSA-N,548.4710000000003,4.0,,ABL1|BCR,2.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927|R-HSA-1839117|R-HSA-5654736|R-HSA-8980692|R-HSA-9013026|R-HSA-9013106|R-HSA-9013148|R-HSA-9013149|R-HSA-9013404|R-HSA-9013423,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell|Signaling by cytosolic FGFR1 fusion mutant|Signaling by FGFR1 in diseas|RHOA GTPase cycl|RHOB GTPase cycl|RHOC GTPase cycl|CDC42 GTPase cycl|RAC1 GTPase cycl|RAC2 GTPase cycl|RAC3 GTPase cycl",22.0,Bcr/Abl fusion protein inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
