active_id,canonical_smiles,inchikey,representative_chembl_id,names,chembl_ids,n_chembl_ids,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,names_upper
CHEMBL4297789,,,CHEMBL4297789,MT-3724,CHEMBL4297789,1,2.0,Terminated,18,475,0,493,18,203,0,MT-3724
CHEMBL4297800,,,CHEMBL4297800,PEGTEOGRASTIM,CHEMBL4297800,1,2.0,,1,8,0,9,1,4,0,PEGTEOGRASTIM
CHEMBL4297841,,,CHEMBL4297841,TISOTUMAB VEDOTIN,CHEMBL4297841,1,,,0,0,1,1,0,0,1,TISOTUMAB VEDOTIN
CHEMBL4297879,,,CHEMBL4297879,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,CHEMBL4297879,1,4.0,,1,8,0,9,1,8,0,.ALPHA.1-PROTEINASE INHIBITOR HUMAN
CHEMBL4297950,,,CHEMBL4297950,EFBEMALENOGRASTIM ALFA,CHEMBL4297950,1,4.0,,1,8,1,10,1,4,1,EFBEMALENOGRASTIM ALFA
CHEMBL4298098,,,CHEMBL4298098,TUSAMITAMAB RAVTANSINE,CHEMBL4298098,1,,,0,0,1,1,0,0,1,TUSAMITAMAB RAVTANSINE
CHEMBL4298119,,,CHEMBL4298119,OLINVACIMAB,CHEMBL4298119,1,2.0,Completed,1,14,0,15,1,7,0,OLINVACIMAB
CHEMBL4298178,,,CHEMBL4298178,TRASTUZUMAB DUOCARMAZINE,CHEMBL4298178,1,,,0,0,1,1,0,0,1,TRASTUZUMAB DUOCARMAZINE
CHEMBL4298209,,,CHEMBL4298209,BELANTAMAB MAFODOTIN,CHEMBL4298209,1,,,0,0,1,1,0,0,1,BELANTAMAB MAFODOTIN
CHEMBL4594230,,,CHEMBL4594230,LIPEGFILGRASTIM,CHEMBL4594230,1,4.0,,1,8,1,10,1,4,1,LIPEGFILGRASTIM
CHEMBL4594406,,,CHEMBL4594406,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,CHEMBL4594406,1,,,0,0,1,1,0,0,1,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN
CHEMBL4594471,,,CHEMBL4594471,EFEPOETIN ALFA,CHEMBL4594471,1,,,0,0,1,1,0,0,1,EFEPOETIN ALFA
CHEMBL4594608,,,CHEMBL4594608,AXATILIMAB,CHEMBL4594608,1,,,0,0,1,1,0,0,1,AXATILIMAB
CHEMBL4650288,,,CHEMBL4650288,FLYSYN,CHEMBL4650288,1,1.0,Completed,1,54,0,55,1,27,0,FLYSYN
CHEMBL4650295,,,CHEMBL4650295,AMG553,CHEMBL4650295,1,1.0,Withdrawn,1,54,0,55,1,27,0,AMG553
CHEMBL4650296,,,CHEMBL4650296,BOS-589,CHEMBL4650296,1,2.0,Completed,1,10,0,11,1,5,0,BOS-589
CHEMBL4650374,,,CHEMBL4650374,APG-2575,CHEMBL4650374,1,2.0,Recruiting,1,16,0,17,1,8,0,APG-2575
CHEMBL4650387,,,CHEMBL4650387,CDX-301,CHEMBL4650387,1,2.0,Terminated,1,54,0,55,1,27,0,CDX-301
CHEMBL4650461,,,CHEMBL4650461,ANUMIGILIMAB,CHEMBL4650461,1,2.0,Withdrawn,1,8,0,9,1,4,0,ANUMIGILIMAB
CHEMBL5314346,,,CHEMBL5314346,VERTEPORFIN,CHEMBL5314346,1,,,0,0,1,1,0,0,1,VERTEPORFIN
CHEMBL6067493,,,CHEMBL6067493,BLEOMYCIN SULFATE,CHEMBL6067493,1,,,0,0,1,1,0,0,1,BLEOMYCIN SULFATE
CILBMBUYJCWATM-UDRBCWGGSA-N,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,CILBMBUYJCWATM-UDRBCWGGSA-N,CHEMBL538943,VINORELBINE TARTRATE,CHEMBL538943,1,,,0,0,1,1,0,0,1,VINORELBINE TARTRATE
CIWBQSYVNNPZIQ-XYWKZLDCSA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CHEMBL1200384,1,,,0,0,1,1,0,0,1,BETAMETHASONE DIPROPIONATE
CJLUYLRKLUYCEK-UHFFFAOYSA-N,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CJLUYLRKLUYCEK-UHFFFAOYSA-N,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,CHEMBL3989973,1,4.0,,2,94,1,97,2,44,1,PEXIDARTINIB HYDROCHLORIDE
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CHEMBL3301612,ENCORAFENIB,CHEMBL3301612,1,4.0,,1,32,1,34,1,16,1,ENCORAFENIB
COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,CHEMBL820,BUSULFAN,CHEMBL820,1,,,0,0,1,1,0,0,1,BUSULFAN
CSGQVNMSRKWUSH-IAGOWNOFSA-N,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,CSGQVNMSRKWUSH-IAGOWNOFSA-N,CHEMBL3545396,BMS-690514,CHEMBL3545396,1,2.0,Completed,2,20,0,22,2,8,0,BMS-690514
CSMVOZKEWSOFER-RQNOJGIXSA-N,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,CSMVOZKEWSOFER-RQNOJGIXSA-N,CHEMBL2364605,CEBRANOPADOL,CHEMBL2364605,1,,,0,0,1,1,0,0,1,CEBRANOPADOL
CTNPALGJUAXMMC-PMFHANACSA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,CTNPALGJUAXMMC-PMFHANACSA-N,CHEMBL1721885,SU-014813,CHEMBL1721885,1,2.0,Completed,6,152,0,158,6,61,0,SU-014813
CUDVHEFYRIWYQD-UHFFFAOYSA-N,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CUDVHEFYRIWYQD-UHFFFAOYSA-N,CHEMBL2220486,LUCITANIB,CHEMBL2220486,1,2.0,Terminated,2,20,0,22,2,8,0,LUCITANIB
CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL477772,PAZOPANIB,CHEMBL477772,1,3.0,"Active, not recruiting",5,98,0,103,5,38,0,PAZOPANIB
CXQHYVUVSFXTMY-UHFFFAOYSA-N,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,CXQHYVUVSFXTMY-UHFFFAOYSA-N,CHEMBL1230609,FORETINIB,CHEMBL1230609,1,2.0,Completed,6,152,0,158,6,61,0,FORETINIB
DADAEARVGOQWHV-OSYLJGHBSA-N,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,DADAEARVGOQWHV-OSYLJGHBSA-N,CHEMBL4650343,IZENCITINIB,CHEMBL4650343,1,2.0,Terminated,1,76,0,77,1,38,0,IZENCITINIB
DCGDPJCUIKLTDU-QWQRMKEZSA-N,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,DCGDPJCUIKLTDU-QWQRMKEZSA-N,CHEMBL4167360,IDH305,CHEMBL4167360,1,2.0,Withdrawn,1,10,0,11,1,5,0,IDH305
DCRWIATZWHLIPN-UHFFFAOYSA-N,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,DCRWIATZWHLIPN-UHFFFAOYSA-N,CHEMBL3545241,AC-430,CHEMBL3545241,1,1.0,Completed,1,76,0,77,1,38,0,AC-430
DDUHZTYCFQRHIY-RBHXEPJQSA-N,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,CHEMBL562,GRISEOFULVIN,CHEMBL562,1,,,0,0,1,1,0,0,1,GRISEOFULVIN
DERJYEZSLHIUKF-UHFFFAOYSA-N,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,DERJYEZSLHIUKF-UHFFFAOYSA-N,CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,1,,,0,0,1,1,0,0,1,PROCARBAZINE HYDROCHLORIDE
DHMTURDWPRKSOA-RUZDIDTESA-N,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,CHEMBL298734,LONAFARNIB,CHEMBL298734,1,,,0,0,1,1,0,0,1,LONAFARNIB
DHYPGRVMIOATAE-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,DHYPGRVMIOATAE-UHFFFAOYSA-N,CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,CHEMBL2105709,1,,,0,0,1,1,0,0,1,QUIZARTINIB DIHYDROCHLORIDE
DJHCCTTVDRAMEH-DUUJBDRPSA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,DJHCCTTVDRAMEH-DUUJBDRPSA-N,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CHEMBL1200989,1,,,0,0,1,1,0,0,1,ALCLOMETASONE DIPROPIONATE
DKNUPRMJNUQNHR-UHFFFAOYSA-N,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,DKNUPRMJNUQNHR-UHFFFAOYSA-N,CHEMBL2029988,CEP-32496,CHEMBL2029988,1,1.0,Completed,2,42,0,44,2,21,0,CEP-32496
DKSZLDSPXIWGFO-BLOJGBSASA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O.O=P(O)(O)O,DKSZLDSPXIWGFO-BLOJGBSASA-N,CHEMBL6067642,CODEINE PHOSPHATE,CHEMBL6067642,1,,,0,0,1,1,0,0,1,CODEINE PHOSPHATE
DLGOEMSEDOSKAD-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NCCCl,DLGOEMSEDOSKAD-UHFFFAOYSA-N,CHEMBL513,CARMUSTINE,CHEMBL513,1,,,0,0,1,1,0,0,1,CARMUSTINE
DLVOSEUFIRPIRM-KAQKJVHQSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,DLVOSEUFIRPIRM-KAQKJVHQSA-N,CHEMBL1549,HYDROCORTISONE CYPIONATE,CHEMBL1549,1,,,0,0,1,1,0,0,1,HYDROCORTISONE CYPIONATE
DMKSVUSAATWOCU-HROMYWEYSA-N,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DMKSVUSAATWOCU-HROMYWEYSA-N,CHEMBL1200865,LOTEPREDNOL ETABONATE,CHEMBL1200865,1,,,0,0,1,1,0,0,1,LOTEPREDNOL ETABONATE
DMQYDVBIPXAAJA-VHXPQNKSSA-N,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,DMQYDVBIPXAAJA-VHXPQNKSSA-N,CHEMBL5314391,XL-999,CHEMBL5314391,1,2.0,Terminated,6,152,0,158,6,61,0,XL-999
DOEOECWDNSEFDN-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DOEOECWDNSEFDN-UHFFFAOYSA-N,CHEMBL4761468,AUMOLERTINIB,CHEMBL4761468,1,,,0,0,1,1,0,0,1,AUMOLERTINIB
DOZYTHNHLLSNIK-JOKMOOFLSA-M,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],DOZYTHNHLLSNIK-JOKMOOFLSA-M,CHEMBL2106643,MYCOPHENOLATE SODIUM,CHEMBL2106643,1,,,0,0,1,1,0,0,1,MYCOPHENOLATE SODIUM
DQOGWKZQQBYYMW-LQGIGNHCSA-N,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,DQOGWKZQQBYYMW-LQGIGNHCSA-N,CHEMBL2218878,TRIMETREXATE GLUCURONATE,CHEMBL2218878,1,,,0,0,1,1,0,0,1,TRIMETREXATE GLUCURONATE
DREIJXJRTLTGJC-ZLBJMMTISA-N,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,CHEMBL3137308,PEFICITINIB,CHEMBL3137308,1,3.0,,1,76,0,77,1,38,0,PEFICITINIB
DRLCSJFKKILATL-YWCVFVGNSA-N,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,CHEMBL3125702,NAVTEMADLIN,CHEMBL3125702,1,2.0,Recruiting,1,90,1,92,1,47,1,NAVTEMADLIN
DUORKVZYABUEHW-AHJYMZSGSA-N,NC(CO)(CO)CO.NC(CO)(CO)CO.Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1.O.O,DUORKVZYABUEHW-AHJYMZSGSA-N,CHEMBL3989962,PEMETREXED TROMETHAMINE,CHEMBL3989962,1,,,0,0,1,1,0,0,1,PEMETREXED TROMETHAMINE
DUPWHXBITIZIKZ-UHFFFAOYSA-N,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1,DUPWHXBITIZIKZ-UHFFFAOYSA-N,CHEMBL4297524,RADOTINIB,CHEMBL4297524,1,3.0,"Active, not recruiting;Recruiting",2,35,1,38,2,22,1,RADOTINIB
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,CHEMBL3353410,OSIMERTINIB,CHEMBL3353410,1,,,0,0,1,1,0,0,1,OSIMERTINIB
DWYRIWUZIJHQKQ-SANMLTNESA-N,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,DWYRIWUZIJHQKQ-SANMLTNESA-N,CHEMBL4204794,AVAPRITINIB,CHEMBL4204794,1,4.0,,2,66,1,69,2,30,1,AVAPRITINIB
DZFZXPPHBWCXPQ-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,DZFZXPPHBWCXPQ-UHFFFAOYSA-N,CHEMBL2180604,TAK-593,CHEMBL2180604,1,1.0,Completed,4,58,0,62,4,22,0,TAK-593
FABUFPQFXZVHFB-PVYNADRNSA-N,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,FABUFPQFXZVHFB-PVYNADRNSA-N,CHEMBL1201752,IXABEPILONE,CHEMBL1201752,1,,,0,0,1,1,0,0,1,IXABEPILONE
FAOZLTXFLGPHNG-KNAQIMQKSA-N,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FAOZLTXFLGPHNG-KNAQIMQKSA-N,CHEMBL1200600,FLUOROMETHOLONE,CHEMBL1200600,1,,,0,0,1,1,0,0,1,FLUOROMETHOLONE
FBHSPRKOSMHSIF-GRMWVWQJSA-N,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,FBHSPRKOSMHSIF-GRMWVWQJSA-N,CHEMBL1201891,DEFLAZACORT,CHEMBL1201891,1,,,0,0,1,1,0,0,1,DEFLAZACORT
FDKXTQMXEQVLRF-ZHACJKMWSA-N,CN(C)/N=N/c1[nH]cnc1C(N)=O,FDKXTQMXEQVLRF-ZHACJKMWSA-N,CHEMBL476,DACARBAZINE,CHEMBL476,1,,,0,0,1,1,0,0,1,DACARBAZINE
FDMQDKQUTRLUBU-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,FDMQDKQUTRLUBU-UHFFFAOYSA-N,CHEMBL3786343,OLMUTINIB,CHEMBL3786343,1,,,0,0,1,1,0,0,1,OLMUTINIB
FEBLZLNTKCEFIT-VSXGLTOVSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FEBLZLNTKCEFIT-VSXGLTOVSA-N,CHEMBL989,FLUOCINOLONE ACETONIDE,CHEMBL989,1,,,0,0,1,1,0,0,1,FLUOCINOLONE ACETONIDE
FGTCROZDHDSNIO-UHFFFAOYSA-N,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,FGTCROZDHDSNIO-UHFFFAOYSA-N,CHEMBL1614710,OSI-930,CHEMBL1614710,1,1.0,Completed,3,60,0,63,3,29,0,OSI-930
FIGNGSHKNAHTSH-JJMFXPFOSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1,FIGNGSHKNAHTSH-JJMFXPFOSA-N,CHEMBL2110580,BERUBICIN,CHEMBL2110580,1,2.0,"Active, not recruiting",1,4,0,5,1,2,0,BERUBICIN
FKSFKBQGSFSOSM-QFIPXVFZSA-N,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,FKSFKBQGSFSOSM-QFIPXVFZSA-N,CHEMBL3287735,GSK2816126,CHEMBL3287735,1,1.0,Terminated,1,8,0,9,1,8,0,GSK2816126
FMHHVULEAZTJMA-UHFFFAOYSA-N,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,FMHHVULEAZTJMA-UHFFFAOYSA-N,CHEMBL1475,TRIOXSALEN,CHEMBL1475,1,,,0,0,1,1,0,0,1,TRIOXSALEN
FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CHEMBL1946170,REGORAFENIB,CHEMBL1946170,1,4.0,,9,200,1,210,9,76,1,REGORAFENIB
FNPXMHRZILFCKX-KAJVQRHHSA-N,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FNPXMHRZILFCKX-KAJVQRHHSA-N,CHEMBL1200386,PREDNICARBATE,CHEMBL1200386,1,,,0,0,1,1,0,0,1,PREDNICARBATE
FOCVUCIESVLUNU-UHFFFAOYSA-N,S=P(N1CC1)(N1CC1)N1CC1,FOCVUCIESVLUNU-UHFFFAOYSA-N,CHEMBL671,THIOTEPA,CHEMBL671,1,,,0,0,1,1,0,0,1,THIOTEPA
FOFDIMHVKGYHRU-UHFFFAOYSA-N,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,FOFDIMHVKGYHRU-UHFFFAOYSA-N,CHEMBL2103851,AMUVATINIB,CHEMBL2103851,1,2.0,Completed,3,120,0,123,3,53,0,AMUVATINIB
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FOGXJPFPZOHSQS-AYVLZSQQSA-N,CHEMBL1200953,HYDROCORTISONE PROBUTATE,CHEMBL1200953,1,,,0,0,1,1,0,0,1,HYDROCORTISONE PROBUTATE
FPTPAIQTXYFGJC-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CCO.Cl,FPTPAIQTXYFGJC-UHFFFAOYSA-N,CHEMBL1200869,METRONIDAZOLE HYDROCHLORIDE,CHEMBL1200869,1,,,0,0,1,1,0,0,1,METRONIDAZOLE HYDROCHLORIDE
FRVSRBKUQZKTOW-YOCNBXQISA-N,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,FRVSRBKUQZKTOW-YOCNBXQISA-N,CHEMBL4650827,REVUMENIB,CHEMBL4650827,1,2.0,Not yet recruiting,1,5,0,6,1,5,0,REVUMENIB
FUKSNUHSJBTCFJ-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,FUKSNUHSJBTCFJ-UHFFFAOYSA-N,CHEMBL3545063,OSIMERTINIB MESYLATE,CHEMBL3545063,1,,,0,0,1,1,0,0,1,OSIMERTINIB MESYLATE
FYBXRCFPOTXTJF-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,FYBXRCFPOTXTJF-UHFFFAOYSA-N,CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,CHEMBL1201002,1,,,0,0,1,1,0,0,1,CARTEOLOL HYDROCHLORIDE
FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,FYJROXRIVQPKRY-UHFFFAOYSA-N,CHEMBL3545414,RIVOCERANIB MESYLATE,CHEMBL3545414,1,3.0,Recruiting,1,14,1,16,1,7,1,RIVOCERANIB MESYLATE
FZCHYNWYXKICIO-FZNHGJLXSA-N,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FZCHYNWYXKICIO-FZNHGJLXSA-N,CHEMBL1200562,HYDROCORTISONE VALERATE,CHEMBL1200562,1,,,0,0,1,1,0,0,1,HYDROCORTISONE VALERATE
GAGWJHPBXLXJQN-UORFTKCHSA-N,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,GAGWJHPBXLXJQN-UORFTKCHSA-N,CHEMBL1773,CAPECITABINE,CHEMBL1773,1,,,0,0,1,1,0,0,1,CAPECITABINE
GBLBJPZSROAGMF-RWYJCYHVSA-N,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,GBLBJPZSROAGMF-RWYJCYHVSA-N,CHEMBL4582651,PRALSETINIB,CHEMBL4582651,1,4.0,,1,10,1,12,1,5,1,PRALSETINIB
GBVKRUOMSUTVPW-AHNVSIPUSA-N,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)O)[C@@H](C)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,GBVKRUOMSUTVPW-AHNVSIPUSA-N,CHEMBL1089636,ANG1005,CHEMBL1089636,1,,,0,0,1,1,0,0,1,ANG1005
GBXJAPBXPROFPY-GOSISDBHSA-N,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,GBXJAPBXPROFPY-GOSISDBHSA-N,CHEMBL5316167,ARQ-736 FREE ACID,CHEMBL5316167,1,1.0,Completed,2,66,0,68,2,21,0,ARQ-736 FREE ACID
