active_id,canonical_smiles,inchikey,representative_chembl_id,names,chembl_ids,n_chembl_ids,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,names_upper
KPQZUUQMTUIKBP-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(C)O,KPQZUUQMTUIKBP-UHFFFAOYSA-N,CHEMBL498847,SECNIDAZOLE,CHEMBL498847,1,,,0,0,1,1,0,0,1,SECNIDAZOLE
KSMZEXLVHXZPEF-UHFFFAOYSA-N,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1,KSMZEXLVHXZPEF-UHFFFAOYSA-N,CHEMBL4303201,CATEQUENTINIB,CHEMBL4303201,1,3.0,Not yet recruiting;Recruiting,4,72,1,77,4,32,1,CATEQUENTINIB
KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,CHEMBL601719,CRIZOTINIB,CHEMBL601719,1,4.0,,1,10,0,11,1,10,0,CRIZOTINIB
KUVIULQEHSCUHY-XYWKZLDCSA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CHEMBL1200500,1,,,0,0,1,1,0,0,1,BECLOMETHASONE DIPROPIONATE
KVCQTKNUUQOELD-UHFFFAOYSA-N,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,KVCQTKNUUQOELD-UHFFFAOYSA-N,CHEMBL3977543,BELVARAFENIB,CHEMBL3977543,1,2.0,Recruiting,2,66,0,68,2,21,0,BELVARAFENIB
KXMZDGSRSGHMMK-VWLOTQADSA-N,Nc1nc(Nc2ccc3c(c2)CC[C@@H](N2CCCC2)CC3)nn1-c1cc2c(nn1)-c1ccccc1CCC2,KXMZDGSRSGHMMK-VWLOTQADSA-N,CHEMBL3809489,BEMCENTINIB,CHEMBL3809489,1,2.0,Completed,1,2,0,3,1,1,0,BEMCENTINIB
KYJWUPZPSXZEPG-NTISSMGPSA-N,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,KYJWUPZPSXZEPG-NTISSMGPSA-N,CHEMBL3989869,UMBRALISIB TOSYLATE,CHEMBL3989869,1,4.0,,1,26,1,28,1,13,1,UMBRALISIB TOSYLATE
LBGFKUUHOPIEMA-PEARBKPGSA-N,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,LBGFKUUHOPIEMA-PEARBKPGSA-N,CHEMBL2105681,SAPACITABINE,CHEMBL2105681,1,,,0,0,1,1,0,0,1,SAPACITABINE
LBWFXVZLPYTWQI-IPOVEDGCSA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,LBWFXVZLPYTWQI-IPOVEDGCSA-N,CHEMBL1567,SUNITINIB MALATE,CHEMBL1567,1,4.0,Completed,7,162,1,170,7,65,1,SUNITINIB MALATE
LGGHDPFKSSRQNS-UHFFFAOYSA-N,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,LGGHDPFKSSRQNS-UHFFFAOYSA-N,CHEMBL348475,TARIQUIDAR,CHEMBL348475,1,,,0,0,1,1,0,0,1,TARIQUIDAR
LGXVKMDGSIWEHL-UHFFFAOYSA-N,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,LGXVKMDGSIWEHL-UHFFFAOYSA-N,CHEMBL1738697,PF-00337210,CHEMBL1738697,1,1.0,Completed,1,14,0,15,1,7,0,PF-00337210
LIQODXNTTZAGID-OCBXBXKTSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,LIQODXNTTZAGID-OCBXBXKTSA-N,CHEMBL1200645,ETOPOSIDE PHOSPHATE,CHEMBL1200645,1,3.0,Unknown status,1,4,1,6,1,2,1,ETOPOSIDE PHOSPHATE
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,LMEKQMALGUDUQG-UHFFFAOYSA-N,CHEMBL1542,AZATHIOPRINE,CHEMBL1542,1,,,0,0,1,1,0,0,1,AZATHIOPRINE
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,CHEMBL495727,AT-9283,CHEMBL495727,1,2.0,Completed,3,156,0,159,3,75,0,AT-9283
LOWWYYZBZNSPDT-ZBEGNZNMSA-N,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,CHEMBL4297507,DELGOCITINIB,CHEMBL4297507,1,3.0,Recruiting,1,76,0,77,1,38,0,DELGOCITINIB
LRJOMUJRLNCICJ-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,LRJOMUJRLNCICJ-JZYPGELDSA-N,CHEMBL1152,PREDNISOLONE ACETATE,CHEMBL1152,1,,,0,0,1,1,0,0,1,PREDNISOLONE ACETATE
LTEJRLHKIYCEOX-OCCSQVGLSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,LTEJRLHKIYCEOX-OCCSQVGLSA-N,CHEMBL270995,BRIVANIB ALANINATE,CHEMBL270995,1,3.0,Completed,2,20,1,23,2,8,1,BRIVANIB ALANINATE
LUKZNWIVRBCLON-GXOBDPJESA-N,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,LUKZNWIVRBCLON-GXOBDPJESA-N,CHEMBL2040682,CICLESONIDE,CHEMBL2040682,1,,,0,0,1,1,0,0,1,CICLESONIDE
LVXJQMNHJWSHET-AATRIKPKSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,LVXJQMNHJWSHET-AATRIKPKSA-N,CHEMBL2110732,DACOMITINIB ANHYDROUS,CHEMBL2110732,1,,,0,0,1,1,0,0,1,DACOMITINIB ANHYDROUS
LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,CHEMBL1265,ADAPALENE,CHEMBL1265,1,4.0,"Active, not recruiting",3,24,1,28,3,6,1,ADAPALENE
MAFACRSJGNJHCF-UHFFFAOYSA-N,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,MAFACRSJGNJHCF-UHFFFAOYSA-N,CHEMBL5314406,4SC-203,CHEMBL5314406,1,1.0,Completed,3,74,0,77,3,35,0,4SC-203
MCTXSDCWFQAGFS-UEXNTNOUSA-N,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,MCTXSDCWFQAGFS-UEXNTNOUSA-N,CHEMBL1277072,HENATINIB,CHEMBL1277072,1,1.0,Terminated,1,14,0,15,1,7,0,HENATINIB
MFBCDACCJCDGBA-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,MFBCDACCJCDGBA-UHFFFAOYSA-N,CHEMBL3707313,TRIFAROTENE,CHEMBL3707313,1,4.0,,1,6,0,7,1,3,0,TRIFAROTENE
MISPBGHDNZYFNM-BTJKTKAUSA-N,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,MISPBGHDNZYFNM-BTJKTKAUSA-N,CHEMBL2105758,AVATROMBOPAG MALEATE,CHEMBL2105758,1,4.0,,1,1,0,2,1,1,0,AVATROMBOPAG MALEATE
MKCYPWYURWOKST-INIZCTEOSA-N,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,MKCYPWYURWOKST-INIZCTEOSA-N,CHEMBL4650281,CLN-081,CHEMBL4650281,1,,,0,0,1,1,0,0,1,CLN-081
MMMVNAGRWOJNMW-FJBFXRHMSA-N,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,MMMVNAGRWOJNMW-FJBFXRHMSA-N,CHEMBL3039504,NINTEDANIB ESYLATE,CHEMBL3039504,1,4.0,,4,58,1,63,4,22,1,NINTEDANIB ESYLATE
MMNNTJYFHUDSKL-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,MMNNTJYFHUDSKL-UHFFFAOYSA-N,CHEMBL3545027,XL-281,CHEMBL3545027,1,1.0,Completed,2,66,0,68,2,21,0,XL-281
MPVGZUGXCQEXTM-UHFFFAOYSA-N,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,MPVGZUGXCQEXTM-UHFFFAOYSA-N,CHEMBL223360,LINIFANIB,CHEMBL223360,1,3.0,Terminated,5,112,1,118,5,45,1,LINIFANIB
MQHIQUBXFFAOMK-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,MQHIQUBXFFAOMK-UHFFFAOYSA-N,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,CHEMBL1201733,1,4.0,,5,98,1,104,5,38,1,PAZOPANIB HYDROCHLORIDE
MUQNGPZZQDCDFT-JNQJZLCISA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,MUQNGPZZQDCDFT-JNQJZLCISA-N,CHEMBL1200845,HALCINONIDE,CHEMBL1200845,1,,,0,0,1,1,0,0,1,HALCINONIDE
MUTNCGKQJGXKEM-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,MUTNCGKQJGXKEM-UHFFFAOYSA-N,CHEMBL25202,TAMIBAROTENE,CHEMBL25202,1,3.0,Recruiting,2,18,0,20,2,6,0,TAMIBAROTENE
MVWATCATLSSVBH-UHFFFAOYSA-N,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,MVWATCATLSSVBH-UHFFFAOYSA-N,CHEMBL5314408,AZD-0424,CHEMBL5314408,1,1.0,Terminated,1,26,0,27,1,13,0,AZD-0424
MWWSFMDVAYGXBV-FGBSZODSSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,MWWSFMDVAYGXBV-FGBSZODSSA-N,CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,CHEMBL1200981,1,,,0,0,1,1,0,0,1,EPIRUBICIN HYDROCHLORIDE
MXPOCMVWFLDDLZ-NSCUHMNNSA-N,Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,MXPOCMVWFLDDLZ-NSCUHMNNSA-N,CHEMBL73822,APAZIQUONE,CHEMBL73822,1,,,0,0,1,1,0,0,1,APAZIQUONE
MYYIMZRZXIQBGI-HVIRSNARSA-N,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,MYYIMZRZXIQBGI-HVIRSNARSA-N,CHEMBL1200774,FLUPREDNISOLONE,CHEMBL1200774,1,,,0,0,1,1,0,0,1,FLUPREDNISOLONE
NBNBOZLBWLNZHB-ZOWNYOTGSA-N,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1.O,NBNBOZLBWLNZHB-ZOWNYOTGSA-N,CHEMBL5315053,PEMETREXED MONOHYDRATE,CHEMBL5315053,1,,,0,0,1,1,0,0,1,PEMETREXED MONOHYDRATE
NGFFVZQXSRKHBM-FKBYEOEOSA-N,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,NGFFVZQXSRKHBM-FKBYEOEOSA-N,CHEMBL4209157,LIFIRAFENIB,CHEMBL4209157,1,1.0,Recruiting,1,32,0,33,1,16,0,LIFIRAFENIB
NHFDRBXTEDBWCZ-ZROIWOOFSA-N,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,CHEMBL274654,ORANTINIB,CHEMBL274654,1,3.0,Terminated,3,52,1,56,3,21,1,ORANTINIB
NICJCIQSJJKZAH-AWEZNQCLSA-N,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,NICJCIQSJJKZAH-AWEZNQCLSA-N,CHEMBL118218,IROFULVEN,CHEMBL118218,1,,,0,0,1,1,0,0,1,IROFULVEN
NJBFOOCLYDNZJN-UHFFFAOYSA-N,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,NJBFOOCLYDNZJN-UHFFFAOYSA-N,CHEMBL1585,PIPOBROMAN,CHEMBL1585,1,,,0,0,1,1,0,0,1,PIPOBROMAN
NJSMWLQOCQIOPE-OCHFTUDZSA-N,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,NJSMWLQOCQIOPE-OCHFTUDZSA-N,CHEMBL25336,BISANTRENE,CHEMBL25336,1,,,0,0,1,1,0,0,1,BISANTRENE
NLFLXLJXEIUQDL-UHFFFAOYSA-N,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,NLFLXLJXEIUQDL-UHFFFAOYSA-N,CHEMBL4594275,GUSACITINIB,CHEMBL4594275,1,2.0,Terminated,1,76,0,77,1,38,0,GUSACITINIB
NMDYYWFGPIMTKO-KLCPSUAYSA-N,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,NMDYYWFGPIMTKO-KLCPSUAYSA-N,CHEMBL2110725,VINFLUNINE,CHEMBL2110725,1,,,0,0,1,1,0,0,1,VINFLUNINE
NOZIJMHMKORZBA-KJCUYJGMSA-N,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,NOZIJMHMKORZBA-KJCUYJGMSA-N,CHEMBL2107831,LUSUTROMBOPAG,CHEMBL2107831,1,4.0,,1,1,0,2,1,1,0,LUSUTROMBOPAG
NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,NRUKOCRGYNPUPR-QBPJDGROSA-N,CHEMBL452231,TENIPOSIDE,CHEMBL452231,1,4.0,,1,4,1,6,1,2,1,TENIPOSIDE
NSQSAUGJQHDYNO-UHFFFAOYSA-N,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,NSQSAUGJQHDYNO-UHFFFAOYSA-N,CHEMBL3414621,TAZEMETOSTAT,CHEMBL3414621,1,4.0,,1,8,0,9,1,8,0,TAZEMETOSTAT
NWIBSHFKIJFRCO-WUDYKRTCSA-N,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CHEMBL105,MITOMYCIN,CHEMBL105,1,,,0,0,1,1,0,0,1,MITOMYCIN
NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,CHEMBL572,NITROFURANTOIN,CHEMBL572,1,,,0,0,1,1,0,0,1,NITROFURANTOIN
NXQKSXLFSAEQCZ-SFHVURJKSA-N,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,CHEMBL4535757,SOTORASIB,CHEMBL4535757,1,4.0,,1,68,0,69,1,68,0,SOTORASIB
NYDXNILOWQXUOF-GXKRWWSZSA-L,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],NYDXNILOWQXUOF-GXKRWWSZSA-L,CHEMBL2360464,PEMETREXED DISODIUM,CHEMBL2360464,1,,,0,0,1,1,0,0,1,PEMETREXED DISODIUM
NZMOFYDMGFQZLS-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,NZMOFYDMGFQZLS-UHFFFAOYSA-N,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,CHEMBL3989562,1,,,0,0,1,1,0,0,1,TERAZOSIN HYDROCHLORIDE
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CHEMBL565612,SOTRASTAURIN,CHEMBL565612,1,2.0,Completed,11,128,0,139,11,42,0,SOTRASTAURIN
OBMJQRLIQQTJLR-USGQOSEYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,OBMJQRLIQQTJLR-USGQOSEYSA-N,CHEMBL2107818,ALDOXORUBICIN,CHEMBL2107818,1,3.0,Completed,1,4,1,6,1,2,1,ALDOXORUBICIN
OFZJKCQENFPZBH-UHFFFAOYSA-N,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,OFZJKCQENFPZBH-UHFFFAOYSA-N,CHEMBL2103883,AVATROMBOPAG,CHEMBL2103883,1,4.0,,1,1,0,2,1,1,0,AVATROMBOPAG
OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,OGQICQVSFDPSEI-UHFFFAOYSA-N,CHEMBL1657,TAZAROTENE,CHEMBL1657,1,4.0,Completed,3,24,1,28,3,6,1,TAZAROTENE
OGSBUKJUDHAQEA-WMCAAGNKSA-N,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,OGSBUKJUDHAQEA-WMCAAGNKSA-N,CHEMBL1201746,PRALATREXATE,CHEMBL1201746,1,,,0,0,1,1,0,0,1,PRALATREXATE
OJLHWPALWODJPQ-QNWVGRARSA-N,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O,OJLHWPALWODJPQ-QNWVGRARSA-N,CHEMBL2111086,CANFOSFAMIDE,CHEMBL2111086,1,,,0,0,1,1,0,0,1,CANFOSFAMIDE
OKKDEIYWILRZIA-OSZBKLCCSA-N,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,OKKDEIYWILRZIA-OSZBKLCCSA-N,CHEMBL1637,GEMCITABINE HYDROCHLORIDE,CHEMBL1637,1,4.0,,11,146,1,158,11,23,1,GEMCITABINE HYDROCHLORIDE
ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,ONIQOQHATWINJY-UHFFFAOYSA-N,CHEMBL2105717,CABOZANTINIB,CHEMBL2105717,1,4.0,,1,14,0,15,1,7,0,CABOZANTINIB
OONFNUWBHFSNBT-HXUWFJFHSA-N,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,OONFNUWBHFSNBT-HXUWFJFHSA-N,CHEMBL587723,AEE-788,CHEMBL587723,1,1.0,Completed,1,14,0,15,1,7,0,AEE-788
OOUGLTULBSNHNF-UHFFFAOYSA-N,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,OOUGLTULBSNHNF-UHFFFAOYSA-N,CHEMBL256997,ATALUREN,CHEMBL256997,1,4.0,,18,475,0,493,18,203,0,ATALUREN
OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N,CHEMBL685,MEBENDAZOLE,CHEMBL685,1,,,0,0,1,1,0,0,1,MEBENDAZOLE
ORYDPOVDJJZGHQ-UHFFFAOYSA-N,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],ORYDPOVDJJZGHQ-UHFFFAOYSA-N,CHEMBL50882,TIRAPAZAMINE,CHEMBL50882,1,,,0,0,1,1,0,0,1,TIRAPAZAMINE
OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,OUKYUETWWIPKQR-UHFFFAOYSA-N,CHEMBL217092,SARACATINIB,CHEMBL217092,1,2.0,Terminated,1,26,1,28,1,13,1,SARACATINIB
OUUYBRCCFUEMLH-YDALLXLXSA-N,Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,OUUYBRCCFUEMLH-YDALLXLXSA-N,CHEMBL1200863,MELPHALAN HYDROCHLORIDE,CHEMBL1200863,1,,,0,0,1,1,0,0,1,MELPHALAN HYDROCHLORIDE
OVSKGTONMLKNPZ-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,OVSKGTONMLKNPZ-UHFFFAOYSA-N,CHEMBL52885,ENMD-981693,CHEMBL52885,1,2.0,Completed,4,106,0,110,4,44,0,ENMD-981693
OWLCGJBUTJXNOF-HDNKIUSMSA-N,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,OWLCGJBUTJXNOF-HDNKIUSMSA-N,CHEMBL1200955,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,CHEMBL1200955,1,,,0,0,1,1,0,0,1,MYCOPHENOLATE MOFETIL HYDROCHLORIDE
OXWUWXCJDBRCCG-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,OXWUWXCJDBRCCG-UHFFFAOYSA-N,CHEMBL3545235,SIMOTINIB,CHEMBL3545235,1,,,0,0,1,1,0,0,1,SIMOTINIB
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CHEMBL574737,UCN-01,CHEMBL574737,1,2.0,Terminated,11,128,0,139,11,42,0,UCN-01
PDOQBOJDRPLBQU-QMMMGPOBSA-N,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,PDOQBOJDRPLBQU-QMMMGPOBSA-N,CHEMBL1231124,AZD-1480,CHEMBL1231124,1,1.0,Terminated,1,76,0,77,1,38,0,AZD-1480
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,CHEMBL4594350,ADAGRASIB,CHEMBL4594350,1,4.0,,1,68,0,69,1,68,0,ADAGRASIB
PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,PHXJVRSECIGDHY-UHFFFAOYSA-N,CHEMBL1171837,PONATINIB,CHEMBL1171837,1,3.0,"Active, not recruiting;Recruiting",2,35,0,37,2,22,0,PONATINIB
PIDANAQULIKBQS-RNUIGHNZSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,PIDANAQULIKBQS-RNUIGHNZSA-N,CHEMBL1201148,MEPREDNISONE,CHEMBL1201148,1,,,0,0,1,1,0,0,1,MEPREDNISONE
PIQCTGMSNWUMAF-UHFFFAOYSA-N,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,CHEMBL522892,DOVITINIB,CHEMBL522892,1,3.0,Completed,6,152,1,159,6,61,1,DOVITINIB
PKVRCIRHQMSYJX-AIFWHQITSA-N,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,PKVRCIRHQMSYJX-AIFWHQITSA-N,CHEMBL450449,TRABECTEDIN,CHEMBL450449,1,,,0,0,1,1,0,0,1,TRABECTEDIN
