dedup_key,parent_inchikey,parent_smiles,canonical_smiles,example_drug_name,chembl_id,n_records,n_proteins,n_pathways,n_moas,any_known_aml,max_phase
AAKJLRGGTJKAMG-UHFFFAOYSA-N,AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,ERLOTINIB HYDROCHLORIDE,CHEMBL1079742,1,0,0,1,False,
ADFOJJHRTBFFOF-RBRWEJTLSA-L,ADFOJJHRTBFFOF-RBRWEJTLSA-L,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,1,0,0,1,False,
AEULIVPVIDOLIN-UHFFFAOYSA-N,AEULIVPVIDOLIN-UHFFFAOYSA-N,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,CEP-11981,CHEMBL2010872,22,2,20,0,False,2.0
AGBSXNCBIWWLHD-FQEVSTJZSA-N,AGBSXNCBIWWLHD-FQEVSTJZSA-N,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,SIREMADLIN,CHEMBL3653256,91,1,90,0,False,2.0
AGRCPNMCOXLKFO-BDVNFPICSA-N,AGRCPNMCOXLKFO-BDVNFPICSA-N,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,STREPTOZOCIN,CHEMBL1977579,1,0,0,1,False,
AHJUHHDDCJQACA-UHFFFAOYSA-N,AHJUHHDDCJQACA-UHFFFAOYSA-N,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,ENCEQUIDAR,CHEMBL4594298,1,0,0,1,False,
AILRADAXUVEEIR-UHFFFAOYSA-N,AILRADAXUVEEIR-UHFFFAOYSA-N,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,BRIGATINIB,CHEMBL3545311,1,0,0,1,False,
AKUJBENLRBOFTD-QZIXMDIESA-N,AKUJBENLRBOFTD-QZIXMDIESA-N,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE ACETATE,CHEMBL1200538,1,0,0,1,False,
AKUJBENLRBOFTD-RPRRAYFGSA-N,AKUJBENLRBOFTD-RPRRAYFGSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,DEXAMETHASONE ACETATE,CHEMBL1530428,1,0,0,1,False,
ALEXXDVDDISNDU-JZYPGELDSA-N,ALEXXDVDDISNDU-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE ACETATE,CHEMBL1091,1,0,0,1,False,
ALKJNCZNEOTEMP-UHFFFAOYSA-N,ALKJNCZNEOTEMP-UHFFFAOYSA-N,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,XL-228,CHEMBL3545085,27,1,26,0,False,1.0
AOJJSUZBOXZQNB-TZSSRYMLSA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,CHEMBL359744;CHEMBL53463,11,2,8,1,True,4.0
AOJJSUZBOXZQNB-VTZDEGQISA-N,AOJJSUZBOXZQNB-VTZDEGQISA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,EPIRUBICIN HYDROCHLORIDE,CHEMBL1200981,1,0,0,1,False,
ARFHIAQFJWUCFH-IZZDOVSWSA-N,ARFHIAQFJWUCFH-IZZDOVSWSA-N,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,NIFURTIMOX,CHEMBL290960,1,0,0,1,False,
AXRCEOKUDYDWLF-UHFFFAOYSA-N,AXRCEOKUDYDWLF-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,ENZASTAURIN,CHEMBL300138,11,1,10,0,False,3.0
AZSRSNUQCUDCGG-UHFFFAOYSA-N,AZSRSNUQCUDCGG-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,MOBOCERTINIB,CHEMBL4650319;CHEMBL4802239,2,0,0,2,False,
BALLNEJQLSTPIO-UHFFFAOYSA-N,BALLNEJQLSTPIO-UHFFFAOYSA-N,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,FRUQUINTINIB,CHEMBL4303214,23,2,20,1,False,4.0
BCFGMOOMADDAQU-UHFFFAOYSA-N,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,LAPATINIB DITOSYLATE,CHEMBL1201179,1,0,0,1,False,
BDGGFTDRPHKXFC-QYQHSDTDSA-N,BDGGFTDRPHKXFC-QYQHSDTDSA-N,CC1=NN(c2ccc3c(c2)CCCC3)C(=O)/C1=N\Nc1cccc(-c2ccc(C(=O)O)o2)c1O,CC1=NN(c2ccc3c(c2)CCCC3)C(=O)/C1=N\Nc1cccc(-c2ccc(C(=O)O)o2)c1O,RAFUTROMBOPAG,CHEMBL4594401,2,1,1,0,False,3.0
BDSYKGHYMJNPAB-LICBFIPMSA-N,BDSYKGHYMJNPAB-LICBFIPMSA-N,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,HALOBETASOL PROPIONATE,CHEMBL1200908,1,0,0,1,False,
BFSMGDJOXZAERB-UHFFFAOYSA-N,BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O,DABRAFENIB MESYLATE,CHEMBL2028663;CHEMBL2105729,67,2,64,1,False,4.0
BGBNULCRKBVAKL-UHFFFAOYSA-N,BGBNULCRKBVAKL-UHFFFAOYSA-N,COCC1(CO)C(=O)C2CCN1CC2,COCC1(CO)C(=O)C2CCN1CC2,EPRENETAPOPT,CHEMBL3186011,91,1,90,0,False,3.0
BGSOJVFOEQLVMH-VWUMJDOOSA-L,BGSOJVFOEQLVMH-VWUMJDOOSA-L,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],HYDROCORTISONE SODIUM PHOSPHATE,CHEMBL1200968,1,0,0,1,False,
BJCJYEYYYGBROF-UHFFFAOYSA-N,BJCJYEYYYGBROF-UHFFFAOYSA-N,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,FLUMATINIB,CHEMBL3545413,28,1,26,1,False,3.0
BLQYVHBZHAISJM-CMDGGOBGSA-N,BLQYVHBZHAISJM-CMDGGOBGSA-N,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,ENMD-2076,CHEMBL482968,111,3,108,0,False,2.0
BMCQMVFGOVHVNG-TUFAYURCSA-N,BMCQMVFGOVHVNG-TUFAYURCSA-N,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE BUTYRATE,CHEMBL1683,1,0,0,1,False,
BMGQWWVMWDBQGC-IIFHNQTCSA-N,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MIDOSTAURIN,CHEMBL608533,291,16,274,1,True,4.0
BMKDZUISNHGIBY-ZETCQYMHSA-N,BMKDZUISNHGIBY-ZETCQYMHSA-N,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778;CHEMBL1738,12,2,8,2,True,4.0
BMQGVNUXMIRLCK-OAGWZNDDSA-N,BMQGVNUXMIRLCK-OAGWZNDDSA-N,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CABAZITAXEL,CHEMBL1201748,1,0,0,1,False,
BOBLHFUVNSFZPJ-JOYXJVLSSA-N,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,DIFLORASONE DIACETATE,CHEMBL1200545,1,0,0,1,False,
BOFQWVMAQOTZIW-UHFFFAOYSA-N,BOFQWVMAQOTZIW-UHFFFAOYSA-N,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,DEFERASIROX,CHEMBL550348,1,0,0,1,False,
BOOMBLZEOHXPPX-BQYQJAHWSA-N,BOOMBLZEOHXPPX-BQYQJAHWSA-N,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,SAFUSIDENIB,CHEMBL4650282;CHEMBL4651002,22,2,20,0,False,2.0
BPEGJWRSRHCHSN-UHFFFAOYSA-N,BPEGJWRSRHCHSN-UHFFFAOYSA-N,Cn1nnc2c(C(N)=O)ncn2c1=O,Cn1nnc2c(C(N)=O)ncn2c1=O,TEMOZOLOMIDE,CHEMBL810,1,0,0,1,False,
BPQMGSKTAYIVFO-UHFFFAOYSA-N,BPQMGSKTAYIVFO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,VISMODEGIB,CHEMBL473417,11,1,10,0,False,4.0
BRCHZKBUGSKTND-FQEVSTJZSA-N,BRCHZKBUGSKTND-FQEVSTJZSA-N,CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1,CS(=O)(=O)N1CCC(c2ccc(-c3ncc4nccnc4c3NC[C@@H]3CNCCO3)cc2)CC1,SOVLEPLENIB,CHEMBL5095034,1,0,0,1,False,
BRKWREZNORONDU-UHFFFAOYSA-N,BRKWREZNORONDU-UHFFFAOYSA-N,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,IBCASERTIB,CHEMBL5095033,23,2,20,1,False,3.0
BTGNGJJLZOIYID-UHFFFAOYSA-N,BTGNGJJLZOIYID-UHFFFAOYSA-N,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,SIVELESTAT,CHEMBL76688,9,1,8,0,False,3.0
CBGUOGMQLZIXBE-XGQKBEPLSA-N,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CLOBETASOL PROPIONATE,CHEMBL1159650,1,0,0,1,False,
CEFJVGZHQAGLHS-UHFFFAOYSA-N,CEFJVGZHQAGLHS-UHFFFAOYSA-N,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,RIPRETINIB,CHEMBL4216467,69,2,66,1,False,4.0
CHEMBL:CHEMBL11359,,,,CISPLATIN,CHEMBL11359,1,0,0,1,False,
CHEMBL:CHEMBL1200983,,,,GALLIUM NITRATE,CHEMBL1200983,1,0,0,1,False,
CHEMBL:CHEMBL1201463,,,,CODEINE POLISTIREX,CHEMBL1201463,1,0,0,1,False,
CHEMBL:CHEMBL1201470,,,,HYDROCODONE POLISTIREX,CHEMBL1201470,1,0,0,1,False,
CHEMBL:CHEMBL1201481,,,,PORFIMER SODIUM,CHEMBL1201481,1,0,0,1,False,
CHEMBL:CHEMBL1201506,,,,GEMTUZUMAB OZOGAMICIN,CHEMBL1201506,5,1,4,0,True,4.0
CHEMBL:CHEMBL1201556,,,,BECAPLERMIN,CHEMBL1201556,40,2,38,0,False,4.0
CHEMBL:CHEMBL1201567,,,,FILGRASTIM,CHEMBL1201567,9,1,8,0,True,4.0
CHEMBL:CHEMBL1201568,,,,PEGFILGRASTIM,CHEMBL1201568,9,1,8,0,False,4.0
CHEMBL:CHEMBL1201670,,,,SARGRAMOSTIM,CHEMBL1201670,13,1,12,0,True,4.0
CHEMBL:CHEMBL1201832,,,,ROMIPLOSTIM,CHEMBL1201832,2,1,1,0,False,4.0
CHEMBL:CHEMBL1351,,,,CARBOPLATIN,CHEMBL1351,1,0,0,1,False,
CHEMBL:CHEMBL1743039,,,,MAVRILIMUMAB,CHEMBL1743039,13,1,12,0,False,2.0
CHEMBL:CHEMBL1743049,,,,OLARATUMAB,CHEMBL1743049,27,1,26,0,False,4.0
CHEMBL:CHEMBL1743062,,,,RAMUCIRUMAB,CHEMBL1743062,15,1,14,0,False,4.0
CHEMBL:CHEMBL2107856,,,,IMETELSTAT,CHEMBL2107856,4,1,3,0,False,3.0
CHEMBL:CHEMBL2107872,,,,DELCASERTIB,CHEMBL2107872,29,1,28,0,False,2.0
CHEMBL:CHEMBL2107881,,,,REGRAMOSTIM,CHEMBL2107881,9,1,8,0,False,3.0
CHEMBL:CHEMBL2108280,,,,CENERSEN,CHEMBL2108280,91,1,90,0,False,2.0
CHEMBL:CHEMBL2108287,,,,APRINOCARSEN,CHEMBL2108287,41,1,40,0,False,3.0
CHEMBL:CHEMBL2108324,,,,OBLIMERSEN,CHEMBL2108324,17,1,16,0,False,2.0
CHEMBL:CHEMBL2108342,,,,GEMTUZUMAB,CHEMBL2108342,5,1,4,0,True,3.0
CHEMBL:CHEMBL2108356,,,,PEGDINETANIB,CHEMBL2108356,15,1,14,0,False,2.0
CHEMBL:CHEMBL2108557,,,,TELBERMIN,CHEMBL2108557,15,1,14,0,False,2.0
CHEMBL:CHEMBL2108572,,,,BALUGRASTIM,CHEMBL2108572,9,1,8,0,False,2.0
CHEMBL:CHEMBL2108585,,,,CONTUSUGENE LADENOVEC,CHEMBL2108585,91,1,90,0,False,2.0
CHEMBL:CHEMBL2108702,,,,IMETELSTAT SODIUM,CHEMBL2108702,4,1,3,0,False,2.0
CHEMBL:CHEMBL2109128,,,,LENOGRASTIM,CHEMBL2109128,9,1,8,0,True,4.0
CHEMBL:CHEMBL2109150,,,,LINTUZUMAB,CHEMBL2109150,5,1,4,0,False,3.0
CHEMBL:CHEMBL2109229,,,,OBLIMERSEN SODIUM,CHEMBL2109229,17,1,16,0,True,3.0
CHEMBL:CHEMBL2109266,,,,AVE-9633,CHEMBL2109266,5,1,4,0,False,1.0
CHEMBL:CHEMBL2109267,,,,M195,CHEMBL2109267,5,1,4,0,False,1.0
CHEMBL:CHEMBL2109328,,,,IMC-EB10,CHEMBL2109328,55,1,54,0,False,1.0
CHEMBL:CHEMBL2109602,,,,IMC-3C5,CHEMBL2109602,7,1,6,0,False,1.0
CHEMBL:CHEMBL2219776,,,,CENERSEN SODIUM,CHEMBL2219776,91,1,90,0,False,2.0
CHEMBL:CHEMBL2364651,,,,TOVETUMAB,CHEMBL2364651,27,1,26,0,False,2.0
CHEMBL:CHEMBL3544910,,,,MOTEXAFIN GADOLINIUM,CHEMBL3544910,1,0,0,1,False,
CHEMBL:CHEMBL3545050,,,,BMS-817378,CHEMBL3545050,15,1,14,0,False,1.0
CHEMBL:CHEMBL3545236,,,,BPI-9016,CHEMBL3545236,3,1,2,0,False,1.0
CHEMBL:CHEMBL3545316,,,,RINUCUMAB,CHEMBL3545316,13,1,12,0,False,2.0
CHEMBL:CHEMBL3545401,,,,X-82,CHEMBL3545401,62,4,58,0,False,2.0
CHEMBL:CHEMBL3545402,,,,XL-820,CHEMBL3545402,103,5,98,0,False,2.0
CHEMBL:CHEMBL3545427,,,,CM-082,CHEMBL3545427,124,4,120,0,False,3.0
CHEMBL:CHEMBL3833344,,,,GANCOTAMAB,CHEMBL3833344,5,1,4,0,False,2.0
CHEMBL:CHEMBL3833384,,,,EFLAPEGRASTIM,CHEMBL3833384,9,1,8,0,False,4.0
CHEMBL:CHEMBL3833386,,,,GALINPEPIMUT-S,CHEMBL3833386,5,1,4,0,True,3.0
CHEMBL:CHEMBL414804,,,,OXALIPLATIN,CHEMBL414804,1,0,0,1,False,
CHEMBL:CHEMBL4297235,,,,OMBIPEPIMUT-S,CHEMBL4297235,5,1,4,0,False,3.0
CHEMBL:CHEMBL4297574,,,,TEPRASIRAN,CHEMBL4297574,91,1,90,0,False,2.0
CHEMBL:CHEMBL4297744,,,,ELX-02,CHEMBL4297744,493,18,475,0,False,2.0
CHEMBL:CHEMBL4297764,,,,HETROMBOPAG OLAMINE,CHEMBL4297764,2,1,1,0,False,3.0
CHEMBL:CHEMBL4297775,,,,KAI-1678,CHEMBL4297775,11,1,10,0,False,2.0
CHEMBL:CHEMBL4297789,,,,MT-3724,CHEMBL4297789,493,18,475,0,False,2.0
CHEMBL:CHEMBL4297800,,,,PEGTEOGRASTIM,CHEMBL4297800,9,1,8,0,False,2.0
CHEMBL:CHEMBL4297879,,,,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,CHEMBL4297879,9,1,8,0,False,4.0
CHEMBL:CHEMBL4297950,,,,EFBEMALENOGRASTIM ALFA,CHEMBL4297950,9,1,8,0,False,4.0
CHEMBL:CHEMBL4298119,,,,OLINVACIMAB,CHEMBL4298119,15,1,14,0,False,2.0
CHEMBL:CHEMBL4594230,,,,LIPEGFILGRASTIM,CHEMBL4594230,9,1,8,0,False,4.0
CHEMBL:CHEMBL4650288,,,,FLYSYN,CHEMBL4650288,55,1,54,0,False,1.0
CHEMBL:CHEMBL4650295,,,,AMG553,CHEMBL4650295,55,1,54,0,False,1.0
CHEMBL:CHEMBL4650296,,,,BOS-589,CHEMBL4650296,11,1,10,0,False,2.0
CHEMBL:CHEMBL4650374,,,,APG-2575,CHEMBL4650374,17,1,16,0,False,2.0
CHEMBL:CHEMBL4650387,,,,CDX-301,CHEMBL4650387,55,1,54,0,False,2.0
CHEMBL:CHEMBL4650461,,,,ANUMIGILIMAB,CHEMBL4650461,9,1,8,0,False,2.0
CHEMBL:CHEMBL5314346,,,,VERTEPORFIN,CHEMBL5314346,1,0,0,1,False,
CIWBQSYVNNPZIQ-XYWKZLDCSA-N,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE DIPROPIONATE,CHEMBL1200384,1,0,0,1,False,
CMJCXYNUCSMDBY-ZDUSSCGKSA-N,CMJCXYNUCSMDBY-ZDUSSCGKSA-N,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,ENCORAFENIB,CHEMBL3301612,34,1,32,1,False,4.0
CMSMOCZEIVJLDB-UHFFFAOYSA-N,CMSMOCZEIVJLDB-UHFFFAOYSA-N,O=P1(N(CCCl)CCCl)NCCCO1,O.O=P1(N(CCCl)CCCl)NCCCO1,CYCLOPHOSPHAMIDE,CHEMBL1200796,1,0,0,1,False,
COVZYZSDYWQREU-UHFFFAOYSA-N,COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,CS(=O)(=O)OCCCCOS(C)(=O)=O,BUSULFAN,CHEMBL820,1,0,0,1,False,
CPTBDICYNRMXFX-UHFFFAOYSA-N,CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(C(=O)NC(C)C)cc1,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,PROCARBAZINE HYDROCHLORIDE,CHEMBL1200410,1,0,0,1,False,
CSGQVNMSRKWUSH-IAGOWNOFSA-N,CSGQVNMSRKWUSH-IAGOWNOFSA-N,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,BMS-690514,CHEMBL3545396,22,2,20,0,False,2.0
CSMVOZKEWSOFER-RQNOJGIXSA-N,CSMVOZKEWSOFER-RQNOJGIXSA-N,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,CEBRANOPADOL,CHEMBL2364605,1,0,0,1,False,
