pair_key,name_1,name_2,target_1,moa_1,target_2,moa_2,mech_comp,external_novelty,priority_score
JIB04 (NSC693627)||Sunitinib,Sunitinib,JIB04 (NSC693627),AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,KDM4A;KDM4B;KDM4C;KDM4D;KDM4E;KDM5A;KDM6B;TET1,histone lysine demethylase inhibitor,1.0,1,0.4117353694313281
NVP-ADW742||SGI-1776 free base,NVP-ADW742,SGI-1776 free base,IGF1R,insulin growth factor receptor inhibitor,ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,0.4114690833662325
P7C3||pifithrin-mu,pifithrin-mu,P7C3,HSPA1A;TP53,HSP inhibitor,NAMPT,NAMPT inhibitor,1.0,1,0.41106933702808485
Salmeterol (xinafoate)||gallium-triquinolin-8-olate,Salmeterol (xinafoate),gallium-triquinolin-8-olate,ADRA1A;ADRA1D;ADRB1;ADRB2;ADRB3;CHRM5;HTR7;SLC6A2;SLC6A3;SLC6A4;TMEM97,adrenergic receptor agonist,,,1.0,1,0.4105262520382991
AMLODIPINE BESYLATE||Ozanimod,AMLODIPINE BESYLATE,Ozanimod,ABCG2;ADRA2A;ADRA2C;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNA2D1;KCNK2,calcium channel blocker,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,0.4087245470959239
SB-268262||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,SB-268262,ADRA1A;ADRA2A;CHRM1;CHRM2;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;HTR1A;HTR2B;SLC6A2;SLC6A4,dopamine receptor antagonist,CALCA;CALCRL,calcitonin antagonist,1.0,1,0.40856569535690274
NVP-ADW742||UNC1999,NVP-ADW742,UNC1999,IGF1R,insulin growth factor receptor inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.40832261393321406
EHop-016||MCOPPB,MCOPPB,EHop-016,OPRK1;OPRL1;OPRM1,nociceptin/orphanin FQ receptor agonist,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.4075113166145862
UNC1999||desmethylclozapine,desmethylclozapine,UNC1999,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;HTR2A;HTR2C,acetylcholine receptor agonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.40688320331974887
AY-9944||PERHEXILINE MALEATE,PERHEXILINE MALEATE,AY-9944,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,,hedgehog pathway modulator,1.0,1,0.40651630098616764
AS-1892802||UNC0638,AS-1892802,UNC0638,ROCK1;ROCK2,rho associated kinase inhibitor,EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,1.0,1,0.4062071605390242
MK-2206 dihydrochloride||NVP-ADW742,NVP-ADW742,MK-2206 dihydrochloride,IGF1R,insulin growth factor receptor inhibitor,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.4059099835405225
Flumatinib (mesylate)||SB-216641,SB-216641,Flumatinib (mesylate),HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,ABL1;BCR;PDGFRB,Bcr-Abl kinase inhibitor,1.0,1,0.40392249736583546
Ebastine||SB-216641,SB-216641,Ebastine,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,0.8666666666666667,1,0.40388257770556873
U-18666A||UNC1999,U-18666A,UNC1999,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.40231307227569296
SB-268262||trequinsin,trequinsin,SB-268262,PDE4A;PDE4B;PDE4C;PDE4D;PDE5A;PTGIR,phosphodiesterase inhibitor,CALCA;CALCRL,calcitonin antagonist,1.0,1,0.40198281083978343
Sunitinib||Y-134,Y-134,Sunitinib,ESR1;ESR2,estrogen receptor antagonist,AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,1.0,1,0.40194330407592055
GR-127935||IT1t,GR-127935,IT1t,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;SLC6A4,serotonin receptor antagonist,CXCR4,CC chemokine receptor antagonist,1.0,1,0.40131364633987376
CLOMIPHENE CITRATE||tetrindole,tetrindole,CLOMIPHENE CITRATE,MAOA,monoamine oxidase inhibitor,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,1.0,1,0.4007244649489716
DCC-2036 (Rebastinib)||FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,DCC-2036 (Rebastinib),ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CALM1;CHRM1;CHRM3;CHRM4;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;HTR7;SIGMAR1;SLC6A4,dopamine receptor antagonist,ABL1;ABL2;BCR;CDK16;CDK17;CDK2;CSK;DDR1;DDR2;EIF2AK1;FES;FGR;FLT3;HCK;KDR;LCK;LIMK1;LRRK2;LYN;MAP3K20;MAP4K1;MAPK10;MAPK15;MAPK9;MET;MST1R;NTRK1;SRC;TEK;TESK2;TNK1;YES1,Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor,1.0,1,0.4002896828562639
HTH-01-015||UNC1999,HTH-01-015,UNC1999,NUAK1,protein kinase inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.4000928116717453
GSK2606414||bifemelane,bifemelane,GSK2606414,MAOA;MAOB;SLC6A2,acetylcholine release enhancer,AURKB;DDR2;EIF2AK1;EIF2AK2;EIF2AK3;KIT;MAP3K10;MERTK;MYLK2;PTK6;RIPK1,protein kinase inhibitor,1.0,1,0.398932504224644
EHop-016||NVP-ADW742,NVP-ADW742,EHop-016,IGF1R,insulin growth factor receptor inhibitor,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.3986468860315258
BMS-833923 (XL139)||IT1t,IT1t,BMS-833923 (XL139),CXCR4,CC chemokine receptor antagonist,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.3977659307591603
L-733060||tetrindole,tetrindole,L-733060,MAOA,monoamine oxidase inhibitor,CYP2C19;CYP2C9;CYP2D6;TACR1,tachykinin antagonist,1.0,1,0.3974615906808921
10-DEBC||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,10-DEBC,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,PIM1,AKT inhibitor,1.0,1,0.3970587033339538
NVP-BSK805 2HCl||Tenovin-6,NVP-BSK805 2HCl,Tenovin-6,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,SIRT1;SIRT2;SIRT3,SIRT inhibitor,1.0,1,0.3969825453428803
CHLORHEXIDINE DIHYDROCHLORIDE||IKK-16,CHLORHEXIDINE DIHYDROCHLORIDE,IKK-16,ADRA1A;GHSR;HTR2B;MC3R;MC4R;MLNR;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;SLC6A2;SLC6A4,membrane integrity inhibitor,CHUK;IKBKB;PRKCZ,IKK inhibitor,1.0,1,0.3966816702999085
"C-021||MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",C-021,"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",CCR4,CC chemokine receptor antagonist,,,1.0,1,0.39656405355463326
IT1t||NVP-BSK805 2HCl,IT1t,NVP-BSK805 2HCl,CXCR4,CC chemokine receptor antagonist,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,0.3963406079629883
PENFLURIDOL||tetrindole,tetrindole,PENFLURIDOL,MAOA,monoamine oxidase inhibitor,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,1.0,1,0.3959742494296765
Bazedoxifene HCl||SB-216641,SB-216641,Bazedoxifene HCl,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),0.9090909090909091,1,0.3958760307668183
KU-60019||Propiverine Hydrochloride,Propiverine Hydrochloride,KU-60019,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,ATM;PIK3C3;PRKDC,ATM kinase inhibitor,1.0,1,0.39445943197902966
GANT-61||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,GANT-61,ACHE;ACVRL1;ADRA1D;ADRA2A;ADRA2C;AOX1;C5;DRD2;DRD3;EBP;ENG;ESR1;ESR2;HTR2A;HTR2B;HTR2C;HTR6;OPRK1;OPRM1;SIGMAR1;SLC6A2,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),DHH;GLI1;GLI2;IHH,GLI antagonist,1.0,1,0.3943648697154244
BAY-11-7082||Thiazovivin,BAY-11-7082,Thiazovivin,RELA,NFkB pathway inhibitor,,rho associated kinase inhibitor,1.0,1,0.39417133656377984
Dronedarone HCl (Multaq)||calpeptin,calpeptin,Dronedarone HCl (Multaq),CAPN1;CTSK;CTSL,calpain inhibitor,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,0.3939887491398166
Dronedarone HCl (Multaq)||TOREMIFENE CITRATE,TOREMIFENE CITRATE,Dronedarone HCl (Multaq),CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,0.3938372717498359
CLEMASTINE FUMARATE||fendiline,CLEMASTINE FUMARATE,fendiline,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,CASR;HTR2B;OPRM1,calcium channel blocker,0.9655172413793104,1,0.3930127972021597
UNC0646||thiethylperazine,UNC0646,thiethylperazine,EHMT2,histone lysine methyltransferase inhibitor,ADRA2A;DRD1;DRD2;DRD3;DRD4;HRH1;HTR1A,dopamine receptor antagonist,1.0,1,0.3924950231067338
Auranofin||QUINESTROL,QUINESTROL,Auranofin,ESR1;ESR2,estrogen receptor agonist,,,1.0,1,0.3913427812048907
Crizotinib (PF-02341066)||Tetrandrine (Fanchinine),Crizotinib (PF-02341066),Tetrandrine (Fanchinine),ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,KCNN2;KCNN3;SLC6A3,calcium channel blocker,1.0,1,0.3912603415328296
"Dimethylcurcumin, ASC-J9||GANT-61",GANT-61,"Dimethylcurcumin, ASC-J9",DHH;GLI1;GLI2;IHH,GLI antagonist,AR,androgen receptor enhancer,1.0,1,0.39109670833000326
NNC-05-2090||costunolide,costunolide,NNC-05-2090,,telomerase inhibitor,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,1.0,1,0.39099512031859285
BNTX||UNC1999,BNTX,UNC1999,OPRD1;OPRK1;OPRM1,opioid receptor antagonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.39037019691645286
Auranofin||L-733060,L-733060,Auranofin,CYP2C19;CYP2C9;CYP2D6;TACR1,tachykinin antagonist,,,1.0,1,0.3898604102026267
TOREMIFENE CITRATE||droloxifene,TOREMIFENE CITRATE,droloxifene,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),,,1.0,1,0.3898526029854994
NPS-2143 (SB262470)||pyrintegrin,pyrintegrin,NPS-2143 (SB262470),,integrin signaling activator,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.3898194257057093
"Dimethylcurcumin, ASC-J9||Tie2 kinase inhibitor","Dimethylcurcumin, ASC-J9",Tie2 kinase inhibitor,AR,androgen receptor enhancer,KDR;MAPK14;TEK,TIE tyrosine kinase inhibitor,1.0,1,0.3896797208886226
HomochlorcyclizineÂ·2HCl||tetrindole,tetrindole,HomochlorcyclizineÂ·2HCl,MAOA,monoamine oxidase inhibitor,CHRM1;CHRM2;DRD3;HRH1;KCNH2;SLC6A3,antihistamine,1.0,1,0.3893809519824195
NPS-2143 (SB262470)||PHA-665752,PHA-665752,NPS-2143 (SB262470),AAK1;ABL1;AURKC;AXL;BMP2K;CAMKK1;CAMKK2;CDK15;CDK17;CDK4;CDK7;CILK1;CLK1;CLK2;CSF1R;CSNK1E;DCLK2;DDR1;FLT3;GRK4;GRK7;HIPK1;HIPK2;HIPK3;HIPK4;IKBKE;IRAK3;JAK2;JAK3;KDR;KIT;LCK;MAK;MAP2K2;MAP3K12;MAP3K19;MAP4K1;MAP4K3;MAP4K4;MAP4K5;MET;MINK1;MST1R;MYLK2;NEK2;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PIP5K1A;PLK4;PRKAA1;PRKAA2;PTK2B;RET;RIOK1;RIOK3;SLK;SRPK1;SRPK2;STK10;STK33;TAOK1;TAOK3;TBK1;TNIK,c-Met inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.38936527509225455
Crizotinib (PF-02341066)||SNAP-5089,SNAP-5089,Crizotinib (PF-02341066),ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CACNA1C;CACNA1D,adrenergic receptor antagonist,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,0.9912280701754386,1,0.38866400781976596
NPS-2143 (SB262470)||PERHEXILINE MALEATE,PERHEXILINE MALEATE,NPS-2143 (SB262470),CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.38855739567902453
CLEMASTINE FUMARATE||JIB04 (NSC693627),CLEMASTINE FUMARATE,JIB04 (NSC693627),ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,KDM4A;KDM4B;KDM4C;KDM4D;KDM4E;KDM5A;KDM6B;TET1,histone lysine demethylase inhibitor,1.0,1,0.3881466697187072
C-021||trequinsin,trequinsin,C-021,PDE4A;PDE4B;PDE4C;PDE4D;PDE5A;PTGIR,phosphodiesterase inhibitor,CCR4,CC chemokine receptor antagonist,1.0,1,0.38810027785250684
PD173074||PENFLURIDOL,PENFLURIDOL,PD173074,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,FGFR1;FGFR2;FGFR3;FGFR4;FLT1;FLT4;KDR;PDGFRA;PDGFRB,FGFR inhibitor | VEGFR inhibitor,1.0,1,0.38752839949055284
NSC-3852||SAR405,NSC-3852,SAR405,HDAC1,HDAC inhibitor,PIK3C3,PI3K inhibitor,1.0,1,0.3874496133023409
SR-33805 oxalate||Y-320,SR-33805 oxalate,Y-320,,calcium channel blocker,IL17A;TNF,interleukin inhibitor,1.0,1,0.3865753193718569
PENFLURIDOL||PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,PENFLURIDOL,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;OPRK1;SIGMAR1;SLC6A2,histamine receptor antagonist,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,0.6,1,0.3859413179939395
3'-fluorobenzylspiperone||PIMOZIDE,3'-fluorobenzylspiperone,PIMOZIDE,DRD2,dopamine receptor ligand,ABCB1;ADRA1A;ADRA2C;CACNA1G;CACNA1H;CACNA1I;CALM1;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR6;KCNA10;KCNH2;OPRK1;OPRM1;SLC6A2;SLC6A3;SLC6A4,dopamine receptor antagonist,0.96,1,0.3857069346613261
Benztropine mesylate||SAR405,SAR405,Benztropine mesylate,PIK3C3,PI3K inhibitor,CHRM1;HRH1;SLC6A3,acetylcholine receptor antagonist,1.0,1,0.38564583861592194
MK2-IN-1 (hydrochloride)||NPS-2143 (SB262470),MK2-IN-1 (hydrochloride),NPS-2143 (SB262470),MAPKAPK2,MAP kinase inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.3852099706056424
"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)||UNC1999","MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",UNC1999,,,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.38488782285466977
"JNJ 26854165 (Serdemetan)||MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",JNJ 26854165 (Serdemetan),"MNS (3,4-Methylenedioxy-Â¦Ã‚-nitrostyrene)",MDM2,MDM inhibitor,,,1.0,1,0.3842556365143481
Lonafarnib (SCH66336)||Toceranib (phosphate),Toceranib (phosphate),Lonafarnib (SCH66336),FGF2;FLT1;FLT3;KDR;PDGFRA;PDGFRB,protein tyrosine kinase inhibitor,FNTA;HRAS;KRAS;NRAS,farnesyltransferase inhibitor,1.0,1,0.3839849743729335
CEPHARANTHINE||UNC1999,CEPHARANTHINE,UNC1999,ACE2,NFkB pathway inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.3836832303513234
GW-803430||Y-29794 oxalate,Y-29794 oxalate,GW-803430,PREP,prolyl endopeptidase inhibitor,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,1.0,1,0.3824750222453087
MK-2206 dihydrochloride||Y-29794 oxalate,Y-29794 oxalate,MK-2206 dihydrochloride,PREP,prolyl endopeptidase inhibitor,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.38207294209428505
