pair_key,name_1,name_2,target_1,moa_1,target_2,moa_2,mech_comp,external_novelty,priority_score
LY2109761||SPP-86,SPP-86,LY2109761,ABL1;RET,receptor tyrosine protein kinase inhibitor,TGFBR1;TGFBR2,TGF beta receptor inhibitor,1.0,1,0.19697481922118146
JHW-007||haloprogin,JHW-007,haloprogin,SLC6A3,dopamine reuptake inhibitor,ADORA3;ADRA2A;ADRA2B;ADRA2C;DRD1;DRD3;GALE;HTR2A;OPRK1;SLC6A4;TACR2,other antifungal,1.0,1,0.19696601494217186
C-021||NNC-05-2090,NNC-05-2090,C-021,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,CCR4,CC chemokine receptor antagonist,1.0,1,0.19688163151870933
Crizotinib (PF-02341066)||Endoxifen HCl,Crizotinib (PF-02341066),Endoxifen HCl,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,ESR1,,1.0,1,0.1968418920822663
Bazedoxifene HCl||tetrindole,tetrindole,Bazedoxifene HCl,MAOA,monoamine oxidase inhibitor,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),1.0,1,0.1967549924746694
SIMVASTATIN||SR-33805 oxalate,SIMVASTATIN,SR-33805 oxalate,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,,calcium channel blocker,1.0,1,0.1966641549919065
RS-39604||THIORIDAZINE HYDROCHLORIDE,RS-39604,THIORIDAZINE HYDROCHLORIDE,CYP2D6;HTR4,serotonin receptor antagonist,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,1.0,1,0.19613614630576567
Cathepsin Inhibitor 1||U-18666A,U-18666A,Cathepsin Inhibitor 1,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,CTSB;CTSL;CTSS;CTSV,cathepsin inhibitor,1.0,1,0.1960294289025013
GW-803430||NPS-2143 (SB262470),GW-803430,NPS-2143 (SB262470),DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,0.9333333333333333,1,0.19596615076257473
BAY-11-7082||BIRB 796 (Doramapimod),BAY-11-7082,BIRB 796 (Doramapimod),RELA,NFkB pathway inhibitor,ABCB1;ABL1;ANKK1;BLK;BRAF;CDC42BPB;CDK19;CDK5;CDK8;DDR1;DDR2;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB4;FLT1;FLT3;FLT4;FRK;HSPB1;KDR;KIT;LYN;MAP3K20;MAP3K7;MAP4K4;MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK9;MINK1;NLK;NTRK1;NTRK2;NTRK3;PDGFRB;PTK2B;RET;SLK;STK10;TEK;TIE1;TNF;TNIK,p38 MAPK inhibitor,1.0,1,0.1959642980000893
Lonafarnib (SCH66336)||TA-01,TA-01,Lonafarnib (SCH66336),CSNK1D;CSNK1E;MAPK14,casein kinase inhibitor | MAP kinase inhibitor,FNTA;HRAS;KRAS;NRAS,farnesyltransferase inhibitor,1.0,1,0.19592598241632103
CYM-5442||Cot inhibitor-2,CYM-5442,Cot inhibitor-2,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,MAP3K8;TNF,MAPK-interacting kinase inhibitor,1.0,1,0.19583589075438387
BMS-566419||CLEMASTINE FUMARATE,CLEMASTINE FUMARATE,BMS-566419,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,IMPDH1;IMPDH2,inosine monophosphate dehydrogenase inhibitor,1.0,1,0.19542716708572713
FLUPHENAZINE HYDROCHLORIDE||IT1t,FLUPHENAZINE HYDROCHLORIDE,IT1t,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CALM1;CHRM1;CHRM3;CHRM4;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;HTR7;SIGMAR1;SLC6A4,dopamine receptor antagonist,CXCR4,CC chemokine receptor antagonist,1.0,1,0.19527624031753835
Benztropine mesylate||LY2608204,LY2608204,Benztropine mesylate,GCK,glucokinase activator,CHRM1;HRH1;SLC6A3,acetylcholine receptor antagonist,1.0,1,0.19477706564853514
AZELAIC ACID||LY2109761,AZELAIC ACID,LY2109761,AKR1D1;SRD5A2;TXNRD1;TXNRD2;TYR,tyrosinase inhibitor,TGFBR1;TGFBR2,TGF beta receptor inhibitor,1.0,1,0.19462889057189056
L-733060||ML-298,L-733060,ML-298,CYP2C19;CYP2C9;CYP2D6;TACR1,tachykinin antagonist,PLD2,phospholipase inhibitor,1.0,1,0.19446630864791947
Endoxifen HCl||Ozanimod,Ozanimod,Endoxifen HCl,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,ESR1,,1.0,1,0.19412834451317731
IT1t||PD173074,IT1t,PD173074,CXCR4,CC chemokine receptor antagonist,FGFR1;FGFR2;FGFR3;FGFR4;FLT1;FLT4;KDR;PDGFRA;PDGFRB,FGFR inhibitor | VEGFR inhibitor,1.0,1,0.19405860236362962
BMS-833923 (XL139)||tetrindole,tetrindole,BMS-833923 (XL139),MAOA,monoamine oxidase inhibitor,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.19395854596565343
FLUPHENAZINE HYDROCHLORIDE||calpeptin,calpeptin,FLUPHENAZINE HYDROCHLORIDE,CAPN1;CTSK;CTSL,calpain inhibitor,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CALM1;CHRM1;CHRM3;CHRM4;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;HTR7;SIGMAR1;SLC6A4,dopamine receptor antagonist,1.0,1,0.193483560172164
NNC-05-2090||trequinsin,trequinsin,NNC-05-2090,PDE4A;PDE4B;PDE4C;PDE4D;PDE5A;PTGIR,phosphodiesterase inhibitor,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,1.0,1,0.1932678540086699
Cathepsin Inhibitor 1||K02288,K02288,Cathepsin Inhibitor 1,ABL1;ABL2;ACVR1;ACVRL1;BMP1;BMPR1A;HCK;LCK;MAP4K4;PTK6;TGFBR1,bone morphogenic protein inhibitor,CTSB;CTSL;CTSS;CTSV,cathepsin inhibitor,1.0,1,0.19321781082026324
TOREMIFENE CITRATE||UNC1999,TOREMIFENE CITRATE,UNC1999,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.1930617928069533
Dronedarone HCl (Multaq)||SIMVASTATIN,SIMVASTATIN,Dronedarone HCl (Multaq),CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,0.19298378991311346
SGI-1027||UNC0646,UNC0646,SGI-1027,EHMT2,histone lysine methyltransferase inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,0.19298156244358203
Auranofin||UNC1999,Auranofin,UNC1999,,,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.19279271865758868
SR-33805 oxalate||URMC-099,SR-33805 oxalate,URMC-099,,calcium channel blocker,ABL1;AURKA;AURKB;AURKC;CDKL2;CHUK;DAPK3;DLK1;FLT1;FLT3;IGF1R;IKBKB;INSR;LCK;LRRK2;MAP3K10;MAP3K11;MAP3K2;MAP3K9;MET;NTRK1;NTRK2;ROCK2;SGK1;SRPK2;SYK;TNIK,mixed lineage kinase inhibitor,1.0,1,0.19271288510617296
FASUDIL HYDROCHLORIDE||thiethylperazine,FASUDIL HYDROCHLORIDE,thiethylperazine,CLK1;CLK4;CYP2D6;PKIA;PKN1;PKN2;PKN3;PRKACA;PRKCQ;PRKD3;PRKX;ROCK1;ROCK2;RPS6KA3;RPS6KB1,rho associated kinase inhibitor,ADRA2A;DRD1;DRD2;DRD3;DRD4;HRH1;HTR1A,dopamine receptor antagonist,1.0,1,0.19245756441805667
Cot inhibitor-2||madrasin,Cot inhibitor-2,madrasin,MAP3K8;TNF,MAPK-interacting kinase inhibitor,XBP1,cell splicing inhibitor,1.0,1,0.19225711868347395
AZ191||PERHEXILINE MALEATE,PERHEXILINE MALEATE,AZ191,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,CLK1;CLK4;DYRK1A;DYRK1B;DYRK2;IGF1R,DYRK inhibitor,1.0,1,0.19218461626685132
NPS-2143 (SB262470)||prenylamine,prenylamine,NPS-2143 (SB262470),ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,0.9,1,0.19186286820528883
PERHEXILINE MALEATE||Ro 48-8071 (fumarate),PERHEXILINE MALEATE,Ro 48-8071 (fumarate),CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,LSS,oxidosqualene cyclase inhibitor,1.0,1,0.19118311984276012
Ceritinib||Lomitapide,Lomitapide,Ceritinib,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,1.0,1,0.19098540506960213
3-CPMT||calpeptin,calpeptin,3-CPMT,CAPN1;CTSK;CTSL,calpain inhibitor,DRD4,dopamine reuptake inhibitor,1.0,1,0.1907030021591803
Bazedoxifene HCl||SR-33805 oxalate,SR-33805 oxalate,Bazedoxifene HCl,,calcium channel blocker,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),1.0,1,0.19067066205414177
CCT128930||Y-134,Y-134,CCT128930,ESR1;ESR2,estrogen receptor antagonist,AKT1;AKT2;GSK3B;ROCK1;ROCK2;RPS6KB1,AKT inhibitor,1.0,1,0.19062849711430369
CY208-243||Tetrandrine (Fanchinine),CY208-243,Tetrandrine (Fanchinine),CALY;CYP1A2;DRD1,dopamine receptor agonist,KCNN2;KCNN3;SLC6A3,calcium channel blocker,1.0,1,0.1904419315067984
PERHEXILINE MALEATE||PHA-665752,PERHEXILINE MALEATE,PHA-665752,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,AAK1;ABL1;AURKC;AXL;BMP2K;CAMKK1;CAMKK2;CDK15;CDK17;CDK4;CDK7;CILK1;CLK1;CLK2;CSF1R;CSNK1E;DCLK2;DDR1;FLT3;GRK4;GRK7;HIPK1;HIPK2;HIPK3;HIPK4;IKBKE;IRAK3;JAK2;JAK3;KDR;KIT;LCK;MAK;MAP2K2;MAP3K12;MAP3K19;MAP4K1;MAP4K3;MAP4K4;MAP4K5;MET;MINK1;MST1R;MYLK2;NEK2;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PIP5K1A;PLK4;PRKAA1;PRKAA2;PTK2B;RET;RIOK1;RIOK3;SLK;SRPK1;SRPK2;STK10;STK33;TAOK1;TAOK3;TBK1;TNIK,c-Met inhibitor,1.0,1,0.19023361751659287
BMS-566419||JHW-007,JHW-007,BMS-566419,SLC6A3,dopamine reuptake inhibitor,IMPDH1;IMPDH2,inosine monophosphate dehydrogenase inhibitor,1.0,1,0.1901039202421576
Y-29794 oxalate||asenapine maleate,Y-29794 oxalate,asenapine maleate,PREP,prolyl endopeptidase inhibitor,DRD1;DRD2;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A,dopamine receptor antagonist | serotonin receptor antagonist,1.0,1,0.1900049786597687
EHop-016||N-benzylnaltrindole,N-benzylnaltrindole,EHop-016,,opioid receptor antagonist,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.18996744778778737
GR-127935||SR-33805 oxalate,GR-127935,SR-33805 oxalate,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;SLC6A4,serotonin receptor antagonist,,calcium channel blocker,1.0,1,0.18995522702079468
Azaguanine-8||desmethylclozapine,desmethylclozapine,Azaguanine-8,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;HTR2A;HTR2C,acetylcholine receptor agonist,MITF;PNP,purine antagonist,1.0,1,0.18988340479766427
K02288||Sunitinib,K02288,Sunitinib,ABL1;ABL2;ACVR1;ACVRL1;BMP1;BMPR1A;HCK;LCK;MAP4K4;PTK6;TGFBR1,bone morphogenic protein inhibitor,AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,0.975609756097561,1,0.18971786079146805
A12B4C3||Arg-Gly-Asp-Ser,A12B4C3,Arg-Gly-Asp-Ser,PNKP,polynucleotide kinase/phosphatase inhibitor,ITGA2B;ITGB3,structural glycoprotein antagonist,1.0,1,0.18971699991740223
JHW-007||NNC-05-2090,NNC-05-2090,JHW-007,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,SLC6A3,dopamine reuptake inhibitor,1.0,1,0.1894590620348734
CLEMASTINE FUMARATE||parthenolide-(alternate-stereo),CLEMASTINE FUMARATE,parthenolide-(alternate-stereo),ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,ADIPOR2;IKBKB;RELA,NFkB pathway inhibitor,1.0,1,0.1894155606806351
MK2-IN-1 (hydrochloride)||URMC-099,URMC-099,MK2-IN-1 (hydrochloride),ABL1;AURKA;AURKB;AURKC;CDKL2;CHUK;DAPK3;DLK1;FLT1;FLT3;IGF1R;IKBKB;INSR;LCK;LRRK2;MAP3K10;MAP3K11;MAP3K2;MAP3K9;MET;NTRK1;NTRK2;ROCK2;SGK1;SRPK2;SYK;TNIK,mixed lineage kinase inhibitor,MAPKAPK2,MAP kinase inhibitor,1.0,1,0.18900896921193255
Azaguanine-8||PENFLURIDOL,PENFLURIDOL,Azaguanine-8,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,MITF;PNP,purine antagonist,1.0,1,0.18896575508384073
ELN-441958||Thiazovivin,ELN-441958,Thiazovivin,BDKRB1,bradykinin receptor antagonist,,rho associated kinase inhibitor,1.0,1,0.1886766087263289
Y-26763||costunolide,Y-26763,costunolide,KCNJ8,potassium channel activator,,telomerase inhibitor,1.0,1,0.18857591784734423
SNAP-5089||tetrindole,tetrindole,SNAP-5089,MAOA,monoamine oxidase inhibitor,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CACNA1C;CACNA1D,adrenergic receptor antagonist,1.0,1,0.18849143341360344
Bazedoxifene HCl||EHop-016,Bazedoxifene HCl,EHop-016,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.18847707545018377
Lonafarnib (SCH66336)||pyrrolidine-dithiocarbamate,pyrrolidine-dithiocarbamate,Lonafarnib (SCH66336),HSD11B1;RELA,NFkB pathway inhibitor,FNTA;HRAS;KRAS;NRAS,farnesyltransferase inhibitor,1.0,1,0.18841600875217354
C-021||UNC1999,C-021,UNC1999,CCR4,CC chemokine receptor antagonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.18835914250970504
BAY-11-7082||BMS-833923 (XL139),BAY-11-7082,BMS-833923 (XL139),RELA,NFkB pathway inhibitor,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.1882726065638035
Lasofoxifene (Tartrate)||U-18666A,U-18666A,Lasofoxifene (Tartrate),EBP;SIGMAR1,oxidosqualene cyclase inhibitor,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),1.0,1,0.188096633759458
CY208-243||droloxifene,CY208-243,droloxifene,CALY;CYP1A2;DRD1,dopamine receptor agonist,,,1.0,1,0.18758476906265062
CY208-243||SGI-1776 free base,CY208-243,SGI-1776 free base,CALY;CYP1A2;DRD1,dopamine receptor agonist,ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,0.18754082734561617
MK-2206 dihydrochloride||droloxifene,droloxifene,MK-2206 dihydrochloride,,,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.18744946064436768
Endoxifen HCl||Y-29794 oxalate,Y-29794 oxalate,Endoxifen HCl,PREP,prolyl endopeptidase inhibitor,ESR1,,1.0,1,0.1873887557830031
PD-102807||Sunitinib,PD-102807,Sunitinib,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,0.9951219512195122,1,0.1873754511381091
AZ191||TRIFLUPROMAZINE HYDROCHLORIDE,TRIFLUPROMAZINE HYDROCHLORIDE,AZ191,ADRA1A;ADRA2A;CHRM1;CHRM2;CHRNA7;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;HTR1A;HTR2B;SLC6A2;SLC6A4,dopamine receptor antagonist,CLK1;CLK4;DYRK1A;DYRK1B;DYRK2;IGF1R,DYRK inhibitor,1.0,1,0.18730603171962526
IT1t||NPS-2143 (SB262470),IT1t,NPS-2143 (SB262470),CXCR4,CC chemokine receptor antagonist,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.18728186066835975
ELN-441958||Lomitapide,Lomitapide,ELN-441958,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,BDKRB1,bradykinin receptor antagonist,1.0,1,0.1871315537283543
10-DEBC||JHW-007,10-DEBC,JHW-007,PIM1,AKT inhibitor,SLC6A3,dopamine reuptake inhibitor,1.0,1,0.18712552187100845
AMG-548||EHop-016,AMG-548,EHop-016,MAPK11;MAPK12;MAPK13;MAPK14;MAPK9;TNF,MAP kinase inhibitor,RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.18690233001865658
JHW-007||ML-298,JHW-007,ML-298,SLC6A3,dopamine reuptake inhibitor,PLD2,phospholipase inhibitor,1.0,1,0.18671013220059066
CLOMIPHENE CITRATE||SR-33805 oxalate,CLOMIPHENE CITRATE,SR-33805 oxalate,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,,calcium channel blocker,1.0,1,0.18652605671403397
NPS-2143 (SB262470)||Tie2 kinase inhibitor,Tie2 kinase inhibitor,NPS-2143 (SB262470),KDR;MAPK14;TEK,TIE tyrosine kinase inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,1.0,1,0.18635929391277767
AM-1241||Crizotinib (PF-02341066),Crizotinib (PF-02341066),AM-1241,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,CNR1;CNR2,cannabinoid receptor agonist,1.0,1,0.18630533249850298
